Tournament,surface,Date,HomeTeam,AwayTeam,score,round,Surface,FTR
M15 Luanda,Hard,20241118,Robert Strombachs,Leo Matthysen,6-3 6-4,R32,Hard,H
M15 Luanda,Hard,20241118,Yash Yadav,Breno Braga,6-3 5-7 7-5,R32,Hard,H
M15 Luanda,Hard,20241118,Lorenzo Lorusso,Fernando Andre,6-3 6-0,R32,Hard,H
M15 Luanda,Hard,20241118,Matteo Covato,Mark Nawa,6-4 6-4,R32,Hard,H
M15 Luanda,Hard,20241118,Edoardo Santoni,Kai Wehnelt,7-6(5) 6-3,R32,Hard,H
M15 Luanda,Hard,20241118,Alan Bojarski,Emerson Pedro,6-0 7-5,R32,Hard,H
M15 Luanda,Hard,20241118,Yannik Kelm,Tommaso Schold,6-2 7-6(3),R32,Hard,H
M15 Luanda,Hard,20241118,Seydina Andre,Daniel Domingos,6-4 3-6 6-3,R32,Hard,H
M15 Luanda,Hard,20241118,Gregor Ramskogler,Arthur Laborde,6-4 6-4,R32,Hard,H
M15 Luanda,Hard,20241118,Parth Aggarwal,Patrik Oplustil,3-6 7-5 6-2,R32,Hard,H
M15 Luanda,Hard,20241118,Oliver Clark Anderson,Alexey Aleshchev,6-2 6-0,R32,Hard,H
M15 Luanda,Hard,20241118,Jasza Szajrych,Jean Christian Morandais,6-4 6-1,R32,Hard,H
M15 Luanda,Hard,20241118,Chirag Duhan,Luke Cripps,6-7(5) 2-0 RET,R32,Hard,H
M15 Luanda,Hard,20241118,Lawrence Bataljin,Tarun Karra,6-3 1-6 6-3,R32,Hard,H
M15 Luanda,Hard,20241118,Victor Hugo Remondy Pagotto,Rishabhdev Rajshekar Raman,6-4 6-4,R32,Hard,H
M15 Luanda,Hard,20241118,Dominik Palan,Daniel Vishnick,6-3 6-1,R32,Hard,H
M15 Luanda,Hard,20241118,Robert Strombachs,Yash Yadav,6-0 6-0,R16,Hard,H
M15 Luanda,Hard,20241118,Matteo Covato,Lorenzo Lorusso,6-3 6-7(4) 7-5,R16,Hard,H
M15 Luanda,Hard,20241118,Alan Bojarski,Edoardo Santoni,6-4 6-3,R16,Hard,H
M15 Luanda,Hard,20241118,Seydina Andre,Yannik Kelm,6-3 6-4,R16,Hard,H
M15 Luanda,Hard,20241118,Gregor Ramskogler,Parth Aggarwal,6-3 6-2,R16,Hard,H
M15 Luanda,Hard,20241118,Oliver Clark Anderson,Jasza Szajrych,6-2 6-3,R16,Hard,H
M15 Luanda,Hard,20241118,Chirag Duhan,Lawrence Bataljin,7-5 6-2,R16,Hard,H
M15 Luanda,Hard,20241118,Dominik Palan,Victor Hugo Remondy Pagotto,6-0 7-5,R16,Hard,H
M15 Luanda,Hard,20241118,Robert Strombachs,Matteo Covato,6-0 6-1,QF,Hard,H
M15 Luanda,Hard,20241118,Alan Bojarski,Seydina Andre,6-2 6-1,QF,Hard,H
M15 Luanda,Hard,20241118,Oliver Clark Anderson,Gregor Ramskogler,6-3 6-4,QF,Hard,H
M15 Luanda,Hard,20241118,Chirag Duhan,Dominik Palan,6-3 6-4,QF,Hard,H
M15 Luanda,Hard,20241118,Robert Strombachs,Alan Bojarski,6-1 6-2,SF,Hard,H
M15 Luanda,Hard,20241118,Oliver Clark Anderson,Chirag Duhan,6-2 6-1,SF,Hard,H
M15 Luanda,Hard,20241118,Oliver Clark Anderson,Robert Strombachs,6-4 3-6 7-6(5),F,Hard,H
M15 Luanda,Hard,20241125,Robert Strombachs,Mukil Ramanan,6-0 6-1,R32,Hard,H
M15 Luanda,Hard,20241125,Lorenzo Lorusso,Mark Nawa,6-3 6-3,R32,Hard,H
M15 Luanda,Hard,20241125,Alexey Aleshchev,Antonin Chapuis,6-3 6-0,R32,Hard,H
M15 Luanda,Hard,20241125,Chirag Duhan,Fernando Andre,6-3 6-1,R32,Hard,H
M15 Luanda,Hard,20241125,Kai Wehnelt,Parth Aggarwal,7-5 6-1,R32,Hard,H
M15 Luanda,Hard,20241125,Patrik Oplustil,Leo Matthysen,7-6(4) 6-2,R32,Hard,H
M15 Luanda,Hard,20241125,Yannik Kelm,Jakub Hrynkiewicz,6-2 6-3,R32,Hard,H
M15 Luanda,Hard,20241125,Victor Braga,Yash Yadav,7-5 6-2,R32,Hard,H
M15 Luanda,Hard,20241125,Gregor Ramskogler,Matteo Covato,6-1 2-6 7-6(6),R32,Hard,H
M15 Luanda,Hard,20241125,Daniel Domingos,Lawrence Bataljin,2-6 7-5 6-4,R32,Hard,H
M15 Luanda,Hard,20241125,Victor Hugo Remondy Pagotto,Daniel Vishnick,6-3 6-4,R32,Hard,H
M15 Luanda,Hard,20241125,Jasza Szajrych,Aryan Lakshmanan,4-6 7-6(5) 6-1,R32,Hard,H
M15 Luanda,Hard,20241125,Seydina Andre,Breno Braga,6-1 6-4,R32,Hard,H
M15 Luanda,Hard,20241125,Alan Bojarski,Tommaso Schold,6-2 7-6(5),R32,Hard,H
M15 Luanda,Hard,20241125,Jean Christian Morandais,Tarun Karra,6-3 6-3,R32,Hard,H
M15 Luanda,Hard,20241125,Dominik Palan,Emerson Pedro,6-3 6-1,R32,Hard,H
M15 Luanda,Hard,20241125,Robert Strombachs,Lorenzo Lorusso,6-4 6-0,R16,Hard,H
M15 Luanda,Hard,20241125,Chirag Duhan,Alexey Aleshchev,6-4 6-4,R16,Hard,H
M15 Luanda,Hard,20241125,Kai Wehnelt,Patrik Oplustil,6-0 6-1,R16,Hard,H
M15 Luanda,Hard,20241125,Yannik Kelm,Victor Braga,6-2 6-2,R16,Hard,H
M15 Luanda,Hard,20241125,Gregor Ramskogler,Daniel Domingos,6-1 6-3,R16,Hard,H
M15 Luanda,Hard,20241125,Jasza Szajrych,Victor Hugo Remondy Pagotto,7-6(5) 6-1,R16,Hard,H
M15 Luanda,Hard,20241125,Alan Bojarski,Seydina Andre,7-6(5) 6-1,R16,Hard,H
M15 Luanda,Hard,20241125,Dominik Palan,Jean Christian Morandais,7-6(5) 6-3,R16,Hard,H
M15 Luanda,Hard,20241125,Robert Strombachs,Chirag Duhan,6-2 6-2,QF,Hard,H
M15 Luanda,Hard,20241125,Kai Wehnelt,Yannik Kelm,6-3 6-0,QF,Hard,H
M15 Luanda,Hard,20241125,Gregor Ramskogler,Jasza Szajrych,3-6 6-6 RET,QF,Hard,H
M15 Luanda,Hard,20241125,Dominik Palan,Alan Bojarski,6-3 RET,QF,Hard,H
M15 Luanda,Hard,20241125,Robert Strombachs,Kai Wehnelt,6-3 6-3,SF,Hard,H
M15 Luanda,Hard,20241125,Dominik Palan,Gregor Ramskogler,6-2 6-4,SF,Hard,H
M15 Luanda,Hard,20241125,Robert Strombachs,Dominik Palan,6-3 6-2,F,Hard,H
M25 Tucuman,Clay,20240226,Liam Draxl,Federico Aguilar Cardozo,6-2 7-5,R32,Clay,H
M25 Tucuman,Clay,20240226,Alex Marti Pujolras,Franco Ribero,6-0 6-4,R32,Clay,H
M25 Tucuman,Clay,20240226,Joaquin  Aguilar Cardozo ,Daniel Vallejo,7-6(4) 6-1,R32,Clay,H
M25 Tucuman,Clay,20240226,Wilson Leite,Pedro Boscardin Dias,6-2 6-3,R32,Clay,H
M25 Tucuman,Clay,20240226,Pedro Sakamoto,Tadeo Meneo,6-4 6-1,R32,Clay,H
M25 Tucuman,Clay,20240226,Felipe Pagnacco,Franco Roncadelli,6-7(2) 7-5 2-0 RET,R32,Clay,H
M25 Tucuman,Clay,20240226,Nicolas Zanellato,Leonardo Aboian,3-6 7-6(3) 5-1 RET,R32,Clay,H
M25 Tucuman,Clay,20240226,Alex Barrena,Mateo Del Pino,6-3 6-3,R32,Clay,H
M25 Tucuman,Clay,20240226,Juan Carlos Prado Angelo,Luciano Emanuel Ambrogi,6-3 6-1,R32,Clay,H
M25 Tucuman,Clay,20240226,Sean Hess,Santiago Russo,6-2 6-4,R32,Clay,H
M25 Tucuman,Clay,20240226,Petr Iamachkine,Tobias Franco,6-3 7-5,R32,Clay,H
M25 Tucuman,Clay,20240226,Dmitry Popko,Gonzalo Zeitune,6-1 6-3,R32,Clay,H
M25 Tucuman,Clay,20240226,Federico Agustin Gomez,Valerio Aboian,7-5 4-6 6-3,R32,Clay,H
M25 Tucuman,Clay,20240226,Facundo Mena,Lautaro Midon,6-3 6-1,R32,Clay,H
M25 Tucuman,Clay,20240226,Lorenzo Joaquin Rodriguez,Benjamin Ignacio Torres Fernandez,6-2 6-0,R32,Clay,H
M25 Tucuman,Clay,20240226,Alvaro Guillen Meza,Ezequiel Simonit,0-6 6-4 7-6(5),R32,Clay,H
M25 Tucuman,Clay,20240226,Liam Draxl,Alex Marti Pujolras,6-2 6-2,R16,Clay,H
M25 Tucuman,Clay,20240226,Joaquin  Aguilar Cardozo ,Wilson Leite,6-1 3-0 RET,R16,Clay,H
M25 Tucuman,Clay,20240226,Pedro Sakamoto,Felipe Pagnacco,6-1 6-1,R16,Clay,H
M25 Tucuman,Clay,20240226,Nicolas Zanellato,Alex Barrena,6-4 RET,R16,Clay,H
M25 Tucuman,Clay,20240226,Juan Carlos Prado Angelo,Sean Hess,6-2 6-4,R16,Clay,H
M25 Tucuman,Clay,20240226,Dmitry Popko,Petr Iamachkine,6-1 6-1,R16,Clay,H
M25 Tucuman,Clay,20240226,Federico Agustin Gomez,Facundo Mena,7-6(4) 2-6 6-0,R16,Clay,H
M25 Tucuman,Clay,20240226,Alvaro Guillen Meza,Lorenzo Joaquin Rodriguez,6-4 7-5,R16,Clay,H
M25 Tucuman,Clay,20240226,Liam Draxl,Joaquin  Aguilar Cardozo ,7-6(5) 0-6 7-6(4),QF,Clay,H
M25 Tucuman,Clay,20240226,Pedro Sakamoto,Nicolas Zanellato,6-1 7-5,QF,Clay,H
M25 Tucuman,Clay,20240226,Dmitry Popko,Juan Carlos Prado Angelo,6-4 6-3,QF,Clay,H
M25 Tucuman,Clay,20240226,Federico Agustin Gomez,Alvaro Guillen Meza,6-7(3) 6-4 6-1,QF,Clay,H
M25 Tucuman,Clay,20240226,Pedro Sakamoto,Liam Draxl,7-5 6-1,SF,Clay,H
M25 Tucuman,Clay,20240226,Dmitry Popko,Federico Agustin Gomez,4-6 6-2 6-1,SF,Clay,H
M15 Bragado,Clay,20240325,Valerio Aboian,Maximo Zeitune,7-5 6-2,R32,Clay,H
M15 Bragado,Clay,20240325,Maximilian Figl,Franco Emanuel Egea,1-6 6-1 7-5,R32,Clay,H
M15 Bragado,Clay,20240325,Alejo Lorenzo Lingua Lavallen,Thiago Cigarran,6-3 6-3,R32,Clay,H
M15 Bragado,Clay,20240325,Lautaro Midon,Alexander Stater,6-4 4-6 6-3,R32,Clay,H
M15 Bragado,Clay,20240325,Matias Franco Descotte,Santiago De La Fuente,6-1 6-4,R32,Clay,H
M15 Bragado,Clay,20240325,Sean Hess,Tobias Franco,7-6(2) 6-1,R32,Clay,H
M15 Bragado,Clay,20240325,Ezequiel Monferrer,Juan Aranda,6-1 6-2,R32,Clay,H
M15 Bragado,Clay,20240325,Tomas Farjat,Nicolas Parizzia,2-0 RET,R32,Clay,H
M15 Bragado,Clay,20240325,Juan Bautista Otegui,Ezequiel Simonit,6-3 6-2,R32,Clay,H
M15 Bragado,Clay,20240325,Juan Estevez,Ignacio Antonio Becerra Otarola,7-6(7) 6-0,R32,Clay,H
M15 Bragado,Clay,20240325,Bautista Vilicich,Tomas Martinez,6-1 3-6 6-4,R32,Clay,H
M15 Bragado,Clay,20240325,Ignacio Monzon,Fermin Tenti,6-2 5-7 6-3,R32,Clay,H
M15 Bragado,Clay,20240325,Mateo Del Pino,Leonardo Aboian,6-4 6-3,R32,Clay,H
M15 Bragado,Clay,20240325,Luciano Carraro,Carlos Maria Zarate,6-0 6-1,R32,Clay,H
M15 Bragado,Clay,20240325,Juan Manuel La Serna,Felipe Pagnacco,7-5 6-1,R32,Clay,H
M15 Bragado,Clay,20240325,Luciano Emanuel Ambrogi,Lautaro Agustin Falabella,7-5 5-7 6-4,R32,Clay,H
M15 Bragado,Clay,20240325,Valerio Aboian,Maximilian Figl,2-6 6-3 6-2,R16,Clay,H
M15 Bragado,Clay,20240325,Lautaro Midon,Alejo Lorenzo Lingua Lavallen,6-4 5-7 6-3,R16,Clay,H
M15 Bragado,Clay,20240325,Sean Hess,Matias Franco Descotte,6-3 6-2,R16,Clay,H
M15 Bragado,Clay,20240325,Tomas Farjat,Ezequiel Monferrer,6-0 6-3,R16,Clay,H
M15 Bragado,Clay,20240325,Juan Bautista Otegui,Juan Estevez,6-4 6-2,R16,Clay,H
M15 Bragado,Clay,20240325,Ignacio Monzon,Bautista Vilicich,3-6 7-6(3) 6-1,R16,Clay,H
M15 Bragado,Clay,20240325,Luciano Carraro,Mateo Del Pino,6-1 6-2,R16,Clay,H
M15 Bragado,Clay,20240325,Luciano Emanuel Ambrogi,Juan Manuel La Serna,6-4 6-3,R16,Clay,H
M15 Bragado,Clay,20240325,Lautaro Midon,Valerio Aboian,6-3 6-2,QF,Clay,H
M15 Bragado,Clay,20240325,Tomas Farjat,Sean Hess,6-3 6-4,QF,Clay,H
M15 Bragado,Clay,20240325,Ignacio Monzon,Juan Bautista Otegui,6-7(4) 6-4 6-4,QF,Clay,H
M15 Bragado,Clay,20240325,Luciano Emanuel Ambrogi,Luciano Carraro,6-3 6-2,QF,Clay,H
M15 Bragado,Clay,20240325,Lautaro Midon,Tomas Farjat,6-1 5-7 6-3,SF,Clay,H
M15 Bragado,Clay,20240325,Luciano Emanuel Ambrogi,Ignacio Monzon,6-4 6-3,SF,Clay,H
M15 Bragado,Clay,20240325,Lautaro Midon,Luciano Emanuel Ambrogi,7-6(4) 6-1,F,Clay,H
M15 Villa Maria,Clay,20240219,Alvaro Guillen Meza,Mateo Del Pino,7-6(4) 6-1,R32,Clay,H
M15 Villa Maria,Clay,20240219,Ramiro Amarilla,Tomas Farjat,6-3 7-6(6),R32,Clay,H
M15 Villa Maria,Clay,20240219,Nicolas Parizzia,Facundo Grasso,6-1 6-2,R32,Clay,H
M15 Villa Maria,Clay,20240219,Alex Marti Pujolras,Joaquin  Aguilar Cardozo ,7-5 6-3,R32,Clay,H
M15 Villa Maria,Clay,20240219,Luciano Emanuel Ambrogi,Guido Ivan Justo,7-6(3) 6-2,R32,Clay,H
M15 Villa Maria,Clay,20240219,Juan Manuel La Serna,Lautaro Correa Beguerie,6-4 6-0,R32,Clay,H
M15 Villa Maria,Clay,20240219,Franco Roncadelli,Arthur Laborde,6-0 6-2,R32,Clay,H
M15 Villa Maria,Clay,20240219,Mariano Kestelboim,Nicolas Zanellato,6-2 6-4,R32,Clay,H
M15 Villa Maria,Clay,20240219,Facundo Mena,Ezequiel Monferrer,6-2 2-1 RET,R32,Clay,H
M15 Villa Maria,Clay,20240219,Bruno Fernandez,Olukayode Alafia Damina Ayeni,7-6(2) 6-3,R32,Clay,H
M15 Villa Maria,Clay,20240219,Matias Franco Descotte,Fermin Tenti,6-4 4-6 6-2,R32,Clay,H
M15 Villa Maria,Clay,20240219,Pedro Boscardin Dias,Franco Emanuel Egea,6-4 4-6 7-6(6),R32,Clay,H
M15 Villa Maria,Clay,20240219,Juan Bautista Otegui,Valerio Aboian,5-7 6-0 6-1,R32,Clay,H
M15 Villa Maria,Clay,20240219,Lautaro Midon,Leonardo Aboian,6-4 6-1,R32,Clay,H
M15 Villa Maria,Clay,20240219,Alejo Lorenzo Lingua Lavallen,Thiago Cigarran,6-0 7-6(4),R32,Clay,H
M15 Villa Maria,Clay,20240219,Alexander Stater,Alex Barrena,6-4 6-7(4) 6-3,R32,Clay,H
M15 Villa Maria,Clay,20240219,Alvaro Guillen Meza,Ramiro Amarilla,6-1 6-2,R16,Clay,H
M15 Villa Maria,Clay,20240219,Alex Marti Pujolras,Nicolas Parizzia,6-0 3-6 6-3,R16,Clay,H
M15 Villa Maria,Clay,20240219,Luciano Emanuel Ambrogi,Juan Manuel La Serna,6-2 4-6 6-2,R16,Clay,H
M15 Villa Maria,Clay,20240219,Mariano Kestelboim,Franco Roncadelli,6-2 6-2,R16,Clay,H
M15 Villa Maria,Clay,20240219,Facundo Mena,Bruno Fernandez,6-2 6-2,R16,Clay,H
M15 Villa Maria,Clay,20240219,Pedro Boscardin Dias,Matias Franco Descotte,7-6(4) 7-5,R16,Clay,H
M15 Villa Maria,Clay,20240219,Juan Bautista Otegui,Lautaro Midon,7-6(6) 4-6 6-2,R16,Clay,H
M15 Villa Maria,Clay,20240219,Alejo Lorenzo Lingua Lavallen,Alexander Stater,6-4 6-2,R16,Clay,H
M15 Villa Maria,Clay,20240219,Alex Marti Pujolras,Alvaro Guillen Meza,7-6(4) 1-6 7-6(3),QF,Clay,H
M15 Villa Maria,Clay,20240219,Mariano Kestelboim,Luciano Emanuel Ambrogi,6-4 6-4,QF,Clay,H
M15 Villa Maria,Clay,20240219,Facundo Mena,Pedro Boscardin Dias,6-2 6-0,QF,Clay,H
M15 Villa Maria,Clay,20240219,Alejo Lorenzo Lingua Lavallen,Juan Bautista Otegui,6-3 7-6(5),QF,Clay,H
M15 Villa Maria,Clay,20240219,Mariano Kestelboim,Alex Marti Pujolras,6-2 6-1,SF,Clay,H
M15 Villa Maria,Clay,20240219,Facundo Mena,Alejo Lorenzo Lingua Lavallen,6-3 7-5,SF,Clay,H
M15 Bragado,Clay,20240401,Valerio Aboian,Carlos Maria Zarate,6-3 4-6 6-3,R32,Clay,H
M15 Bragado,Clay,20240401,Lautaro Agustin Falabella,Manuel Mouilleron Salvo,6-0 6-2,R32,Clay,H
M15 Bragado,Clay,20240401,Bautista Vilicich,Victor Hugo Remondy Pagotto,6-3 6-3,R32,Clay,H
M15 Bragado,Clay,20240401,Tomas Farjat,Joel Angel Lucero,6-4 6-1,R32,Clay,H
M15 Bragado,Clay,20240401,Joaquin  Aguilar Cardozo ,Ignacio Monzon,6-3 4-6 6-3,R32,Clay,H
M15 Bragado,Clay,20240401,Thiago Cigarran,Tobias Franco,6-4 6-4,R32,Clay,H
M15 Bragado,Clay,20240401,Alexander Stater,Ignacio Antonio Becerra Otarola,6-2 4-0 RET,R32,Clay,H
M15 Bragado,Clay,20240401,Ezequiel Simonit,Juan Bautista Otegui,7-6(3) 4-6 6-3,R32,Clay,H
M15 Bragado,Clay,20240401,Lautaro Midon,Fermin Tenti,6-3 6-2,R32,Clay,H
M15 Bragado,Clay,20240401,Franco Ribero,Ezequiel Monferrer,6-1 6-2,R32,Clay,H
M15 Bragado,Clay,20240401,Nikos Lehmann,Tadeo Meneo,6-2 3-6 6-1,R32,Clay,H
M15 Bragado,Clay,20240401,Matias Franco Descotte,Juan Estevez,7-5 7-6(7),R32,Clay,H
M15 Bragado,Clay,20240401,Alejo Lorenzo Lingua Lavallen,Maximo Zeitune,6-4 6-2,R32,Clay,H
M15 Bragado,Clay,20240401,Lucio Ratti,Mateo Del Pino,6-2 6-3,R32,Clay,H
M15 Bragado,Clay,20240401,Tomas Martinez,Lucca Guercio,4-6 6-1 6-4,R32,Clay,H
M15 Bragado,Clay,20240401,Luciano Emanuel Ambrogi,Romeo Arcuschin,6-3 7-5,R32,Clay,H
M15 Bragado,Clay,20240401,Lautaro Agustin Falabella,Valerio Aboian,4-6 6-4 6-3,R16,Clay,H
M15 Bragado,Clay,20240401,Bautista Vilicich,Tomas Farjat,6-3 6-2,R16,Clay,H
M15 Bragado,Clay,20240401,Joaquin  Aguilar Cardozo ,Thiago Cigarran,6-3 6-4,R16,Clay,H
M15 Bragado,Clay,20240401,Alexander Stater,Ezequiel Simonit,6-3 4-1 RET,R16,Clay,H
M15 Bragado,Clay,20240401,Lautaro Midon,Franco Ribero,6-3 6-1,R16,Clay,H
M15 Bragado,Clay,20240401,Matias Franco Descotte,Nikos Lehmann,6-3 6-3,R16,Clay,H
M15 Bragado,Clay,20240401,Alejo Lorenzo Lingua Lavallen,Lucio Ratti,6-1 6-2,R16,Clay,H
M15 Bragado,Clay,20240401,Luciano Emanuel Ambrogi,Tomas Martinez,7-6(8) 6-2,R16,Clay,H
M15 Bragado,Clay,20240401,Bautista Vilicich,Lautaro Agustin Falabella,6-3 7-6(8),QF,Clay,H
M15 Bragado,Clay,20240401,Joaquin  Aguilar Cardozo ,Alexander Stater,6-2 4-6 6-0,QF,Clay,H
M15 Bragado,Clay,20240401,Lautaro Midon,Matias Franco Descotte,6-4 3-0 RET,QF,Clay,H
M15 Bragado,Clay,20240401,Alejo Lorenzo Lingua Lavallen,Luciano Emanuel Ambrogi,6-4 1-6 6-3,QF,Clay,H
M15 Bragado,Clay,20240401,Bautista Vilicich,Joaquin  Aguilar Cardozo ,7-5 4-1 RET,SF,Clay,H
M15 Bragado,Clay,20240401,Alejo Lorenzo Lingua Lavallen,Lautaro Midon,6-4 4-6 6-2,SF,Clay,H
M15 Bragado,Clay,20240401,Alejo Lorenzo Lingua Lavallen,Bautista Vilicich,6-2 6-1,F,Clay,H
M25 Trelew,Hard,20240506,Matias Soto,Mateo Branc,6-2 6-2,R32,Hard,H
M25 Trelew,Hard,20240506,Ryan Augusto Dos Santos,Lucio Ratti,6-3 6-3,R32,Hard,H
M25 Trelew,Hard,20240506,Joaquim Almeida,Lautaro Agustin Corthey,4-1 DEF,R32,Hard,H
M25 Trelew,Hard,20240506,Daniel Antonio Nunez,Tomas Tischner,6-4 6-3,R32,Hard,H
M25 Trelew,Hard,20240506,Matias Franco Descotte,Lucca Guercio,6-0 6-7(8) 4-1 RET,R32,Hard,H
M25 Trelew,Hard,20240506,Bruno Fernandez,Enzo Lima,6-4 7-5,R32,Hard,H
M25 Trelew,Hard,20240506,Benjamin Chelia,Felipe De Dios,7-6(3) 6-1,R32,Hard,H
M25 Trelew,Hard,20240506,Mateo Barreiros Reyes,Manuel Mouilleron Salvo,6-1 6-1,R32,Hard,H
M25 Trelew,Hard,20240506,Valentin Garay,Bautista Vilicich,3-6 6-3 6-1,R32,Hard,H
M25 Trelew,Hard,20240506,Ezequiel Monferrer,Luca Miremont,6-3 6-4,R32,Hard,H
M25 Trelew,Hard,20240506,Valentin Basel,Fernando Cavallo,6-4 6-1,R32,Hard,H
M25 Trelew,Hard,20240506,Tomas Farjat,Amador Salazar,6-4 7-6(3),R32,Hard,H
M25 Trelew,Hard,20240506,Preston Brown,Gonzalo Ariel Karakachian,6-3 6-3,R32,Hard,H
M25 Trelew,Hard,20240506,Thiago Cigarran,Mateo Matulovich,6-2 6-3,R32,Hard,H
M25 Trelew,Hard,20240506,Marcos Lee Chan Baratau,Gino Romano,6-3 7-5,R32,Hard,H
M25 Trelew,Hard,20240506,Kaichi Uchida,Rocco Valente,6-2 6-1,R32,Hard,H
M25 Trelew,Hard,20240506,Matias Soto,Ryan Augusto Dos Santos,6-4 6-4,R16,Hard,H
M25 Trelew,Hard,20240506,Daniel Antonio Nunez,Joaquim Almeida,7-5 6-4,R16,Hard,H
M25 Trelew,Hard,20240506,Matias Franco Descotte,Bruno Fernandez,6-4 6-1,R16,Hard,H
M25 Trelew,Hard,20240506,Mateo Barreiros Reyes,Benjamin Chelia,6-2 6-3,R16,Hard,H
M25 Trelew,Hard,20240506,Ezequiel Monferrer,Valentin Garay,6-4 6-1,R16,Hard,H
M25 Trelew,Hard,20240506,Tomas Farjat,Valentin Basel,6-3 2-6 6-4,R16,Hard,H
M25 Trelew,Hard,20240506,Preston Brown,Thiago Cigarran,6-4 3-6 6-2,R16,Hard,H
M25 Trelew,Hard,20240506,Kaichi Uchida,Marcos Lee Chan Baratau,6-0 6-3,R16,Hard,H
M25 Trelew,Hard,20240506,Matias Soto,Daniel Antonio Nunez,6-3 6-4,QF,Hard,H
M25 Trelew,Hard,20240506,Mateo Barreiros Reyes,Matias Franco Descotte,6-3 6-4,QF,Hard,H
M25 Trelew,Hard,20240506,Tomas Farjat,Ezequiel Monferrer,6-3 3-6 6-3,QF,Hard,H
M25 Trelew,Hard,20240506,Kaichi Uchida,Preston Brown,6-1 6-3,QF,Hard,H
M25 Trelew,Hard,20240506,Matias Soto,Mateo Barreiros Reyes,6-2 6-0,SF,Hard,H
M25 Trelew,Hard,20240506,Kaichi Uchida,Tomas Farjat,6-2 6-1,SF,Hard,H
M25 Trelew,Hard,20240506,Kaichi Uchida,Matias Soto,4-6 6-1 6-0,F,Hard,H
M15 Neuquen,Clay,20240513,Thiago Cigarran,Valerio Aboian,6-1 6-3,R32,Clay,H
M15 Neuquen,Clay,20240513,Franco Ribero,Mateo Branc,6-2 6-1,R32,Clay,H
M15 Neuquen,Clay,20240513,Nocolas Alberto Jara Lozano,Ian Vertberger,6-4 6-4,R32,Clay,H
M15 Neuquen,Clay,20240513,Leonardo Aboian,Benjamin Chelia,6-2 6-2,R32,Clay,H
M15 Neuquen,Clay,20240513,Matias Franco Descotte,Ezequiel Monferrer,6-2 3-6 7-6(6),R32,Clay,H
M15 Neuquen,Clay,20240513,Lucca Guercio,Manuel Mouilleron Salvo,6-0 3-6 6-3,R32,Clay,H
M15 Neuquen,Clay,20240513,Bruno Fernandez,Amador Salazar,7-5 1-6 6-4,R32,Clay,H
M15 Neuquen,Clay,20240513,Alejo Lorenzo Lingua Lavallen,Franco Ariel Vazquez,6-0 6-1,R32,Clay,H
M15 Neuquen,Clay,20240513,Valentin Basel,Tomas Farjat,6-2 6-7(4) 7-5,R32,Clay,H
M15 Neuquen,Clay,20240513,Federico Aguilar Cardozo,Tiago Ranea,6-0 6-2,R32,Clay,H
M15 Neuquen,Clay,20240513,Marcos Lee Chan Baratau,Ezequiel Simonit,6-3 6-3,R32,Clay,H
M15 Neuquen,Clay,20240513,Mariano Kestelboim,Tomas Tischner,6-1 6-2,R32,Clay,H
M15 Neuquen,Clay,20240513,Alexander Stater,Nicolas Alvarez,6-4 5-7 6-3,R32,Clay,H
M15 Neuquen,Clay,20240513,Juan Estevez,Santiago De La Fuente,6-0 6-0,R32,Clay,H
M15 Neuquen,Clay,20240513,Daniel Antonio Nunez,Nicolas Hollender,6-1 6-0,R32,Clay,H
M15 Neuquen,Clay,20240513,Guido Ivan Justo,Fernando Cavallo,6-0 6-2,R32,Clay,H
M15 Neuquen,Clay,20240513,Thiago Cigarran,Franco Ribero,7-6(8) 6-3,R16,Clay,H
M15 Neuquen,Clay,20240513,Leonardo Aboian,Nocolas Alberto Jara Lozano,6-2 6-2,R16,Clay,H
M15 Neuquen,Clay,20240513,Matias Franco Descotte,Lucca Guercio,6-0 6-1,R16,Clay,H
M15 Neuquen,Clay,20240513,Alejo Lorenzo Lingua Lavallen,Bruno Fernandez,6-2 6-2,R16,Clay,H
M15 Neuquen,Clay,20240513,Valentin Basel,Federico Aguilar Cardozo,7-6(4) 5-7 7-6(5),R16,Clay,H
M15 Neuquen,Clay,20240513,Mariano Kestelboim,Marcos Lee Chan Baratau,6-2 6-0,R16,Clay,H
M15 Neuquen,Clay,20240513,Juan Estevez,Alexander Stater,6-3 6-1,R16,Clay,H
M15 Neuquen,Clay,20240513,Guido Ivan Justo,Daniel Antonio Nunez,6-4 6-2,R16,Clay,H
M15 Neuquen,Clay,20240513,Thiago Cigarran,Leonardo Aboian,6-3 6-4,QF,Clay,H
M15 Neuquen,Clay,20240513,Alejo Lorenzo Lingua Lavallen,Matias Franco Descotte,6-4 7-6(2),QF,Clay,H
M15 Neuquen,Clay,20240513,Mariano Kestelboim,Valentin Basel,6-3 6-1,QF,Clay,H
M15 Neuquen,Clay,20240513,Guido Ivan Justo,Juan Estevez,3-6 6-3 6-2,QF,Clay,H
M15 Neuquen,Clay,20240513,Alejo Lorenzo Lingua Lavallen,Thiago Cigarran,6-4 6-0,SF,Clay,H
M15 Neuquen,Clay,20240513,Mariano Kestelboim,Guido Ivan Justo,7-6(4) 6-2,SF,Clay,H
M15 Neuquen,Clay,20240513,Alejo Lorenzo Lingua Lavallen,Mariano Kestelboim,6-3 7-6(2),F,Clay,H
