Tournament,surface,Date,HomeTeam,AwayTeam,score,round,Surface,FTR
Halle,Grass,20240617,Jannik Sinner,Tallon Griekspoor,6-7(8) 6-3 6-2,R32,Grass,H
Halle,Grass,20240617,Fabian Marozsan,Roman Safiullin,7-5 4-6 6-1,R32,Grass,H
Halle,Grass,20240617,Jan Lennard Struff,Luciano Darderi,6-7(2) 7-5 7-6(10),R32,Grass,H
Halle,Grass,20240617,Stefanos Tsitsipas,Henri Squire,7-6(7) 7-6(2),R32,Grass,H
Halle,Grass,20240617,Daniil Medvedev,Nuno Borges,7-6(4) 6-4,R32,Grass,H
Halle,Grass,20240617,Zhizhen Zhang,Sebastian Ofner,7-6(8) 6-7(3) 6-4,R32,Grass,H
Halle,Grass,20240617,Christopher Eubanks,Pedro Martinez,6-3 6-4,R32,Grass,H
Halle,Grass,20240617,Alexander Bublik,Max Purcell,7-6(1) 6-4,R32,Grass,H
Halle,Grass,20240617,Hubert Hurkacz,Flavio Cobolli,7-5 7-6(2),R32,Grass,H
Halle,Grass,20240617,James Duckworth,Joao Fonseca,6-4 6-4,R32,Grass,H
Halle,Grass,20240617,Matteo Berrettini,Alex Michelsen,7-6(5) 6-2,R32,Grass,H
Halle,Grass,20240617,Marcos Giron,Andrey Rublev,6-4 7-6(5),R32,Grass,H
Halle,Grass,20240617,Dominik Koepfer,Felix Auger Aliassime,6-4 4-3 RET,R32,Grass,H
Halle,Grass,20240617,Arthur Fils,Tomas Machac,6-4 6-4,R32,Grass,H
Halle,Grass,20240617,Lorenzo Sonego,Miomir Kecmanovic,7-6(6) 7-6(5),R32,Grass,H
Halle,Grass,20240617,Alexander Zverev,Oscar Otte,6-7(5) 6-3 6-4,R32,Grass,H
Queen's Club,Grass,20240617,Tommy Paul,Lorenzo Musetti,6-1 7-6(8),F,Grass,H
Queen's Club,Grass,20240617,Tommy Paul,Sebastian Korda,6-4 7-6(2),SF,Grass,H
Queen's Club,Grass,20240617,Lorenzo Musetti,Jordan Thompson,6-3 3-6 6-3,SF,Grass,H
Queen's Club,Grass,20240617,Tommy Paul,Jack Draper,6-3 5-7 6-4,QF,Grass,H
Queen's Club,Grass,20240617,Sebastian Korda,Rinky Hijikata,6-7(4) 6-3 6-4,QF,Grass,H
Queen's Club,Grass,20240617,Jordan Thompson,Taylor Fritz,6-4 6-3,QF,Grass,H
Queen's Club,Grass,20240617,Lorenzo Musetti,Billy Harris,6-3 7-5,QF,Grass,H
Queen's Club,Grass,20240617,Jack Draper,Carlos Alcaraz,7-6(3) 6-3,R16,Grass,H
Queen's Club,Grass,20240617,Tommy Paul,Alejandro Tabilo,6-3 6-4,R16,Grass,H
Queen's Club,Grass,20240617,Sebastian Korda,Grigor Dimitrov,6-4 3-6 7-5,R16,Grass,H
Queen's Club,Grass,20240617,Rinky Hijikata,Matteo Arnaldi,7-6(0) 7-6(7),R16,Grass,H
Queen's Club,Grass,20240617,Jordan Thompson,Andy Murray,4-1 RET,R16,Grass,H
Queen's Club,Grass,20240617,Taylor Fritz,Milos Raonic,7-6(5) 6-4,R16,Grass,H
Queen's Club,Grass,20240617,Billy Harris,Giovanni Mpetshi Perricard,6-4 7-5,R16,Grass,H
Queen's Club,Grass,20240617,Lorenzo Musetti,Brandon Nakashima,6-4 4-6 6-4,R16,Grass,H
Queen's Club,Grass,20240617,Carlos Alcaraz,Francisco Cerundolo,6-1 7-5,R32,Grass,H
Queen's Club,Grass,20240617,Jack Draper,Mariano Navone,6-3 6-2,R32,Grass,H
Queen's Club,Grass,20240617,Alejandro Tabilo,Alejandro Davidovich Fokina,7-6(6) 3-6 6-1,R32,Grass,H
Queen's Club,Grass,20240617,Tommy Paul,Sebastian Baez,6-4 6-4,R32,Grass,H
Queen's Club,Grass,20240617,Grigor Dimitrov,Adrian Mannarino,6-1 6-2,R32,Grass,H
Queen's Club,Grass,20240617,Sebastian Korda,Karen Khachanov,7-5 7-6(5),R32,Grass,H
Queen's Club,Grass,20240617,Rinky Hijikata,Frances Tiafoe,7-5 4-6 1-0 RET,R32,Grass,H
Queen's Club,Grass,20240617,Matteo Arnaldi,Ugo Humbert,3-6 6-1 7-6(6),R32,Grass,H
Queen's Club,Grass,20240617,Jordan Thompson,Holger Rune,4-6 7-6(4) 6-3,R32,Grass,H
Queen's Club,Grass,20240617,Andy Murray,Alexei Popyrin,6-3 3-6 6-3,R32,Grass,H
Queen's Club,Grass,20240617,Milos Raonic,Cameron Norrie,6-7(6) 6-3 7-6(9),R32,Grass,H
Queen's Club,Grass,20240617,Taylor Fritz,Taro Daniel,6-3 6-3,R32,Grass,H
Queen's Club,Grass,20240617,Giovanni Mpetshi Perricard,Ben Shelton,6-3 7-6(3),R32,Grass,H
Queen's Club,Grass,20240617,Billy Harris,Tomas Martin Etcheverry,6-4 3-6 6-3,R32,Grass,H
Queen's Club,Grass,20240617,Brandon Nakashima,Daniel Evans,4-6 6-3 0-0 RET,R32,Grass,H
Queen's Club,Grass,20240617,Lorenzo Musetti,Alex De Minaur,1-6 6-4 6-2,R32,Grass,H
Mallorca,Grass,20240624,Alejandro Tabilo,Sebastian Ofner,6-3 6-4,F,Grass,H
Mallorca,Grass,20240624,Sebastian Ofner,Paul Jubb,6-4 7-5,SF,Grass,H
Mallorca,Grass,20240624,Alejandro Tabilo,Gael Monfils,2-6 6-2 7-6(3),SF,Grass,H
Mallorca,Grass,20240624,Paul Jubb,Ben Shelton,6-3 3-6 7-6(8),QF,Grass,H
Mallorca,Grass,20240624,Sebastian Ofner,Alex Michelsen,3-6 7-5 6-3,QF,Grass,H
Mallorca,Grass,20240624,Alejandro Tabilo,Jakub Mensik,6-4 6-4,QF,Grass,H
Mallorca,Grass,20240624,Gael Monfils,Roberto Bautista Agut,6-3 4-6 6-4,QF,Grass,H
Mallorca,Grass,20240624,Ben Shelton,Rinky Hijikata,6-4 6-0,R16,Grass,H
Mallorca,Grass,20240624,Paul Jubb,Adam Walton,6-0 6-3,R16,Grass,H
Mallorca,Grass,20240624,Alex Michelsen,Adrian Mannarino,7-6(5) 6-4,R16,Grass,H
Mallorca,Grass,20240624,Sebastian Ofner,Luciano Darderi,6-3 7-5,R16,Grass,H
Mallorca,Grass,20240624,Jakub Mensik,Fabio Fognini,4-6 6-3 7-5,R16,Grass,H
Mallorca,Grass,20240624,Alejandro Tabilo,Alexander Shevchenko,6-3 6-2,R16,Grass,H
Mallorca,Grass,20240624,Gael Monfils,Roberto Carballes Baena,6-3 6-4,R16,Grass,H
Mallorca,Grass,20240624,Roberto Bautista Agut,Ugo Humbert,3-6 6-3 6-4,R16,Grass,H
Mallorca,Grass,20240624,Rinky Hijikata,Luca Nardi,6-2 2-6 7-5,R32,Grass,H
Mallorca,Grass,20240624,Paul Jubb,Maximilian Marterer,6-1 6-2,R32,Grass,H
Mallorca,Grass,20240624,Adam Walton,Yannick Hanfmann,7-5 6-2,R32,Grass,H
Mallorca,Grass,20240624,Alex Michelsen,Nuno Borges,6-3 7-6(4),R32,Grass,H
Mallorca,Grass,20240624,Sebastian Ofner,Jaume Munar,3-6 6-4 7-6(4),R32,Grass,H
Mallorca,Grass,20240624,Luciano Darderi,Pedro Martinez,7-5 7-5,R32,Grass,H
Mallorca,Grass,20240624,Jakub Mensik,Christopher Eubanks,6-3 3-6 6-1,R32,Grass,H
Mallorca,Grass,20240624,Fabio Fognini,Gijs Brouwer,7-6(4) 7-6(5),R32,Grass,H
Mallorca,Grass,20240624,Alexander Shevchenko,Constant Lestienne,7-5 7-6(5),R32,Grass,H
Mallorca,Grass,20240624,Gael Monfils,Dominic Thiem,6-3 7-6(3),R32,Grass,H
Mallorca,Grass,20240624,Roberto Carballes Baena,Pablo Carreno Busta,7-6(4) 4-6 7-6(3),R32,Grass,H
Mallorca,Grass,20240624,Roberto Bautista Agut,Taro Daniel,6-1 6-0,R32,Grass,H
Eastbourne,Grass,20240624,Taylor Fritz,Max Purcell,6-4 6-3,F,Grass,H
Eastbourne,Grass,20240624,Taylor Fritz,Aleksandar Vukic,7-6(5) 7-6(4),SF,Grass,H
Eastbourne,Grass,20240624,Max Purcell,Billy Harris,6-4 4-6 6-4,SF,Grass,H
Eastbourne,Grass,20240624,Taylor Fritz,Juncheng Shang,7-6(5) 7-6(5),QF,Grass,H
Eastbourne,Grass,20240624,Billy Harris,Flavio Cobolli,6-7(3) 7-6(4) 6-2,QF,Grass,H
Eastbourne,Grass,20240624,Max Purcell,Miomir Kecmanovic,6-3 7-6(4),QF,Grass,H
Eastbourne,Grass,20240624,Aleksandar Vukic,Yoshihito Nishioka,6-3 3-6 7-6(5),QF,Grass,H
Eastbourne,Grass,20240624,Taylor Fritz,Thiago Seyboth Wild,7-6(4) 6-3,R16,Grass,H
Eastbourne,Grass,20240624,Aleksandar Vukic,Alexander Bublik,6-4 6-4,R16,Grass,H
Eastbourne,Grass,20240624,Miomir Kecmanovic,Sebastian Baez,6-3 6-2,R16,Grass,H
Eastbourne,Grass,20240624,Flavio Cobolli,Giles Hussey,4-6 6-3 6-4,R16,Grass,H
Eastbourne,Grass,20240624,Billy Harris,Charles Broom,3-6 6-2 6-2,R16,Grass,H
Eastbourne,Grass,20240624,Yoshihito Nishioka,Marcos Giron,6-7(8) 6-4 6-2,R16,Grass,H
Eastbourne,Grass,20240624,Max Purcell,Lorenzo Sonego,6-4 6-4,R16,Grass,H
Eastbourne,Grass,20240624,Juncheng Shang,Emil Ruusuvuori,4-6 6-3 6-4,R16,Grass,H
Eastbourne,Grass,20240624,Marcos Giron,Francisco Cerundolo,7-6(5) 7-6(4),R32,Grass,H
Eastbourne,Grass,20240624,Giles Hussey,Mariano Navone,6-4 6-2,R32,Grass,H
Eastbourne,Grass,20240624,Juncheng Shang,Tomas Martin Etcheverry,7-5 3-6 7-6(4),R32,Grass,H
Eastbourne,Grass,20240624,Flavio Cobolli,Arthur Rinderknech,6-4 7-5,R32,Grass,H
Eastbourne,Grass,20240624,Billy Harris,Jacob Fearnley,6-4 7-6(7),R32,Grass,H
Eastbourne,Grass,20240624,Miomir Kecmanovic,Zhizhen Zhang,6-2 7-6(2),R32,Grass,H
Eastbourne,Grass,20240624,Yoshihito Nishioka,Liam Broady,6-3 6-4,R32,Grass,H
Eastbourne,Grass,20240624,Max Purcell,Laslo Djere,6-1 4-6 6-3,R32,Grass,H
Eastbourne,Grass,20240624,Emil Ruusuvuori,Cameron Norrie,7-6(9) 6-3,R32,Grass,H
Eastbourne,Grass,20240624,Thiago Seyboth Wild,James Mccabe,6-4 6-4,R32,Grass,H
Eastbourne,Grass,20240624,Lorenzo Sonego,Henry Searle,6-3 6-2,R32,Grass,H
Eastbourne,Grass,20240624,Aleksandar Vukic,Fabian Marozsan,6-2 6-4,R32,Grass,H
Wimbledon,Grass,20240701,Jannik Sinner,Yannick Hanfmann,6-3 6-4 3-6 6-3,R128,Grass,H
Wimbledon,Grass,20240701,Matteo Berrettini,Marton Fucsovics,7-6(3) 6-2 3-6 6-1,R128,Grass,H
Wimbledon,Grass,20240701,Miomir Kecmanovic,Sumit Nagal,6-2 3-6 6-3 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Tallon Griekspoor,Daniel Elahi Galan,7-6(3) 6-3 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Denis Shapovalov,Nicolas Jarry,6-1 7-5 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Daniel Altmaier,Arthur Fery,4-6 7-6(6) 1-6 6-3 6-1,R128,Grass,H
Wimbledon,Grass,20240701,Lloyd Harris,Alex Michelsen,3-6 4-6 7-6(5) 6-2 7-6(9),R128,Grass,H
Wimbledon,Grass,20240701,Ben Shelton,Mattia Bellucci,4-6 6-3 3-6 6-3 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Grigor Dimitrov,Dusan Lajovic,6-3 6-4 7-5,R128,Grass,H
Wimbledon,Grass,20240701,Juncheng Shang,Cristian Garin,7-5 6-4 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Stan Wawrinka,Charles Broom,6-3 7-5 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Gael Monfils,Adrian Mannarino,6-4 3-6 7-5 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Zhizhen Zhang,Maxime Janvier,7-6(4) 6-3 6-2,R128,Grass,H
Wimbledon,Grass,20240701,Jan Lennard Struff,Fabian Marozsan,6-4 6-7(4) 6-2 6-3,R128,Grass,H
Wimbledon,Grass,20240701,Alexandre Muller,Hugo Gaston,6-4 7-6(2) 7-6(5),R128,Grass,H
Wimbledon,Grass,20240701,Daniil Medvedev,Aleksandar Kovacevic,6-3 6-4 6-2,R128,Grass,H
Wimbledon,Grass,20240701,Carlos Alcaraz,Mark Lajal,7-6(3) 7-5 6-2,R128,Grass,H
Wimbledon,Grass,20240701,Aleksandar Vukic,Sebastian Ofner,6-7(9) 6-4 6-4 3-6 7-6(8),R128,Grass,H
Wimbledon,Grass,20240701,Borna Coric,Felipe Meligeni Alves,6-3 7-6(2) 6-3,R128,Grass,H
Wimbledon,Grass,20240701,Frances Tiafoe,Matteo Arnaldi,6-7(5) 2-6 6-1 6-3 6-3,R128,Grass,H
Wimbledon,Grass,20240701,Brandon Nakashima,Sebastian Baez,6-2 6-3 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Jordan Thompson,Pavel Kotov,5-7 5-7 6-4 6-4 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Botic Van De Zandschulp,Liam Broady,6-2 4-6 6-3 6-2,R128,Grass,H
Wimbledon,Grass,20240701,Ugo Humbert,Alexander Shevchenko,6-1 4-6 7-6(2) 6-7(3) 6-1,R128,Grass,H
Wimbledon,Grass,20240701,Tommy Paul,Pedro Martinez,6-2 6-1 4-6 6-3,R128,Grass,H
Wimbledon,Grass,20240701,Otto Virtanen,Max Purcell,6-3 6-2 6-2,R128,Grass,H
Wimbledon,Grass,20240701,Arthur Cazaux,Zizou Bergs,6-1 6-4 6-7(2) 6-7(4) 7-6(8),R128,Grass,H
Wimbledon,Grass,20240701,Alexander Bublik,Jakub Mensik,4-6 6-7(2) 6-4 6-4 6-2,R128,Grass,H
Wimbledon,Grass,20240701,Lorenzo Sonego,Mariano Navone,6-4 7-6(2) 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Roberto Bautista Agut,Maximilian Marterer,6-3 6-1 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Fabio Fognini,Luca Van Assche,6-1 6-3 7-5,R128,Grass,H
Wimbledon,Grass,20240701,Casper Ruud,Alex Bolt,7-6(2) 6-4 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Francisco Comesana,Andrey Rublev,6-4 5-7 6-2 7-6(5),R128,Grass,H
Wimbledon,Grass,20240701,Adam Walton,Federico Coria,6-3 6-3 7-5,R128,Grass,H
Wimbledon,Grass,20240701,Luciano Darderi,Jan Choinski,7-5 4-6 2-6 7-5 6-2,R128,Grass,H
Wimbledon,Grass,20240701,Lorenzo Musetti,Constant Lestienne,4-6 7-6(4) 6-2 6-2,R128,Grass,H
Wimbledon,Grass,20240701,Giovanni Mpetshi Perricard,Sebastian Korda,7-6(5) 6-7(4) 7-6(6) 6-7(4) 6-3,R128,Grass,H
Wimbledon,Grass,20240701,Yoshihito Nishioka,Nuno Borges,6-2 7-6(6) 2-6 6-3,R128,Grass,H
Wimbledon,Grass,20240701,Emil Ruusuvuori,Mackenzie Mcdonald,7-6(6) 4-6 5-7 7-6(6) 6-3,R128,Grass,H
Wimbledon,Grass,20240701,Stefanos Tsitsipas,Taro Daniel,7-6(5) 6-4 7-5,R128,Grass,H
Wimbledon,Grass,20240701,Taylor Fritz,Christopher Oconnell,6-1 6-2 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Arthur Rinderknech,Kei Nishikori,5-7 6-4 6-7(2) 6-3 6-2,R128,Grass,H
Wimbledon,Grass,20240701,Flavio Cobolli,Rinky Hijikata,7-5 4-6 6-4 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Alejandro Tabilo,Daniel Evans,6-2 7-5 6-3,R128,Grass,H
Wimbledon,Grass,20240701,Jack Draper,Elias Ymer,3-6 6-3 6-3 4-6 6-3,R128,Grass,H
Wimbledon,Grass,20240701,Cameron Norrie,Facundo Diaz Acosta,7-5 7-5 6-3,R128,Grass,H
Wimbledon,Grass,20240701,Marcos Giron,Henry Searle,3-6 6-3 6-4 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Alexander Zverev,Roberto Carballes Baena,6-2 6-4 6-2,R128,Grass,H
Wimbledon,Grass,20240701,Hubert Hurkacz,Radu Albot,5-7 6-4 6-3 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Arthur Fils,Dominic Stricker,6-3 6-2 3-6 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Tomas Machac,David Goffin,3-6 3-6 6-4 6-1 7-6(5),R128,Grass,H
Wimbledon,Grass,20240701,Roman Safiullin,Francisco Cerundolo,6-7(5) 3-6 7-5 6-3 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Thanasi Kokkinakis,Felix Auger Aliassime,4-6 5-7 7-6(9) 6-4 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Lucas Pouille,Laslo Djere,3-6 7-6(4) 3-6 6-3 6-1,R128,Grass,H
Wimbledon,Grass,20240701,Jaume Munar,Billy Harris,6-4 6-4 3-6 6-3,R128,Grass,H
Wimbledon,Grass,20240701,Alex De Minaur,James Duckworth,7-6(1) 7-6(3) 7-6(4),R128,Grass,H
Wimbledon,Grass,20240701,Holger Rune,Soon Woo Kwon,6-1 6-4 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Thiago Seyboth Wild,Paul Jubb,1-6 3-6 7-6(6) 6-4 7-5,R128,Grass,H
Wimbledon,Grass,20240701,Quentin Halys,Christopher Eubanks,6-4 6-4 6-2,R128,Grass,H
Wimbledon,Grass,20240701,Karen Khachanov,Aslan Karatsev,6-3 6-7(4) 7-6(11) 2-0 RET,R128,Grass,H
Wimbledon,Grass,20240701,Tomas Martin Etcheverry,Luca Nardi,6-1 6-4 6-2,R128,Grass,H
Wimbledon,Grass,20240701,Alexei Popyrin,Thiago Monteiro,6-4 6-7(8) 6-3 6-4,R128,Grass,H
Wimbledon,Grass,20240701,Jacob Fearnley,Alejandro Moro Canas,7-5 6-4 7-6(12),R128,Grass,H
Wimbledon,Grass,20240701,Novak Djokovic,Vit Kopriva,6-1 6-2 6-2,R128,Grass,H
Wimbledon,Grass,20240701,Jannik Sinner,Matteo Berrettini,7-6(3) 7-6(4) 2-6 7-6(4),R64,Grass,H
Wimbledon,Grass,20240701,Miomir Kecmanovic,Tallon Griekspoor,4-6 7-6(7) 1-6 6-2 6-3,R64,Grass,H
Wimbledon,Grass,20240701,Denis Shapovalov,Daniel Altmaier,7-6(3) 6-3 1-6 6-7(3) 6-4,R64,Grass,H
Wimbledon,Grass,20240701,Ben Shelton,Lloyd Harris,4-6 7-6(5) 6-7(5) 6-3 7-6(7),R64,Grass,H
Wimbledon,Grass,20240701,Grigor Dimitrov,Juncheng Shang,5-7 6-7(4) 6-4 6-2 6-4,R64,Grass,H
Wimbledon,Grass,20240701,Gael Monfils,Stan Wawrinka,7-6(5) 6-4 7-6(3),R64,Grass,H
Wimbledon,Grass,20240701,Jan Lennard Struff,Zhizhen Zhang,5-7 6-3 7-6(1) 7-6(8),R64,Grass,H
Wimbledon,Grass,20240701,Daniil Medvedev,Alexandre Muller,6-7(3) 7-6(4) 6-4 7-5,R64,Grass,H
Wimbledon,Grass,20240701,Carlos Alcaraz,Aleksandar Vukic,7-6(5) 6-2 6-2,R64,Grass,H
Wimbledon,Grass,20240701,Frances Tiafoe,Borna Coric,7-6(5) 6-1 6-3,R64,Grass,H
Wimbledon,Grass,20240701,Brandon Nakashima,Jordan Thompson,6-3 6-2 6-2,R64,Grass,H
Wimbledon,Grass,20240701,Ugo Humbert,Botic Van De Zandschulp,7-6(9) 6-1 6-3,R64,Grass,H
Wimbledon,Grass,20240701,Tommy Paul,Otto Virtanen,4-6 6-3 5-7 7-5 6-4,R64,Grass,H
Wimbledon,Grass,20240701,Alexander Bublik,Arthur Cazaux,6-4 7-6(1) 6-4,R64,Grass,H
Wimbledon,Grass,20240701,Roberto Bautista Agut,Lorenzo Sonego,6-3 3-6 6-3 6-4,R64,Grass,H
Wimbledon,Grass,20240701,Fabio Fognini,Casper Ruud,6-4 7-5 6-7(1) 6-3,R64,Grass,H
Wimbledon,Grass,20240701,Francisco Comesana,Adam Walton,7-5 1-6 6-7(12) 6-1 7-6(8),R64,Grass,H
Wimbledon,Grass,20240701,Lorenzo Musetti,Luciano Darderi,6-4 4-6 6-7(5) 6-4 6-4,R64,Grass,H
Wimbledon,Grass,20240701,Giovanni Mpetshi Perricard,Yoshihito Nishioka,6-4 6-1 6-2,R64,Grass,H
Wimbledon,Grass,20240701,Emil Ruusuvuori,Stefanos Tsitsipas,7-6(6) 7-6(10) 3-6 6-3,R64,Grass,H
Wimbledon,Grass,20240701,Taylor Fritz,Arthur Rinderknech,6-3 6-4 3-6 6-4,R64,Grass,H
Wimbledon,Grass,20240701,Alejandro Tabilo,Flavio Cobolli,7-6(4) 7-6(4) 4-6 4-6 6-4,R64,Grass,H
Wimbledon,Grass,20240701,Cameron Norrie,Jack Draper,7-6(3) 6-4 7-6(6),R64,Grass,H
Wimbledon,Grass,20240701,Alexander Zverev,Marcos Giron,6-2 6-1 6-4,R64,Grass,H
Wimbledon,Grass,20240701,Arthur Fils,Hubert Hurkacz,7-6(2) 6-4 2-6 6-6 RET,R64,Grass,H
Wimbledon,Grass,20240701,Roman Safiullin,Tomas Machac,6-2 6-4 5-7 6-3,R64,Grass,H
Wimbledon,Grass,20240701,Lucas Pouille,Thanasi Kokkinakis,2-6 7-5 5-2 RET,R64,Grass,H
Wimbledon,Grass,20240701,Alex De Minaur,Jaume Munar,6-2 6-2 7-5,R64,Grass,H
Wimbledon,Grass,20240701,Holger Rune,Thiago Seyboth Wild,3-6 6-3 6-2 6-2,R64,Grass,H
Wimbledon,Grass,20240701,Quentin Halys,Karen Khachanov,4-6 6-3 3-6 6-3 6-4,R64,Grass,H
Wimbledon,Grass,20240701,Alexei Popyrin,Tomas Martin Etcheverry,3-6 6-4 4-6 6-4 6-3,R64,Grass,H
Wimbledon,Grass,20240701,Novak Djokovic,Jacob Fearnley,6-3 6-4 5-7 7-5,R64,Grass,H
Wimbledon,Grass,20240701,Jannik Sinner,Miomir Kecmanovic,6-1 6-4 6-2,R32,Grass,H
Wimbledon,Grass,20240701,Ben Shelton,Denis Shapovalov,6-7(4) 6-2 6-4 4-6 6-2,R32,Grass,H
Wimbledon,Grass,20240701,Grigor Dimitrov,Gael Monfils,6-3 6-4 6-3,R32,Grass,H
Wimbledon,Grass,20240701,Daniil Medvedev,Jan Lennard Struff,6-1 6-3 4-6 7-6(3),R32,Grass,H
Wimbledon,Grass,20240701,Carlos Alcaraz,Frances Tiafoe,5-7 6-2 4-6 7-6(2) 6-2,R32,Grass,H
Wimbledon,Grass,20240701,Ugo Humbert,Brandon Nakashima,7-6(9) 6-3 6-7(5) 7-6(6),R32,Grass,H
Wimbledon,Grass,20240701,Tommy Paul,Alexander Bublik,6-3 6-4 6-2,R32,Grass,H
Wimbledon,Grass,20240701,Roberto Bautista Agut,Fabio Fognini,7-6(6) 3-6 5-7 7-6(1) 6-4,R32,Grass,H
Wimbledon,Grass,20240701,Lorenzo Musetti,Francisco Comesana,6-2 6-7(4) 7-6(3) 6-3,R32,Grass,H
Wimbledon,Grass,20240701,Giovanni Mpetshi Perricard,Emil Ruusuvuori,4-6 6-2 7-6(5) 6-4,R32,Grass,H
Wimbledon,Grass,20240701,Taylor Fritz,Alejandro Tabilo,7-6(3) 6-3 7-5,R32,Grass,H
Wimbledon,Grass,20240701,Alexander Zverev,Cameron Norrie,6-4 6-4 7-6(15),R32,Grass,H
Wimbledon,Grass,20240701,Arthur Fils,Roman Safiullin,4-6 6-3 1-6 6-4 6-3,R32,Grass,H
Wimbledon,Grass,20240701,Alex De Minaur,Lucas Pouille,W/O,R32,Grass,H
Wimbledon,Grass,20240701,Holger Rune,Quentin Halys,1-6 6-7(4) 6-4 7-6(4) 6-1,R32,Grass,H
Wimbledon,Grass,20240701,Novak Djokovic,Alexei Popyrin,4-6 6-3 6-4 7-6(3),R32,Grass,H
Wimbledon,Grass,20240701,Jannik Sinner,Ben Shelton,6-2 6-4 7-6(9),R16,Grass,H
Wimbledon,Grass,20240701,Daniil Medvedev,Grigor Dimitrov,5-3 RET,R16,Grass,H
Wimbledon,Grass,20240701,Carlos Alcaraz,Ugo Humbert,6-3 6-4 1-6 7-5,R16,Grass,H
Wimbledon,Grass,20240701,Tommy Paul,Roberto Bautista Agut,6-2 7-6(3) 6-2,R16,Grass,H
Wimbledon,Grass,20240701,Lorenzo Musetti,Giovanni Mpetshi Perricard,4-6 6-3 6-3 6-2,R16,Grass,H
Wimbledon,Grass,20240701,Taylor Fritz,Alexander Zverev,4-6 6-7(4) 6-4 7-6(3) 6-3,R16,Grass,H
Wimbledon,Grass,20240701,Alex De Minaur,Arthur Fils,6-2 6-4 4-6 6-3,R16,Grass,H
Wimbledon,Grass,20240701,Novak Djokovic,Holger Rune,6-3 6-4 6-2,R16,Grass,H
Wimbledon,Grass,20240701,Daniil Medvedev,Jannik Sinner,6-7(7) 6-4 7-6(4) 2-6 6-3,QF,Grass,H
Wimbledon,Grass,20240701,Carlos Alcaraz,Tommy Paul,5-7 6-4 6-2 6-2,QF,Grass,H
Wimbledon,Grass,20240701,Lorenzo Musetti,Taylor Fritz,3-6 7-6(5) 6-2 3-6 6-1,QF,Grass,H
Wimbledon,Grass,20240701,Novak Djokovic,Alex De Minaur,W/O,QF,Grass,H
Wimbledon,Grass,20240701,Carlos Alcaraz,Daniil Medvedev,6-7(1) 6-3 6-4 6-4,SF,Grass,H
Wimbledon,Grass,20240701,Novak Djokovic,Lorenzo Musetti,6-4 7-6(2) 6-4,SF,Grass,H
Wimbledon,Grass,20240701,Carlos Alcaraz,Novak Djokovic,6-2 6-2 7-6(4),F,Grass,H
Gstaad,Clay,20240715,Matteo Berrettini,Quentin Halys,6-3 6-1,F,Clay,H
Gstaad,Clay,20240715,Matteo Berrettini,Stefanos Tsitsipas,7-6(6) 7-5,SF,Clay,H
Gstaad,Clay,20240715,Quentin Halys,Jan Lennard Struff,6-3 7-6(2),SF,Clay,H
Gstaad,Clay,20240715,Stefanos Tsitsipas,Fabio Fognini,6-4 6-3,QF,Clay,H
Gstaad,Clay,20240715,Matteo Berrettini,Felix Auger Aliassime,7-6(7) 7-6(2),QF,Clay,H
Gstaad,Clay,20240715,Jan Lennard Struff,Tomas Martin Etcheverry,7-5 3-6 6-3,QF,Clay,H
Gstaad,Clay,20240715,Quentin Halys,Gustavo Heide,6-1 7-5,QF,Clay,H
Gstaad,Clay,20240715,Stefanos Tsitsipas,Hamad Medjedovic,7-6(6) 6-3,R16,Clay,H
Gstaad,Clay,20240715,Fabio Fognini,Juan Pablo Varillas,3-6 7-6(5) 7-5,R16,Clay,H
Gstaad,Clay,20240715,Felix Auger Aliassime,Yannick Hanfmann,7-6(6) 6-2,R16,Clay,H
Gstaad,Clay,20240715,Matteo Berrettini,Daniel Elahi Galan,6-4 6-2,R16,Clay,H
Gstaad,Clay,20240715,Jan Lennard Struff,Leandro Riedi,7-6(6) 7-6(1),R16,Clay,H
Gstaad,Clay,20240715,Tomas Martin Etcheverry,Botic Van De Zandschulp,6-2 2-6 6-3,R16,Clay,H
Gstaad,Clay,20240715,Quentin Halys,Lukas Klein,6-3 6-7(7) 6-4,R16,Clay,H
Gstaad,Clay,20240715,Gustavo Heide,Ugo Humbert,6-7(2) 6-2 6-3,R16,Clay,H
