Tournament,surface,Date,HomeTeam,AwayTeam,score,round,Surface,FTR
Miami Masters,Hard,20240318,Tomas Machac,Matteo Arnaldi,6-3 6-3,R16,Hard,H
Miami Masters,Hard,20240318,Jannik Sinner,Christopher Oconnell,6-4 6-3,R16,Hard,H
Miami Masters,Hard,20240318,Carlos Alcaraz,Gael Monfils,6-2 6-4,R32,Hard,H
Miami Masters,Hard,20240318,Lorenzo Musetti,Ben Shelton,6-4 7-6(5),R32,Hard,H
Miami Masters,Hard,20240318,Grigor Dimitrov,Yannick Hanfmann,6-1 6-0,R32,Hard,H
Miami Masters,Hard,20240318,Hubert Hurkacz,Sebastian Korda,7-6(5) 6-7(5) 6-3,R32,Hard,H
Miami Masters,Hard,20240318,Alexander Zverev,Christopher Eubanks,7-6(4) 6-3,R32,Hard,H
Miami Masters,Hard,20240318,Karen Khachanov,Francisco Cerundolo,6-1 5-7 7-6(5),R32,Hard,H
Miami Masters,Hard,20240318,Alex De Minaur,Jan Lennard Struff,7-6(3) 6-4,R32,Hard,H
Miami Masters,Hard,20240318,Fabian Marozsan,Alexei Popyrin,7-5 6-3,R32,Hard,H
Miami Masters,Hard,20240318,Casper Ruud,Alejandro Davidovich Fokina,6-3 6-4,R32,Hard,H
Miami Masters,Hard,20240318,Nicolas Jarry,Thiago Seyboth Wild,6-7(1) 7-5 6-3,R32,Hard,H
Miami Masters,Hard,20240318,Dominik Koepfer,Ugo Humbert,3-6 6-4 6-3,R32,Hard,H
Miami Masters,Hard,20240318,Daniil Medvedev,Cameron Norrie,7-5 6-1,R32,Hard,H
Miami Masters,Hard,20240318,Tomas Machac,Andy Murray,5-7 7-5 7-6(5),R32,Hard,H
Miami Masters,Hard,20240318,Matteo Arnaldi,Denis Shapovalov,6-3 7-6(7),R32,Hard,H
Miami Masters,Hard,20240318,Christopher Oconnell,Martin Damm,7-6(5) 7-6(5),R32,Hard,H
Miami Masters,Hard,20240318,Jannik Sinner,Tallon Griekspoor,5-7 7-5 6-1,R32,Hard,H
Miami Masters,Hard,20240318,Carlos Alcaraz,Roberto Carballes Baena,6-2 6-1,R64,Hard,H
Miami Masters,Hard,20240318,Gael Monfils,Jordan Thompson,6-7(3) 6-1 6-2,R64,Hard,H
Miami Masters,Hard,20240318,Lorenzo Musetti,Roman Safiullin,7-5 6-1,R64,Hard,H
Miami Masters,Hard,20240318,Ben Shelton,Martin Landaluce,6-3 6-4,R64,Hard,H
Miami Masters,Hard,20240318,Grigor Dimitrov,Alejandro Tabilo,6-7(5) 7-6(5) 6-2,R64,Hard,H
Miami Masters,Hard,20240318,Yannick Hanfmann,Adrian Mannarino,3-6 7-6(1) 6-4,R64,Hard,H
Miami Masters,Hard,20240318,Sebastian Korda,Roberto Bautista Agut,6-7(2) 6-3 6-4,R64,Hard,H
Miami Masters,Hard,20240318,Hubert Hurkacz,Alexander Shevchenko,6-4 6-7(2) 6-3,R64,Hard,H
Miami Masters,Hard,20240318,Alexander Zverev,Felix Auger Aliassime,6-2 6-4,R64,Hard,H
Miami Masters,Hard,20240318,Christopher Eubanks,Daniel Evans,7-6(3) 3-6 7-6(7),R64,Hard,H
Miami Masters,Hard,20240318,Francisco Cerundolo,Sebastian Ofner,7-6(2) 6-7(2) 6-1,R64,Hard,H
Miami Masters,Hard,20240318,Karen Khachanov,Laslo Djere,6-2 6-4,R64,Hard,H
Miami Masters,Hard,20240318,Alex De Minaur,Soon Woo Kwon,6-3 6-2,R64,Hard,H
Miami Masters,Hard,20240318,Jan Lennard Struff,Daniel Altmaier,6-3 6-3,R64,Hard,H
Miami Masters,Hard,20240318,Alexei Popyrin,Jiri Lehecka,6-4 6-4,R64,Hard,H
Miami Masters,Hard,20240318,Fabian Marozsan,Holger Rune,6-1 6-1,R64,Hard,H
Miami Masters,Hard,20240318,Casper Ruud,Luca Van Assche,7-6(5) 1-6 6-1,R64,Hard,H
Miami Masters,Hard,20240318,Alejandro Davidovich Fokina,Juncheng Shang,6-3 7-5,R64,Hard,H
Miami Masters,Hard,20240318,Nicolas Jarry,Jack Draper,7-6(5) 4-6 7-6(2),R64,Hard,H
Miami Masters,Hard,20240318,Thiago Seyboth Wild,Taylor Fritz,6-3 6-4,R64,Hard,H
Miami Masters,Hard,20240318,Ugo Humbert,Botic Van De Zandschulp,6-4 6-3,R64,Hard,H
Miami Masters,Hard,20240318,Dominik Koepfer,Sebastian Baez,6-3 6-2,R64,Hard,H
Miami Masters,Hard,20240318,Cameron Norrie,Flavio Cobolli,7-5 6-7(4) 6-2,R64,Hard,H
Miami Masters,Hard,20240318,Daniil Medvedev,Marton Fucsovics,6-4 6-2,R64,Hard,H
Miami Masters,Hard,20240318,Tomas Machac,Andrey Rublev,6-4 6-4,R64,Hard,H
Miami Masters,Hard,20240318,Andy Murray,Tomas Martin Etcheverry,7-6(0) 6-3,R64,Hard,H
Miami Masters,Hard,20240318,Matteo Arnaldi,Alexander Bublik,6-4 6-1,R64,Hard,H
Miami Masters,Hard,20240318,Denis Shapovalov,Stefanos Tsitsipas,6-2 6-4,R64,Hard,H
Miami Masters,Hard,20240318,Martin Damm,Tommy Paul,4-6 2-1 RET,R64,Hard,H
Miami Masters,Hard,20240318,Christopher Oconnell,Frances Tiafoe,7-5 7-6(5),R64,Hard,H
Miami Masters,Hard,20240318,Tallon Griekspoor,Alex Michelsen,7-6(5) 6-7(7) 6-4,R64,Hard,H
Miami Masters,Hard,20240318,Jannik Sinner,Andrea Vavassori,6-3 6-4,R64,Hard,H
Miami Masters,Hard,20240318,Roberto Carballes Baena,Aleksandar Vukic,7-6(2) 6-3,R128,Hard,H
Miami Masters,Hard,20240318,Gael Monfils,Dusan Lajovic,7-6(5) 6-4,R128,Hard,H
Miami Masters,Hard,20240318,Roman Safiullin,Diego Schwartzman,6-2 6-4,R128,Hard,H
Miami Masters,Hard,20240318,Martin Landaluce,Jaume Munar,6-3 1-6 7-5,R128,Hard,H
Miami Masters,Hard,20240318,Alejandro Tabilo,Brandon Nakashima,6-4 3-6 6-3,R128,Hard,H
Miami Masters,Hard,20240318,Yannick Hanfmann,Emil Ruusuvuori,6-4 4-6 6-4,R128,Hard,H
Miami Masters,Hard,20240318,Roberto Bautista Agut,Emilio Nava,6-3 7-6(4),R128,Hard,H
Miami Masters,Hard,20240318,Alexander Shevchenko,Daniel Elahi Galan,6-7(4) 7-6(4) 7-5,R128,Hard,H
Miami Masters,Hard,20240318,Felix Auger Aliassime,Adam Walton,7-5 6-4,R128,Hard,H
Miami Masters,Hard,20240318,Daniel Evans,Lorenzo Sonego,1-6 6-3 6-4,R128,Hard,H
Miami Masters,Hard,20240318,Sebastian Ofner,Kei Nishikori,6-3 6-4,R128,Hard,H
Miami Masters,Hard,20240318,Laslo Djere,Coleman Wong,7-5 7-6(3),R128,Hard,H
Miami Masters,Hard,20240318,Soon Woo Kwon,Alexandre Muller,7-6(3) 6-3,R128,Hard,H
Miami Masters,Hard,20240318,Daniel Altmaier,Harold Mayot,6-2 7-5,R128,Hard,H
Miami Masters,Hard,20240318,Alexei Popyrin,Facundo Diaz Acosta,6-2 6-2,R128,Hard,H
Miami Masters,Hard,20240318,Fabian Marozsan,Aleksandar Kovacevic,6-3 6-2,R128,Hard,H
Miami Masters,Hard,20240318,Luca Van Assche,Pavel Kotov,6-3 7-5,R128,Hard,H
Miami Masters,Hard,20240318,Juncheng Shang,Miomir Kecmanovic,7-6(5) 4-6 7-6(5),R128,Hard,H
Miami Masters,Hard,20240318,Jack Draper,Taro Daniel,6-3 6-2,R128,Hard,H
Miami Masters,Hard,20240318,Thiago Seyboth Wild,Nuno Borges,6-4 7-5,R128,Hard,H
Miami Masters,Hard,20240318,Botic Van De Zandschulp,Rinky Hijikata,7-5 7-6(3),R128,Hard,H
Miami Masters,Hard,20240318,Dominik Koepfer,Marcos Giron,4-6 6-1 6-4,R128,Hard,H
Miami Masters,Hard,20240318,Flavio Cobolli,Yoshihito Nishioka,1-6 6-1 6-4,R128,Hard,H
Miami Masters,Hard,20240318,Marton Fucsovics,Max Purcell,6-2 6-1,R128,Hard,H
Miami Masters,Hard,20240318,Tomas Machac,Darwin Blanch,6-4 6-2,R128,Hard,H
Miami Masters,Hard,20240318,Andy Murray,Matteo Berrettini,4-6 6-3 6-4,R128,Hard,H
Miami Masters,Hard,20240318,Matteo Arnaldi,Arthur Fils,6-3 6-4,R128,Hard,H
Miami Masters,Hard,20240318,Denis Shapovalov,Luciano Darderi,6-3 6-7(3) 6-4,R128,Hard,H
Miami Masters,Hard,20240318,Martin Damm,Zhizhen Zhang,7-6(2) 7-6(3),R128,Hard,H
Miami Masters,Hard,20240318,Christopher Oconnell,Vit Kopriva,6-2 6-4,R128,Hard,H
Miami Masters,Hard,20240318,Alex Michelsen,Lukas Klein,7-6(5) 6-2,R128,Hard,H
Miami Masters,Hard,20240318,Andrea Vavassori,Pedro Cachin,6-2 6-2,R128,Hard,H
Estoril,Clay,20240401,Hubert Hurkacz,Pedro Martinez,6-3 6-4,F,Clay,H
Estoril,Clay,20240401,Pedro Martinez,Casper Ruud,6-4 4-6 6-4,SF,Clay,H
Estoril,Clay,20240401,Hubert Hurkacz,Cristian Garin,6-3 3-6 6-3,SF,Clay,H
Estoril,Clay,20240401,Casper Ruud,Marton Fucsovics,6-3 6-2,QF,Clay,H
Estoril,Clay,20240401,Pedro Martinez,Richard Gasquet,6-4 6-4,QF,Clay,H
Estoril,Clay,20240401,Cristian Garin,Nuno Borges,6-2 7-6(3),QF,Clay,H
Estoril,Clay,20240401,Hubert Hurkacz,Pablo Llamas Ruiz,7-6(4) 6-4,QF,Clay,H
Estoril,Clay,20240401,Casper Ruud,Botic Van De Zandschulp,6-1 6-2,R16,Clay,H
Estoril,Clay,20240401,Marton Fucsovics,Gael Monfils,1-6 6-1 7-5,R16,Clay,H
Estoril,Clay,20240401,Richard Gasquet,Dominic Thiem,6-4 7-6(6),R16,Clay,H
Estoril,Clay,20240401,Pedro Martinez,Roberto Bautista Agut,7-5 6-4,R16,Clay,H
Estoril,Clay,20240401,Cristian Garin,Arthur Fils,2-6 6-4 6-4,R16,Clay,H
Estoril,Clay,20240401,Nuno Borges,Lorenzo Musetti,7-6(4) 6-3,R16,Clay,H
Estoril,Clay,20240401,Pablo Llamas Ruiz,David Jorda Sanchis,7-6(2) 6-4,R16,Clay,H
Estoril,Clay,20240401,Hubert Hurkacz,Jan Choinski,7-6(5) 6-4,R16,Clay,H
Estoril,Clay,20240401,Botic Van De Zandschulp,Federico Coria,6-4 4-6 6-1,R32,Clay,H
Estoril,Clay,20240401,Marton Fucsovics,Pedro Cachin,7-5 6-2,R32,Clay,H
Estoril,Clay,20240401,Gael Monfils,Henrique Rocha,7-5 7-5,R32,Clay,H
Estoril,Clay,20240401,Dominic Thiem,Maximilian Marterer,6-1 6-7(3) 6-4,R32,Clay,H
Estoril,Clay,20240401,Pedro Martinez,Daniel Altmaier,6-4 6-2,R32,Clay,H
Estoril,Clay,20240401,Roberto Bautista Agut,Miomir Kecmanovic,6-1 7-5,R32,Clay,H
Estoril,Clay,20240401,Arthur Fils,Joao Sousa,7-5 6-4,R32,Clay,H
Estoril,Clay,20240401,Cristian Garin,Jurij Rodionov,7-6(3) 7-5,R32,Clay,H
Estoril,Clay,20240401,Nuno Borges,Lucas Pouille,0-6 7-6(6) 6-3,R32,Clay,H
Estoril,Clay,20240401,Pablo Llamas Ruiz,Dominik Koepfer,6-4 6-3,R32,Clay,H
Estoril,Clay,20240401,David Jorda Sanchis,Jaime Faria,7-6(4) 6-1,R32,Clay,H
Estoril,Clay,20240401,Jan Choinski,Joao Fonseca,6-2 6-7(5) 6-4,R32,Clay,H
Houston,Clay,20240401,Ben Shelton,Frances Tiafoe,7-5 4-6 6-3,F,Clay,H
Houston,Clay,20240401,Ben Shelton,Tomas Martin Etcheverry,6-7(4) 6-4 6-4,SF,Clay,H
Houston,Clay,20240401,Frances Tiafoe,Luciano Darderi,6-2 7-6(2),SF,Clay,H
Houston,Clay,20240401,Ben Shelton,Brandon Nakashima,7-5 7-6(9),QF,Clay,H
Houston,Clay,20240401,Tomas Martin Etcheverry,Michael Mmoh,6-3 0-1 RET,QF,Clay,H
Houston,Clay,20240401,Frances Tiafoe,Jordan Thompson,7-6(8) 6-4,QF,Clay,H
Houston,Clay,20240401,Luciano Darderi,Marcos Giron,6-0 6-4,QF,Clay,H
Houston,Clay,20240401,Ben Shelton,Zizou Bergs,3-6 6-4 6-3,R16,Clay,H
Houston,Clay,20240401,Brandon Nakashima,Rinky Hijikata,6-1 6-4,R16,Clay,H
Houston,Clay,20240401,Tomas Martin Etcheverry,Daniel Elahi Galan,6-4 6-4,R16,Clay,H
Houston,Clay,20240401,Michael Mmoh,Max Purcell,6-2 7-5,R16,Clay,H
Houston,Clay,20240401,Jordan Thompson,Aleksandar Kovacevic,4-6 7-6(1) 7-6(7),R16,Clay,H
Houston,Clay,20240401,Frances Tiafoe,James Duckworth,6-2 6-7(4) 7-5,R16,Clay,H
Houston,Clay,20240401,Marcos Giron,J J Wolf,6-4 6-3,R16,Clay,H
Houston,Clay,20240401,Luciano Darderi,Francisco Cerundolo,6-4 2-6 7-6(4),R16,Clay,H
Houston,Clay,20240401,Zizou Bergs,Patrick Kypson,7-6(5) 6-3,R32,Clay,H
Houston,Clay,20240401,Brandon Nakashima,Duje Ajdukovic,6-1 6-4,R32,Clay,H
Houston,Clay,20240401,Rinky Hijikata,Christopher Eubanks,7-6(4) 7-6(2),R32,Clay,H
Houston,Clay,20240401,Daniel Elahi Galan,Benoit Paire,7-6(13) 6-4,R32,Clay,H
Houston,Clay,20240401,Michael Mmoh,Juan Pablo Varillas,6-2 7-6(4),R32,Clay,H
Houston,Clay,20240401,Max Purcell,Alex Michelsen,7-5 6-7(4) 6-4,R32,Clay,H
Houston,Clay,20240401,Jordan Thompson,Yibing Wu,6-4 6-4,R32,Clay,H
Houston,Clay,20240401,Aleksandar Kovacevic,Thanasi Kokkinakis,7-6(3) 6-7(2) 6-4,R32,Clay,H
Houston,Clay,20240401,James Duckworth,Gijs Brouwer,6-3 6-3,R32,Clay,H
Houston,Clay,20240401,Marcos Giron,Denis Shapovalov,6-2 7-5,R32,Clay,H
Houston,Clay,20240401,J J Wolf,Alexander Ritschard,6-3 2-6 6-4,R32,Clay,H
Houston,Clay,20240401,Luciano Darderi,Denis Kudla,3-6 7-6(3) 6-2,R32,Clay,H
Marrakech,Clay,20240401,Matteo Berrettini,Roberto Carballes Baena,7-5 6-2,F,Clay,H
Marrakech,Clay,20240401,Roberto Carballes Baena,Pavel Kotov,6-4 6-2,SF,Clay,H
Marrakech,Clay,20240401,Matteo Berrettini,Mariano Navone,6-7(4) 6-3 6-2,SF,Clay,H
Marrakech,Clay,20240401,Pavel Kotov,Fabio Fognini,6-1 6-2,QF,Clay,H
Marrakech,Clay,20240401,Roberto Carballes Baena,Nicolas Moreno De Alboran,6-4 4-6 6-4,QF,Clay,H
Marrakech,Clay,20240401,Matteo Berrettini,Lorenzo Sonego,6-3 7-6(5),QF,Clay,H
Marrakech,Clay,20240401,Mariano Navone,Aleksandar Vukic,6-2 6-4,QF,Clay,H
Marrakech,Clay,20240401,Fabio Fognini,Laslo Djere,7-6(1) 2-6 6-4,R16,Clay,H
Marrakech,Clay,20240401,Pavel Kotov,Flavio Cobolli,6-1 7-6(5),R16,Clay,H
Marrakech,Clay,20240401,Roberto Carballes Baena,Daniel Evans,6-4 7-6(3),R16,Clay,H
Marrakech,Clay,20240401,Nicolas Moreno De Alboran,David Goffin,6-3 6-4,R16,Clay,H
Marrakech,Clay,20240401,Matteo Berrettini,Jaume Munar,6-4 4-6 6-3,R16,Clay,H
Marrakech,Clay,20240401,Lorenzo Sonego,Sumit Nagal,1-6 6-3 6-4,R16,Clay,H
Marrakech,Clay,20240401,Mariano Navone,Stan Wawrinka,3-6 7-5 6-2,R16,Clay,H
Marrakech,Clay,20240401,Aleksandar Vukic,Sebastian Ofner,7-6(11) 2-6 7-6(7),R16,Clay,H
Marrakech,Clay,20240401,Fabio Fognini,Hugo Gaston,6-7(4) 6-1 6-4,R32,Clay,H
Marrakech,Clay,20240401,Pavel Kotov,Elliot Benchetrit,7-5 6-3,R32,Clay,H
Marrakech,Clay,20240401,Flavio Cobolli,Abedallah Shelbayh,6-1 6-4,R32,Clay,H
Marrakech,Clay,20240401,Roberto Carballes Baena,Matteo Gigante,6-2 2-0 RET,R32,Clay,H
Marrakech,Clay,20240401,David Goffin,Arthur Rinderknech,6-4 6-4,R32,Clay,H
Marrakech,Clay,20240401,Nicolas Moreno De Alboran,Facundo Diaz Acosta,6-4 3-6 6-3,R32,Clay,H
Marrakech,Clay,20240401,Matteo Berrettini,Alexander Shevchenko,6-2 6-1,R32,Clay,H
Marrakech,Clay,20240401,Jaume Munar,Luca Van Assche,7-6(3) 6-2,R32,Clay,H
Marrakech,Clay,20240401,Sumit Nagal,Corentin Moutet,4-6 6-3 6-2,R32,Clay,H
Marrakech,Clay,20240401,Mariano Navone,Aziz Dougaz,6-3 6-2,R32,Clay,H
Marrakech,Clay,20240401,Stan Wawrinka,Albert Ramos,6-1 6-4,R32,Clay,H
Marrakech,Clay,20240401,Aleksandar Vukic,Alexandre Muller,6-3 7-6(5),R32,Clay,H
Monte Carlo Masters,Clay,20240408,Stefanos Tsitsipas,Casper Ruud,6-1 6-4,F,Clay,H
Monte Carlo Masters,Clay,20240408,Casper Ruud,Novak Djokovic,6-4 1-6 6-4,SF,Clay,H
Monte Carlo Masters,Clay,20240408,Stefanos Tsitsipas,Jannik Sinner,6-4 3-6 6-4,SF,Clay,H
Monte Carlo Masters,Clay,20240408,Novak Djokovic,Alex De Minaur,7-5 6-4,QF,Clay,H
Monte Carlo Masters,Clay,20240408,Casper Ruud,Ugo Humbert,6-3 4-6 6-1,QF,Clay,H
Monte Carlo Masters,Clay,20240408,Stefanos Tsitsipas,Karen Khachanov,6-4 6-2,QF,Clay,H
Monte Carlo Masters,Clay,20240408,Jannik Sinner,Holger Rune,6-4 6-7(6) 6-3,QF,Clay,H
Monte Carlo Masters,Clay,20240408,Novak Djokovic,Lorenzo Musetti,7-5 6-3,R16,Clay,H
Monte Carlo Masters,Clay,20240408,Alex De Minaur,Alexei Popyrin,6-3 6-4,R16,Clay,H
Monte Carlo Masters,Clay,20240408,Ugo Humbert,Lorenzo Sonego,5-7 6-3 6-1,R16,Clay,H
Monte Carlo Masters,Clay,20240408,Casper Ruud,Hubert Hurkacz,6-4 6-2,R16,Clay,H
Monte Carlo Masters,Clay,20240408,Stefanos Tsitsipas,Alexander Zverev,7-5 7-6(3),R16,Clay,H
Monte Carlo Masters,Clay,20240408,Karen Khachanov,Daniil Medvedev,6-3 7-5,R16,Clay,H
Monte Carlo Masters,Clay,20240408,Holger Rune,Grigor Dimitrov,7-6(9) 3-6 7-6(2),R16,Clay,H
Monte Carlo Masters,Clay,20240408,Jannik Sinner,Jan Lennard Struff,6-4 6-2,R16,Clay,H
Monte Carlo Masters,Clay,20240408,Novak Djokovic,Roman Safiullin,6-1 6-2,R32,Clay,H
Monte Carlo Masters,Clay,20240408,Lorenzo Musetti,Arthur Fils,6-3 7-5,R32,Clay,H
Monte Carlo Masters,Clay,20240408,Alex De Minaur,Tallon Griekspoor,2-6 6-2 6-3,R32,Clay,H
Monte Carlo Masters,Clay,20240408,Alexei Popyrin,Andrey Rublev,6-4 6-4,R32,Clay,H
Monte Carlo Masters,Clay,20240408,Lorenzo Sonego,Felix Auger Aliassime,6-4 7-5,R32,Clay,H
Monte Carlo Masters,Clay,20240408,Ugo Humbert,Zhizhen Zhang,6-1 6-4,R32,Clay,H
Monte Carlo Masters,Clay,20240408,Hubert Hurkacz,Roberto Bautista Agut,7-5 7-6(4),R32,Clay,H
Monte Carlo Masters,Clay,20240408,Casper Ruud,Alejandro Tabilo,6-2 6-4,R32,Clay,H
Monte Carlo Masters,Clay,20240408,Alexander Zverev,Sebastian Ofner,6-3 6-4,R32,Clay,H
Monte Carlo Masters,Clay,20240408,Stefanos Tsitsipas,Tomas Martin Etcheverry,6-1 6-0,R32,Clay,H
Monte Carlo Masters,Clay,20240408,Karen Khachanov,Francisco Cerundolo,4-6 6-4 6-3,R32,Clay,H
Monte Carlo Masters,Clay,20240408,Daniil Medvedev,Gael Monfils,6-2 6-4,R32,Clay,H
Monte Carlo Masters,Clay,20240408,Holger Rune,Sumit Nagal,6-3 3-6 6-2,R32,Clay,H
Monte Carlo Masters,Clay,20240408,Grigor Dimitrov,Miomir Kecmanovic,6-4 6-3,R32,Clay,H
Monte Carlo Masters,Clay,20240408,Jan Lennard Struff,Borna Coric,7-6(2) 6-1,R32,Clay,H
Monte Carlo Masters,Clay,20240408,Jannik Sinner,Sebastian Korda,6-1 6-2,R32,Clay,H
Monte Carlo Masters,Clay,20240408,Roman Safiullin,Jaume Munar,7-5 6-1,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Arthur Fils,Yannick Hanfmann,6-0 6-2,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Lorenzo Musetti,Taylor Fritz,6-4 6-4,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Alex De Minaur,Stan Wawrinka,6-3 6-0,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Tallon Griekspoor,Dominik Koepfer,7-6(2) 4-6 6-2,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Alexei Popyrin,Corentin Moutet,3-6 7-5 6-2,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Felix Auger Aliassime,Luca Nardi,6-2 6-3,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Zhizhen Zhang,Marcos Giron,6-4 3-6 6-3,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Ugo Humbert,Federico Coria,4-6 6-1 6-2,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Hubert Hurkacz,Jack Draper,6-4 3-6 7-6(2),R64,Clay,H
Monte Carlo Masters,Clay,20240408,Roberto Bautista Agut,Facundo Diaz Acosta,6-2 6-4,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Alejandro Tabilo,Christopher Oconnell,6-3 6-4,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Sebastian Ofner,Daniel Evans,6-1 6-4,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Tomas Martin Etcheverry,Nicolas Jarry,6-4 7-5,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Stefanos Tsitsipas,Laslo Djere,6-3 3-2 RET,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Karen Khachanov,Cameron Norrie,7-5 7-6(3),R64,Clay,H
Monte Carlo Masters,Clay,20240408,Francisco Cerundolo,Daniel Altmaier,6-2 7-6(3),R64,Clay,H
Monte Carlo Masters,Clay,20240408,Gael Monfils,Aleksandar Vukic,6-7(7) 6-3 7-5,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Sumit Nagal,Matteo Arnaldi,5-7 6-2 6-4,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Miomir Kecmanovic,Matteo Berrettini,6-3 6-1,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Grigor Dimitrov,Valentin Vacherot,7-5 6-2,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Borna Coric,Alexander Bublik,6-1 6-1,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Jan Lennard Struff,Sebastian Baez,1-6 7-6(3) 6-2,R64,Clay,H
Monte Carlo Masters,Clay,20240408,Sebastian Korda,Alejandro Davidovich Fokina,6-1 6-2,R64,Clay,H
Barcelona,Clay,20240415,Casper Ruud,Stefanos Tsitsipas,7-5 6-3,F,Clay,H
Barcelona,Clay,20240415,Stefanos Tsitsipas,Dusan Lajovic,5-7 6-4 6-2,SF,Clay,H
Barcelona,Clay,20240415,Casper Ruud,Tomas Martin Etcheverry,7-6(6) 6-4,SF,Clay,H
Barcelona,Clay,20240415,Stefanos Tsitsipas,Facundo Diaz Acosta,4-6 6-3 7-6(8),QF,Clay,H
Barcelona,Clay,20240415,Dusan Lajovic,Arthur Fils,6-4 3-6 6-2,QF,Clay,H
Barcelona,Clay,20240415,Casper Ruud,Matteo Arnaldi,6-4 6-3,QF,Clay,H
Barcelona,Clay,20240415,Tomas Martin Etcheverry,Cameron Norrie,7-6(4) 7-6(1),QF,Clay,H
Barcelona,Clay,20240415,Facundo Diaz Acosta,Fabian Marozsan,3-6 6-3 6-1,R16,Clay,H
Barcelona,Clay,20240415,Stefanos Tsitsipas,Roberto Carballes Baena,7-5 6-3,R16,Clay,H
Barcelona,Clay,20240415,Arthur Fils,Alex De Minaur,7-5 6-2,R16,Clay,H
Barcelona,Clay,20240415,Dusan Lajovic,Alejandro Davidovich Fokina,7-6(10) 3-6 6-1,R16,Clay,H
Barcelona,Clay,20240415,Matteo Arnaldi,Marco Trungelliti,6-3 6-0,R16,Clay,H
Barcelona,Clay,20240415,Casper Ruud,Jordan Thompson,6-1 6-4,R16,Clay,H
Barcelona,Clay,20240415,Cameron Norrie,Roberto Bautista Agut,6-4 6-3,R16,Clay,H
Barcelona,Clay,20240415,Tomas Martin Etcheverry,Brandon Nakashima,3-6 7-6(5) 6-4,R16,Clay,H
Barcelona,Clay,20240415,Fabian Marozsan,Luca Van Assche,6-0 3-2 RET,R32,Clay,H
Barcelona,Clay,20240415,Facundo Diaz Acosta,Borna Coric,6-2 7-5,R32,Clay,H
Barcelona,Clay,20240415,Roberto Carballes Baena,Lorenzo Musetti,7-6(4) 6-4,R32,Clay,H
Barcelona,Clay,20240415,Stefanos Tsitsipas,Sebastian Ofner,6-4 7-5,R32,Clay,H
Barcelona,Clay,20240415,Alex De Minaur,Rafael Nadal,7-5 6-1,R32,Clay,H
Barcelona,Clay,20240415,Arthur Fils,Daniel Altmaier,6-4 1-6 6-1,R32,Clay,H
Barcelona,Clay,20240415,Alejandro Davidovich Fokina,Tomas Machac,W/O,R32,Clay,H
Barcelona,Clay,20240415,Dusan Lajovic,Ugo Humbert,6-4 6-4,R32,Clay,H
Barcelona,Clay,20240415,Matteo Arnaldi,Sebastian Baez,5-7 7-6(8) 6-2,R32,Clay,H
Barcelona,Clay,20240415,Marco Trungelliti,Nicolas Jarry,7-6(5) 6-3,R32,Clay,H
Barcelona,Clay,20240415,Jordan Thompson,Jaume Munar,6-4 2-6 6-4,R32,Clay,H
Barcelona,Clay,20240415,Casper Ruud,Alexandre Muller,6-3 6-4,R32,Clay,H
Barcelona,Clay,20240415,Roberto Bautista Agut,Andrea Vavassori,4-6 6-3 6-1,R32,Clay,H
Barcelona,Clay,20240415,Cameron Norrie,Harold Mayot,7-6(3) 6-7(6) 0-0 RET,R32,Clay,H
Barcelona,Clay,20240415,Tomas Martin Etcheverry,Nick Hardt,7-5 6-2,R32,Clay,H
Barcelona,Clay,20240415,Brandon Nakashima,Andrey Rublev,6-4 7-6(6),R32,Clay,H
Barcelona,Clay,20240415,Luca Van Assche,Zhizhen Zhang,7-5 6-2,R64,Clay,H
Barcelona,Clay,20240415,Facundo Diaz Acosta,Daniel Rincon,6-1 6-4,R64,Clay,H
Barcelona,Clay,20240415,Roberto Carballes Baena,Hugo Grenier,6-2 6-4,R64,Clay,H
Barcelona,Clay,20240415,Sebastian Ofner,Pavel Kotov,5-7 6-3 6-2,R64,Clay,H
Barcelona,Clay,20240415,Rafael Nadal,Flavio Cobolli,6-2 6-3,R64,Clay,H
Barcelona,Clay,20240415,Daniel Altmaier,Alexei Popyrin,6-3 7-6(4),R64,Clay,H
Barcelona,Clay,20240415,Tomas Machac,Juncheng Shang,6-4 6-4,R64,Clay,H
Barcelona,Clay,20240415,Dusan Lajovic,Diego Schwartzman,6-1 6-2,R64,Clay,H
