tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,player1,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,player2,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,winner
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,101,207669,1.0,,Robert Strombachs,R,191.0,LAT,25.1,213009,,,Leo Matthysen,U,,RSA,18.3,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,432.0,100.0,1382.0,4.0,Robert Strombachs
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,102,206281,,Q,Yash Yadav,R,,IND,25.2,213393,,Q,Breno Braga,U,,BRA,19.8,6-3 5-7 7-5,3,R32,,,,,,,,,,,,,,,,,,,,,,,,Yash Yadav
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,103,210047,,,Lorenzo Lorusso,R,188.0,ITA,24.8,208234,,WC,Fernando Andre,U,,ANG,25.5,6-3 6-0,3,R32,,,,,,,,,,,,,,,,,,,,1196.0,8.0,,,Lorenzo Lorusso
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,104,149145,8.0,,Matteo Covato,U,,ITA,19.5,213656,,WC,Mark Nawa,U,,BWA,,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,1160.0,8.0,,,Matteo Covato
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,105,213657,,Q,Edoardo Santoni,U,,ITA,,132999,3.0,,Kai Wehnelt,R,188.0,GER,28.9,7-6(5) 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,829.0,25.0,Edoardo Santoni
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,106,209417,,,Alan Bojarski,R,185.0,POL,21.3,213658,,WC,Emerson Pedro,U,,AGO,,6-0 7-5,3,R32,,,,,,,,,,,,,,,,,,,,1518.0,3.0,,,Alan Bojarski
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,107,212025,,,Yannik Kelm,R,,GER,19.7,205748,,,Tommaso Schold,U,,ITA,26.4,6-2 7-6(3),3,R32,,,,,,,,,,,,,,,,,,,,1735.0,2.0,2004.0,1.0,Yannik Kelm
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,108,210252,5.0,,Seydina Andre,U,,SEN,21.2,213637,,WC,Daniel Domingos,U,,AGO,,6-4 3-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,955.0,16.0,1781.0,1.0,Seydina Andre
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,109,202190,6.0,,Gregor Ramskogler,R,,AUT,25.9,149139,,Q,Arthur Laborde,U,,SUI,20.4,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,1071.0,11.0,,,Gregor Ramskogler
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,110,202314,,,Parth Aggarwal,R,170.0,IND,26.9,211337,,,Patrik Oplustil,U,,CZE,19.5,3-6 7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1366.0,5.0,1286.0,6.0,Parth Aggarwal
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,111,212849,,,Oliver Clark Anderson,U,,AUS,,134310,,,Alexey Aleshchev,R,,RUS,25.8,6-2 6-0,3,R32,,,,,,,,,,,,,,,,,,,,,,1754.0,2.0,Oliver Clark Anderson
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,112,210155,4.0,,Jasza Szajrych,U,,POL,22.5,210560,,,Jean Christian Morandais,U,,GUD,21.5,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,863.0,22.0,1326.0,5.0,Jasza Szajrych
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,113,210003,7.0,,Chirag Duhan,U,,IND,20.8,213659,,Q,Luke Cripps,U,,AUS,,6-7(5) 2-0 RET,3,R32,,,,,,,,,,,,,,,,,,,,1114.0,10.0,,,Chirag Duhan
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,114,124045,,,Lawrence Bataljin,R,173.0,AUS,28.4,213598,,,Tarun Karra,U,,IND,,6-3 1-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,1357.0,5.0,1781.0,1.0,Lawrence Bataljin
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,115,212762,,Q,Victor Hugo Remondy Pagotto,U,,BRA,19.4,213581,,Q,Rishabhdev Rajshekar Raman,U,,IND,,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,,Victor Hugo Remondy Pagotto
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,116,208158,2.0,,Dominik Palan,R,191.0,CZE,24.1,212710,,Q,Daniel Vishnick,U,,GBR,25.6,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,571.0,60.0,2082.0,1.0,Dominik Palan
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,201,207669,1.0,,Robert Strombachs,R,191.0,LAT,25.1,206281,,Q,Yash Yadav,R,,IND,25.2,6-0 6-0,3,R16,,,,,,,,,,,,,,,,,,,,432.0,100.0,,,Robert Strombachs
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,202,149145,8.0,,Matteo Covato,U,,ITA,19.5,210047,,,Lorenzo Lorusso,R,188.0,ITA,24.8,6-3 6-7(4) 7-5,3,R16,,,,,,,,,,,,,,,,,,,,1160.0,8.0,1196.0,8.0,Matteo Covato
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,203,209417,,,Alan Bojarski,R,185.0,POL,21.3,213657,,Q,Edoardo Santoni,U,,ITA,,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,1518.0,3.0,,,Alan Bojarski
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,204,210252,5.0,,Seydina Andre,U,,SEN,21.2,212025,,,Yannik Kelm,R,,GER,19.7,6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,,955.0,16.0,1735.0,2.0,Seydina Andre
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,205,202190,6.0,,Gregor Ramskogler,R,,AUT,25.9,202314,,,Parth Aggarwal,R,170.0,IND,26.9,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,,1071.0,11.0,1366.0,5.0,Gregor Ramskogler
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,206,212849,,,Oliver Clark Anderson,U,,AUS,,210155,4.0,,Jasza Szajrych,U,,POL,22.5,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,,,,863.0,22.0,Oliver Clark Anderson
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,207,210003,7.0,,Chirag Duhan,U,,IND,20.8,124045,,,Lawrence Bataljin,R,173.0,AUS,28.4,7-5 6-2,3,R16,,,,,,,,,,,,,,,,,,,,1114.0,10.0,1357.0,5.0,Chirag Duhan
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,208,208158,2.0,,Dominik Palan,R,191.0,CZE,24.1,212762,,Q,Victor Hugo Remondy Pagotto,U,,BRA,19.4,6-0 7-5,3,R16,,,,,,,,,,,,,,,,,,,,571.0,60.0,,,Dominik Palan
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,301,207669,1.0,,Robert Strombachs,R,191.0,LAT,25.1,149145,8.0,,Matteo Covato,U,,ITA,19.5,6-0 6-1,3,QF,,,,,,,,,,,,,,,,,,,,432.0,100.0,1160.0,8.0,Robert Strombachs
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,302,209417,,,Alan Bojarski,R,185.0,POL,21.3,210252,5.0,,Seydina Andre,U,,SEN,21.2,6-2 6-1,3,QF,,,,,,,,,,,,,,,,,,,,1518.0,3.0,955.0,16.0,Alan Bojarski
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,303,212849,,,Oliver Clark Anderson,U,,AUS,,202190,6.0,,Gregor Ramskogler,R,,AUT,25.9,6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,,,,1071.0,11.0,Oliver Clark Anderson
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,304,210003,7.0,,Chirag Duhan,U,,IND,20.8,208158,2.0,,Dominik Palan,R,191.0,CZE,24.1,6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,,1114.0,10.0,571.0,60.0,Chirag Duhan
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,401,207669,1.0,,Robert Strombachs,R,191.0,LAT,25.1,209417,,,Alan Bojarski,R,185.0,POL,21.3,6-1 6-2,3,SF,,,,,,,,,,,,,,,,,,,,432.0,100.0,1518.0,3.0,Robert Strombachs
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,402,212849,,,Oliver Clark Anderson,U,,AUS,,210003,7.0,,Chirag Duhan,U,,IND,20.8,6-2 6-1,3,SF,,,,,,,,,,,,,,,,,,,,,,1114.0,10.0,Oliver Clark Anderson
2024-M-ITF-ANG-2024-001,M15 Luanda,Hard,32,15,20241118,501,212849,,,Oliver Clark Anderson,U,,AUS,,207669,1.0,,Robert Strombachs,R,191.0,LAT,25.1,6-4 3-6 7-6(5),3,F,,,,,,,,,,,,,,,,,,,,,,432.0,100.0,Oliver Clark Anderson
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,101,207669,1.0,,Robert Strombachs,R,191.0,LAT,25.1,213674,,Q,Mukil Ramanan,U,,IND,,6-0 6-1,3,R32,,,,,,,,,,,,,,,,,,,,463.0,86.0,,,Robert Strombachs
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,102,210047,,,Lorenzo Lorusso,R,188.0,ITA,24.8,213656,,WC,Mark Nawa,U,,BWA,,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,1191.0,8.0,,,Lorenzo Lorusso
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,103,134310,,,Alexey Aleshchev,R,,RUS,25.9,213675,,Q,Antonin Chapuis,U,,SUI,,6-3 6-0,3,R32,,,,,,,,,,,,,,,,,,,,1754.0,2.0,,,Alexey Aleshchev
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,104,210003,7.0,,Chirag Duhan,U,,IND,20.9,208234,,WC,Fernando Andre,U,,ANG,25.5,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,1114.0,10.0,,,Chirag Duhan
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,105,132999,3.0,,Kai Wehnelt,R,188.0,GER,28.9,202314,,,Parth Aggarwal,R,170.0,IND,26.9,7-5 6-1,3,R32,,,,,,,,,,,,,,,,,,,,835.0,25.0,1363.0,5.0,Kai Wehnelt
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,106,211337,,,Patrik Oplustil,U,,CZE,19.5,213009,,,Leo Matthysen,U,,RSA,18.3,7-6(4) 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1287.0,6.0,1383.0,4.0,Patrik Oplustil
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,107,212025,,,Yannik Kelm,R,,GER,19.7,213676,,Q,Jakub Hrynkiewicz,U,,POL,,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,1740.0,2.0,,,Yannik Kelm
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,108,212786,,LL,Victor Braga,U,,BRA,19.8,206281,,Q,Yash Yadav,R,,IND,25.3,7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,,Victor Braga
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,109,202190,6.0,,Gregor Ramskogler,R,,AUT,25.9,149145,,,Matteo Covato,U,,ITA,19.5,6-1 2-6 7-6(6),3,R32,,,,,,,,,,,,,,,,,,,,1074.0,11.0,1162.0,8.0,Gregor Ramskogler
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,110,213637,,WC,Daniel Domingos,U,,AGO,,124045,,,Lawrence Bataljin,R,173.0,AUS,28.5,2-6 7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,,1781.0,1.0,1355.0,5.0,Daniel Domingos
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,111,212762,,Q,Victor Hugo Remondy Pagotto,U,,BRA,19.4,212710,,Q,Daniel Vishnick,U,,GBR,25.6,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,2084.0,1.0,Victor Hugo Remondy Pagotto
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,112,210155,4.0,,Jasza Szajrych,U,,POL,22.5,212767,,Q,Aryan Lakshmanan,U,,IND,19.4,4-6 7-6(5) 6-1,3,R32,,,,,,,,,,,,,,,,,,,,868.0,22.0,,,Jasza Szajrych
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,113,210252,5.0,,Seydina Andre,U,,SEN,21.3,213393,,Q,Breno Braga,U,,BRA,19.8,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,,949.0,17.0,,,Seydina Andre
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,114,209417,,,Alan Bojarski,R,185.0,POL,21.3,205748,,,Tommaso Schold,U,,ITA,26.4,6-2 7-6(5),3,R32,,,,,,,,,,,,,,,,,,,,1520.0,3.0,2005.0,1.0,Alan Bojarski
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,115,210560,,,Jean Christian Morandais,U,,GUD,21.6,213598,,,Tarun Karra,U,,IND,,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,1324.0,5.0,1781.0,1.0,Jean Christian Morandais
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,116,208158,2.0,,Dominik Palan,R,191.0,CZE,24.1,213658,,WC,Emerson Pedro,U,,AGO,,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,571.0,60.0,,,Dominik Palan
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,201,207669,1.0,,Robert Strombachs,R,191.0,LAT,25.1,210047,,,Lorenzo Lorusso,R,188.0,ITA,24.8,6-4 6-0,3,R16,,,,,,,,,,,,,,,,,,,,463.0,86.0,1191.0,8.0,Robert Strombachs
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,202,210003,7.0,,Chirag Duhan,U,,IND,20.9,134310,,,Alexey Aleshchev,R,,RUS,25.9,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,1114.0,10.0,1754.0,2.0,Chirag Duhan
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,203,132999,3.0,,Kai Wehnelt,R,188.0,GER,28.9,211337,,,Patrik Oplustil,U,,CZE,19.5,6-0 6-1,3,R16,,,,,,,,,,,,,,,,,,,,835.0,25.0,1287.0,6.0,Kai Wehnelt
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,204,212025,,,Yannik Kelm,R,,GER,19.7,212786,,LL,Victor Braga,U,,BRA,19.8,6-2 6-2,3,R16,,,,,,,,,,,,,,,,,,,,1740.0,2.0,,,Yannik Kelm
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,205,202190,6.0,,Gregor Ramskogler,R,,AUT,25.9,213637,,WC,Daniel Domingos,U,,AGO,,6-1 6-3,3,R16,,,,,,,,,,,,,,,,,,,,1074.0,11.0,1781.0,1.0,Gregor Ramskogler
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,206,210155,4.0,,Jasza Szajrych,U,,POL,22.5,212762,,Q,Victor Hugo Remondy Pagotto,U,,BRA,19.4,7-6(5) 6-1,3,R16,,,,,,,,,,,,,,,,,,,,868.0,22.0,,,Jasza Szajrych
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,207,209417,,,Alan Bojarski,R,185.0,POL,21.3,210252,5.0,,Seydina Andre,U,,SEN,21.3,7-6(5) 6-1,3,R16,,,,,,,,,,,,,,,,,,,,1520.0,3.0,949.0,17.0,Alan Bojarski
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,208,208158,2.0,,Dominik Palan,R,191.0,CZE,24.1,210560,,,Jean Christian Morandais,U,,GUD,21.6,7-6(5) 6-3,3,R16,,,,,,,,,,,,,,,,,,,,571.0,60.0,1324.0,5.0,Dominik Palan
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,301,207669,1.0,,Robert Strombachs,R,191.0,LAT,25.1,210003,7.0,,Chirag Duhan,U,,IND,20.9,6-2 6-2,3,QF,,,,,,,,,,,,,,,,,,,,463.0,86.0,1114.0,10.0,Robert Strombachs
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,302,132999,3.0,,Kai Wehnelt,R,188.0,GER,28.9,212025,,,Yannik Kelm,R,,GER,19.7,6-3 6-0,3,QF,,,,,,,,,,,,,,,,,,,,835.0,25.0,1740.0,2.0,Kai Wehnelt
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,303,202190,6.0,,Gregor Ramskogler,R,,AUT,25.9,210155,4.0,,Jasza Szajrych,U,,POL,22.5,3-6 6-6 RET,3,QF,,,,,,,,,,,,,,,,,,,,1074.0,11.0,868.0,22.0,Gregor Ramskogler
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,304,208158,2.0,,Dominik Palan,R,191.0,CZE,24.1,209417,,,Alan Bojarski,R,185.0,POL,21.3,6-3 RET,3,QF,,,,,,,,,,,,,,,,,,,,571.0,60.0,1520.0,3.0,Dominik Palan
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,401,207669,1.0,,Robert Strombachs,R,191.0,LAT,25.1,132999,3.0,,Kai Wehnelt,R,188.0,GER,28.9,6-3 6-3,3,SF,,,,,,,,,,,,,,,,,,,,463.0,86.0,835.0,25.0,Robert Strombachs
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,402,208158,2.0,,Dominik Palan,R,191.0,CZE,24.1,202190,6.0,,Gregor Ramskogler,R,,AUT,25.9,6-2 6-4,3,SF,,,,,,,,,,,,,,,,,,,,571.0,60.0,1074.0,11.0,Dominik Palan
2024-M-ITF-ANG-2024-002,M15 Luanda,Hard,32,15,20241125,501,207669,1.0,,Robert Strombachs,R,191.0,LAT,25.1,208158,2.0,,Dominik Palan,R,191.0,CZE,24.1,6-3 6-2,3,F,,,,,,,,,,,,,,,,,,,,463.0,86.0,571.0,60.0,Robert Strombachs
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,101,208119,1.0,,Liam Draxl,R,185.0,CAN,22.2,212481,,Q,Federico Aguilar Cardozo,U,,URU,18.8,6-2 7-5,3,R32,,,,,,,,,,,,,,,,,,,,302.0,184.0,1306.0,4.0,Liam Draxl
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,102,207704,,,Alex Marti Pujolras,R,185.0,ESP,25.0,202305,,Q,Franco Ribero,R,188.0,ARG,24.4,6-0 6-4,3,R32,,,,,,,,,,,,,,,,,,,,471.0,90.0,1925.0,1.0,Alex Marti Pujolras
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,103,212051,,Q,Joaquin  Aguilar Cardozo ,U,,URU,18.8,118808,,,Daniel Vallejo,R,,MEX,39.7,7-6(4) 6-1,3,R32,,,,,,,,,,,,,,,,,,,,1030.0,11.0,,,Joaquin  Aguilar Cardozo 
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,104,105868,,,Wilson Leite,R,178.0,BRA,32.3,208046,7.0,,Pedro Boscardin Dias,R,180.0,BRA,21.0,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,576.0,63.0,451.0,95.0,Wilson Leite
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,105,106203,4.0,,Pedro Sakamoto,R,178.0,BRA,30.6,212745,,Q,Tadeo Meneo,U,,ARG,18.7,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,335.0,154.0,,,Pedro Sakamoto
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,106,149097,,Q,Felipe Pagnacco,U,,ARG,19.0,208364,,,Franco Roncadelli,L,185.0,URU,24.0,6-7(2) 7-5 2-0 RET,3,R32,,,,,,,,,,,,,,,,,,,,,,613.0,57.0,Felipe Pagnacco
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,107,210052,,,Nicolas Zanellato,R,168.0,BRA,22.0,200331,,,Leonardo Aboian,L,175.0,ARG,25.8,3-6 7-6(3) 5-1 RET,3,R32,,,,,,,,,,,,,,,,,,,,492.0,83.0,686.0,43.0,Nicolas Zanellato
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,108,209875,6.0,,Alex Barrena,R,175.0,ARG,21.3,210182,,WC,Mateo Del Pino,L,173.0,ARG,20.6,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,413.0,109.0,1172.0,7.0,Alex Barrena
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,109,210178,,,Juan Carlos Prado Angelo,R,185.0,BOL,18.9,210377,8.0,,Luciano Emanuel Ambrogi,R,188.0,ARG,20.2,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,609.0,57.0,456.0,94.0,Juan Carlos Prado Angelo
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,110,208668,,Q,Sean Hess,R,178.0,ARG,22.9,212746,,WC,Santiago Russo,U,,ARG,,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,1035.0,11.0,,,Sean Hess
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,111,127999,,Q,Petr Iamachkine,R,180.0,PER,27.8,210181,,WC,Tobias Franco,R,178.0,ARG,22.1,6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,,1322.0,4.0,1425.0,3.0,Petr Iamachkine
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,112,122078,3.0,,Dmitry Popko,R,191.0,KAZ,27.3,211698,,WC,Gonzalo Zeitune,R,178.0,ARG,18.7,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,309.0,177.0,1855.0,1.0,Dmitry Popko
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,113,144870,5.0,,Federico Agustin Gomez,R,191.0,ARG,27.2,209254,,,Valerio Aboian,L,183.0,ARG,21.7,7-5 4-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,352.0,144.0,481.0,87.0,Federico Agustin Gomez
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,114,106057,,,Facundo Mena,R,183.0,ARG,31.4,210510,,,Lautaro Midon,U,,ARG,19.9,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,465.0,91.0,,,Facundo Mena
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,115,202271,,,Lorenzo Joaquin Rodriguez,R,196.0,ARG,24.4,210301,,LL,Benjamin Ignacio Torres Fernandez,R,175.0,CHI,20.3,6-2 6-0,3,R32,,,,,,,,,,,,,,,,,,,,535.0,71.0,1539.0,2.0,Lorenzo Joaquin Rodriguez
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,116,208223,2.0,,Alvaro Guillen Meza,R,175.0,ECU,21.1,209402,,Q,Ezequiel Simonit,R,175.0,ARG,22.2,0-6 6-4 7-6(5),3,R32,,,,,,,,,,,,,,,,,,,,294.0,192.0,1613.0,2.0,Alvaro Guillen Meza
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,201,208119,1.0,,Liam Draxl,R,185.0,CAN,22.2,207704,,,Alex Marti Pujolras,R,185.0,ESP,25.0,6-2 6-2,3,R16,,,,,,,,,,,,,,,,,,,,302.0,184.0,471.0,90.0,Liam Draxl
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,202,212051,,Q,Joaquin  Aguilar Cardozo ,U,,URU,18.8,105868,,,Wilson Leite,R,178.0,BRA,32.3,6-1 3-0 RET,3,R16,,,,,,,,,,,,,,,,,,,,1030.0,11.0,576.0,63.0,Joaquin  Aguilar Cardozo 
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,203,106203,4.0,,Pedro Sakamoto,R,178.0,BRA,30.6,149097,,Q,Felipe Pagnacco,U,,ARG,19.0,6-1 6-1,3,R16,,,,,,,,,,,,,,,,,,,,335.0,154.0,,,Pedro Sakamoto
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,204,210052,,,Nicolas Zanellato,R,168.0,BRA,22.0,209875,6.0,,Alex Barrena,R,175.0,ARG,21.3,6-4 RET,3,R16,,,,,,,,,,,,,,,,,,,,492.0,83.0,413.0,109.0,Nicolas Zanellato
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,205,210178,,,Juan Carlos Prado Angelo,R,185.0,BOL,18.9,208668,,Q,Sean Hess,R,178.0,ARG,22.9,6-2 6-4,3,R16,,,,,,,,,,,,,,,,,,,,609.0,57.0,1035.0,11.0,Juan Carlos Prado Angelo
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,206,122078,3.0,,Dmitry Popko,R,191.0,KAZ,27.3,127999,,Q,Petr Iamachkine,R,180.0,PER,27.8,6-1 6-1,3,R16,,,,,,,,,,,,,,,,,,,,309.0,177.0,1322.0,4.0,Dmitry Popko
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,207,144870,5.0,,Federico Agustin Gomez,R,191.0,ARG,27.2,106057,,,Facundo Mena,R,183.0,ARG,31.4,7-6(4) 2-6 6-0,3,R16,,,,,,,,,,,,,,,,,,,,352.0,144.0,465.0,91.0,Federico Agustin Gomez
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,208,208223,2.0,,Alvaro Guillen Meza,R,175.0,ECU,21.1,202271,,,Lorenzo Joaquin Rodriguez,R,196.0,ARG,24.4,6-4 7-5,3,R16,,,,,,,,,,,,,,,,,,,,294.0,192.0,535.0,71.0,Alvaro Guillen Meza
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,301,208119,1.0,,Liam Draxl,R,185.0,CAN,22.2,212051,,Q,Joaquin  Aguilar Cardozo ,U,,URU,18.8,7-6(5) 0-6 7-6(4),3,QF,,,,,,,,,,,,,,,,,,,,302.0,184.0,1030.0,11.0,Liam Draxl
2024-M-ITF-ARG-2024-001,M25 Tucuman,Clay,32,25,20240226,302,106203,4.0,,Pedro Sakamoto,R,178.0,BRA,30.6,210052,,,Nicolas Zanellato,R,168.0,BRA,22.0,6-1 7-5,3,QF,,,,,,,,,,,,,,,,,,,,335.0,154.0,492.0,83.0,Pedro Sakamoto
