Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
2024-01-01,DAL,TOR,3,5,A,1,1,D
2024-01-01,MIN,FLA,1,6,A,1,2,A
2024-01-01,UTA,VAN,3,2,H,0,0,D
2024-01-01,ANA,WPG,3,2,H,0,0,D
2024-01-01,TBL,STL,3,1,H,1,0,H
2024-01-01,PHI,LAK,3,7,A,1,1,D
2024-01-01,CBJ,NJD,4,2,H,1,0,H
2024-01-01,NSH,PIT,4,5,A,2,1,H
2024-01-01,CHI,SEA,3,1,H,0,0,D
2024-01-01,CGY,OTT,2,3,A,1,1,D
2024-01-01,EDM,BOS,3,2,H,0,2,A
2024-01-01,VGK,VAN,3,1,H,0,1,A
2024-01-01,SJS,COL,2,4,A,0,1,A
2024-01-01,BUF,TOR,3,6,A,0,2,A
2024-01-01,DET,MTL,3,4,A,2,2,D
2024-01-01,FLA,STL,2,1,H,0,1,A
2024-01-01,WSH,CAR,3,1,H,1,0,H
2024-01-01,DAL,NYR,1,3,A,1,2,A
2024-01-01,MIN,UTA,1,2,A,1,1,D
2024-01-01,ANA,COL,2,4,A,0,0,D
2024-01-01,NSH,LAK,3,2,H,1,0,H
2024-01-01,CGY,CHI,6,4,H,2,0,H
2024-01-01,EDM,SJS,3,2,H,1,2,A
2024-01-01,BOS,BUF,3,1,H,1,0,H
2024-01-01,TOR,NYI,3,6,A,1,3,A
2024-01-01,MTL,DET,5,1,H,3,1,H
2024-01-01,NJD,PIT,3,0,H,0,0,D
2024-01-01,PHI,CBJ,5,4,H,0,1,A
2024-01-01,WPG,MIN,5,0,H,2,0,H
2024-01-01,VAN,OTT,4,5,A,2,2,D
2024-01-01,VGK,SEA,6,2,H,3,1,H
2024-01-01,NYR,CAR,1,3,A,1,0,H
2024-01-01,TBL,FLA,2,4,A,1,1,D
2024-01-01,WSH,LAK,3,1,H,1,0,H
2024-01-01,UTA,ANA,4,4,D,2,1,H
2024-01-01,COL,SEA,5,2,H,1,1,D
2024-01-01,EDM,OTT,3,1,H,1,0,H
2024-01-01,NJD,NYR,5,0,H,1,0,H
2024-01-01,TOR,WPG,2,5,A,0,1,A
2024-01-01,BOS,WSH,4,1,H,1,0,H
2024-01-01,DET,STL,0,4,A,0,1,A
2024-01-01,FLA,TBL,0,4,A,0,3,A
2024-01-01,PIT,PHI,7,3,H,4,1,H
2024-01-01,CBJ,MTL,5,4,H,2,0,H
2024-01-01,NYI,BUF,1,7,A,0,2,A
2024-01-01,NSH,CAR,5,2,H,1,0,H
2024-01-01,MIN,CHI,4,3,H,1,1,D
2024-01-01,VAN,SJS,4,3,H,1,1,D
2024-01-01,UTA,DAL,2,3,A,1,1,D
2024-01-01,VGK,ANA,3,1,H,1,0,H
2024-01-01,BUF,CHI,6,2,H,4,0,H
2024-01-01,DET,TOR,2,5,A,0,3,A
2024-01-01,NJD,CAR,4,2,H,2,1,H
2024-01-01,CBJ,BOS,6,2,H,1,1,D
2024-01-01,STL,NSH,7,4,H,4,2,H
2024-01-01,DAL,MIN,2,3,A,1,0,H
2024-01-01,UTA,COL,1,4,A,0,0,D
2024-01-01,SJS,VGK,3,6,A,1,1,D
2024-01-01,FLA,MTL,0,4,A,0,0,D
2024-01-01,VAN,SEA,4,5,A,1,0,H
2024-01-01,ANA,PHI,1,3,A,0,0,D
2024-01-01,LAK,EDM,4,3,H,2,1,H
2024-01-01,BOS,CBJ,4,0,H,1,0,H
2024-01-01,TOR,WSH,2,5,A,1,2,A
2024-01-01,TBL,NYR,6,2,H,2,1,H
2024-01-01,CAR,NJD,5,2,H,0,0,D
2024-01-01,WPG,OTT,4,2,H,0,1,A
2024-01-01,NYI,PIT,6,3,H,1,1,D
2024-01-01,SJS,CGY,1,3,A,0,1,A
2024-01-01,CHI,DAL,1,5,A,1,1,D
2024-01-01,ANA,EDM,5,3,H,1,2,A
2024-01-01,DET,WSH,4,2,H,4,1,H
2024-01-01,TBL,MTL,2,5,A,0,1,A
2024-01-01,PIT,NYI,3,2,H,1,0,H
2024-01-01,STL,BUF,2,4,A,1,2,A
2024-01-01,MIN,OTT,1,3,A,1,0,H
2024-01-01,VGK,CGY,3,0,H,0,0,D
2024-01-01,LAK,PHI,5,4,H,2,2,D
2024-01-01,FLA,NYR,5,3,H,2,0,H
2024-01-01,WPG,NSH,3,0,H,0,0,D
2024-01-01,SEA,UTA,5,2,H,2,1,H
2024-01-01,WSH,BOS,3,1,H,2,1,H
2024-01-01,TOR,NYI,3,1,H,1,0,H
2024-01-01,VGK,MTL,2,3,A,2,0,H
2024-01-01,CHI,STL,2,6,A,1,2,A
2024-01-01,DET,PIT,4,2,H,1,1,D
2024-01-01,CBJ,CAR,3,3,D,2,1,H
2024-01-01,DAL,BUF,4,2,H,0,0,D
2024-01-01,MIN,NSH,5,3,H,1,2,A
2024-01-01,COL,WPG,5,2,H,1,0,H
2024-01-01,ANA,NJD,3,2,H,1,0,H
2024-01-01,SJS,PHI,0,4,A,0,1,A
2024-01-01,CGY,VAN,3,1,H,1,0,H
2024-01-01,EDM,UTA,4,1,H,1,1,D
2024-01-01,LAK,NJD,3,0,H,0,0,D
2024-01-01,FLA,CAR,1,3,A,0,1,A
2024-01-01,NYR,BOS,2,1,H,2,0,H
2024-01-01,WSH,MIN,3,3,D,1,2,A
2024-01-01,CBJ,DET,4,5,A,1,3,A
2024-01-01,NYI,TOR,1,2,A,0,0,D
2024-01-01,DAL,OTT,4,2,H,1,2,A
2024-01-01,WPG,ANA,3,4,A,2,1,H
2024-01-01,COL,BUF,6,5,H,0,2,A
2024-01-01,CGY,UTA,3,5,A,1,1,D
2024-01-01,VGK,PHI,5,2,H,0,1,A
2024-01-01,SEA,VAN,3,3,D,1,1,D
2024-01-01,SJS,TBL,2,1,H,1,0,H
2024-01-01,FLA,PIT,2,2,D,0,0,D
2024-01-01,CHI,MTL,4,2,H,1,1,D
2024-01-01,STL,OTT,4,0,H,2,0,H
2024-01-01,EDM,ANA,3,2,H,1,0,H
2024-01-01,VAN,NSH,0,3,A,0,0,D
2024-01-01,WSH,NYR,7,4,H,1,1,D
2024-01-01,WPG,DET,2,4,A,0,1,A
2024-01-01,SJS,NJD,3,2,H,1,0,H
2024-01-01,TOR,BOS,6,4,H,1,0,H
2024-01-01,CAR,MIN,0,4,A,0,1,A
2024-01-01,CBJ,STL,6,4,H,1,0,H
2024-01-01,COL,MTL,1,1,D,1,0,H
2024-01-01,CGY,NSH,1,4,A,0,0,D
2024-01-01,DAL,UTA,3,2,H,0,0,D
2024-01-01,LAK,TBL,2,1,H,1,1,D
2024-01-01,VGK,BUF,3,1,H,2,0,H
2024-01-01,SEA,EDM,2,4,A,0,2,A
2024-01-01,CHI,NYR,2,6,A,1,2,A
2024-01-01,BOS,NYI,4,5,A,1,2,A
2024-01-01,CAR,PIT,4,3,H,0,2,A
2024-01-01,TOR,PHI,3,2,H,2,1,H
2024-01-01,ANA,TBL,4,1,H,2,0,H
2024-01-01,BUF,WSH,3,3,D,1,1,D
2024-01-01,MTL,VAN,5,4,H,1,1,D
2024-01-01,COL,FLA,3,1,H,0,1,A
2024-01-01,SEA,NJD,2,3,A,1,1,D
2024-01-01,BOS,EDM,0,4,A,0,1,A
2024-01-01,DET,OTT,3,2,H,1,0,H
2024-01-01,NYR,DAL,4,5,A,3,2,H
2024-01-01,PHI,TOR,2,3,A,1,0,H
2024-01-01,PIT,CBJ,3,3,D,0,1,A
2024-01-01,MIN,STL,6,4,H,2,1,H
2024-01-01,WPG,NSH,5,2,H,3,0,H
2024-01-01,ANA,CGY,2,3,A,0,1,A
2024-01-01,SJS,VGK,2,4,A,0,2,A
2024-01-01,WSH,VAN,2,1,H,1,0,H
2024-01-01,CHI,COL,3,1,H,1,1,D
2024-01-01,UTA,FLA,1,4,A,0,0,D
2024-01-01,LAK,CGY,1,5,A,0,0,D
2024-01-01,OTT,BUF,0,4,A,0,2,A
2024-01-01,TBL,BOS,4,1,H,0,0,D
2024-01-01,NYR,NJD,3,2,H,1,0,H
2024-01-01,PHI,DAL,1,4,A,0,2,A
2024-01-01,PIT,EDM,5,3,H,4,1,H
2024-01-01,CAR,TOR,6,3,H,2,2,D
2024-01-01,CBJ,SEA,6,2,H,1,1,D
2024-01-01,STL,ANA,6,2,H,4,1,H
2024-01-01,MIN,COL,1,6,A,1,2,A
2024-01-01,VGK,NYI,0,4,A,0,1,A
2024-01-01,DET,CHI,5,3,H,1,1,D
2024-01-01,WSH,MTL,2,3,A,1,0,H
2024-01-01,CAR,VAN,2,0,H,1,0,H
2024-01-01,WPG,LAK,1,2,A,0,0,D
2024-01-01,UTA,SJS,2,1,H,0,1,A
2024-01-01,FLA,BOS,3,4,A,1,1,D
2024-01-01,BUF,SEA,2,6,A,2,0,H
2024-01-01,PIT,OTT,0,5,A,0,3,A
2024-01-01,TOR,VAN,0,3,A,0,1,A
2024-01-01,MTL,DAL,1,1,D,0,0,D
2024-01-01,NJD,TBL,3,2,H,1,1,D
2024-01-01,PHI,ANA,6,0,H,2,0,H
2024-01-01,CHI,EDM,3,4,A,2,0,H
2024-01-01,STL,CBJ,1,2,A,0,1,A
2024-01-01,WPG,COL,3,0,H,1,0,H
2024-01-01,NSH,WSH,1,4,A,0,0,D
2024-01-01,UTA,NYI,1,2,A,0,0,D
2024-01-01,CGY,LAK,2,1,H,0,1,A
2024-01-01,VGK,NYR,1,2,A,0,0,D
2024-01-01,SJS,MIN,1,3,A,0,1,A
2024-01-01,DET,SEA,6,2,H,4,0,H
2024-01-01,OTT,DAL,3,2,H,0,1,A
2024-01-01,PIT,TBL,2,5,A,1,0,H
2024-01-01,CAR,ANA,2,3,A,0,1,A
2024-01-01,VGK,MIN,4,1,H,0,1,A
2024-01-01,PHI,FLA,4,3,H,0,2,A
2024-01-01,CHI,CGY,2,5,A,1,3,A
2024-01-01,EDM,LAK,1,0,H,0,0,D
2024-01-01,BOS,TBL,6,2,H,2,0,H
2024-01-01,TOR,DAL,1,4,A,1,1,D
2024-01-01,DET,SJS,3,6,A,0,2,A
2024-01-01,NJD,FLA,1,1,D,0,0,D
2024-01-01,PIT,SEA,2,4,A,1,1,D
2024-01-01,WSH,ANA,3,0,H,2,0,H
2024-01-01,CBJ,PHI,2,2,D,1,1,D
2024-01-01,NYI,OTT,0,2,A,0,0,D
2024-01-01,STL,CGY,2,1,H,1,0,H
2024-01-01,NSH,VGK,5,3,H,2,0,H
2024-01-01,WPG,VAN,6,1,H,3,0,H
2024-01-01,COL,NYR,3,2,H,1,1,D
2024-01-01,UTA,MTL,3,5,A,2,1,H
2024-01-01,BUF,CAR,4,2,H,1,0,H
2024-01-01,MIN,EDM,3,5,A,2,2,D
2024-01-01,TOR,NJD,4,3,H,0,1,A
2024-01-01,OTT,WSH,0,1,A,0,0,D
2024-01-01,TBL,ANA,3,3,D,1,1,D
2024-01-01,FLA,DET,2,5,A,1,1,D
2024-01-01,CBJ,SJS,4,1,H,2,0,H
2024-01-01,NYI,PHI,3,5,A,1,0,H
2024-01-01,STL,CGY,4,1,H,3,0,H
2024-01-01,NSH,CHI,2,2,D,1,0,H
2024-01-01,DAL,MTL,1,3,A,1,1,D
2024-01-01,WPG,SEA,2,1,H,0,1,A
2024-01-01,UTA,NYR,3,5,A,2,2,D
2024-01-01,COL,EDM,3,4,A,3,1,H
2024-01-01,VAN,LAK,1,5,A,0,3,A
2024-01-01,BUF,PIT,2,5,A,1,0,H
2024-01-01,CAR,VGK,3,2,H,0,0,D
2024-01-01,NJD,PHI,1,3,A,1,0,H
2024-01-01,OTT,BOS,5,5,D,2,2,D
2024-01-01,COL,DAL,6,3,H,1,1,D
2024-01-01,FLA,ANA,3,0,H,0,0,D
2024-01-01,MTL,TOR,3,7,A,3,0,H
2024-01-01,TBL,DET,5,1,H,1,0,H
2024-01-01,NYR,CBJ,0,0,D,0,0,D
2024-01-01,WSH,PIT,4,1,H,1,0,H
2024-01-01,WPG,CGY,1,3,A,0,1,A
2024-01-01,NYI,SJS,4,1,H,0,0,D
2024-01-01,CHI,VGK,5,3,H,3,1,H
2024-01-01,NSH,MIN,6,2,H,2,1,H
2024-01-01,UTA,STL,4,2,H,3,1,H
2024-01-01,VAN,EDM,3,2,H,3,0,H
2024-01-01,SEA,LAK,4,2,H,2,2,D
2024-01-01,NJD,OTT,1,2,A,0,0,D
2024-01-01,MTL,NYR,5,4,H,1,2,A
2024-01-01,DAL,DET,4,1,H,3,0,H
2024-01-01,BOS,SJS,6,3,H,1,1,D
2024-01-01,COL,MIN,1,3,A,0,1,A
2024-01-01,SEA,BUF,6,4,H,2,1,H
2024-01-01,VGK,STL,4,4,D,1,2,A
2024-01-01,TOR,TBL,5,3,H,1,0,H
2024-01-01,NYI,CBJ,3,1,H,0,1,A
2024-01-01,CHI,CAR,3,4,A,2,0,H
2024-01-01,UTA,WPG,5,2,H,0,0,D
2024-01-01,LAK,PIT,1,5,A,0,2,A
2024-01-01,MTL,TBL,3,2,H,0,1,A
2024-01-01,NYR,OTT,5,0,H,1,0,H
2024-01-01,PHI,DET,2,1,H,0,0,D
2024-01-01,NSH,SJS,7,5,H,1,4,A
2024-01-01,DAL,CAR,1,2,A,0,0,D
2024-01-01,EDM,WSH,2,3,A,1,1,D
2024-01-01,VAN,BUF,2,3,A,0,1,A
2024-01-01,ANA,FLA,2,5,A,2,3,A
2024-01-01,TOR,CBJ,1,5,A,0,1,A
2024-01-01,NJD,BOS,5,1,H,0,1,A
2024-01-01,COL,WPG,2,3,A,0,0,D
2024-01-01,LAK,FLA,2,1,H,0,0,D
2024-01-01,BOS,OTT,2,0,H,0,0,D
2024-01-01,DET,MTL,4,2,H,2,0,H
2024-01-01,NYR,PHI,6,1,H,2,1,H
2024-01-01,CAR,CBJ,7,4,H,0,2,A
2024-01-01,STL,VGK,2,4,A,1,2,A
2024-01-01,MIN,UTA,0,4,A,0,2,A
2024-01-01,CGY,BUF,5,2,H,1,0,H
2024-01-01,EDM,VAN,6,2,H,3,0,H
2024-01-01,ANA,PIT,5,1,H,2,0,H
2024-01-01,SEA,WSH,0,3,A,0,0,D
2024-01-01,SJS,NSH,5,6,A,2,3,A
2024-01-01,NYI,PHI,3,1,H,2,1,H
2024-01-01,CHI,TBL,3,4,A,2,1,H
2024-01-01,DAL,VGK,4,3,H,1,1,D
2024-01-01,WPG,UTA,5,2,H,1,0,H
2024-01-01,BOS,COL,3,1,H,0,0,D
2024-01-01,EDM,BUF,3,2,H,1,1,D
2024-01-01,SEA,PIT,4,1,H,0,0,D
2024-01-01,MTL,NJD,3,4,A,0,2,A
2024-01-01,OTT,TOR,2,1,H,1,1,D
2024-01-01,DET,TBL,2,0,H,0,0,D
2024-01-01,CBJ,LAK,3,2,H,1,1,D
2024-01-01,STL,DAL,0,2,A,0,2,A
2024-01-01,MIN,CGY,4,5,A,1,1,D
2024-01-01,NYI,CAR,3,2,H,1,2,A
2024-01-01,VAN,WSH,2,1,H,1,0,H
2024-01-01,ANA,NSH,5,2,H,2,1,H
2024-01-01,SJS,FLA,2,7,A,2,3,A
2024-01-01,NYR,COL,4,5,A,2,3,A
2024-01-01,OTT,UTA,3,1,H,0,0,D
2024-01-01,WPG,CGY,5,2,H,1,0,H
2024-01-01,CHI,MIN,2,4,A,0,2,A
2024-01-01,VGK,FLA,4,1,H,1,0,H
2024-01-01,DET,LAK,5,2,H,1,2,A
2024-01-01,PHI,NJD,4,2,H,2,0,H
2024-01-01,STL,VAN,2,5,A,0,2,A
2024-01-01,EDM,SEA,4,2,H,1,2,A
2024-01-01,SJS,PIT,2,1,H,0,0,D
2024-01-01,BUF,BOS,7,2,H,1,1,D
2024-01-01,MTL,WPG,1,4,A,1,1,D
2024-01-01,TBL,CHI,1,4,A,1,0,H
2024-01-01,NYR,CAR,0,4,A,0,1,A
2024-01-01,NYI,COL,5,2,H,0,0,D
2024-01-01,CGY,WSH,1,3,A,0,1,A
2024-01-01,VGK,DAL,3,4,A,2,1,H
2024-01-01,SEA,ANA,4,6,A,3,2,H
2024-01-01,TOR,MIN,1,3,A,0,2,A
2024-01-01,FLA,LAK,3,0,H,1,0,H
2024-01-01,NJD,PHI,5,0,H,0,0,D
2024-01-01,NSH,VAN,1,3,A,1,1,D
2024-01-01,UTA,PIT,2,3,A,1,0,H
2024-01-01,BOS,WPG,2,6,A,1,2,A
2024-01-01,MTL,MIN,0,4,A,0,0,D
2024-01-01,OTT,WSH,4,4,D,0,0,D
2024-01-01,TBL,LAK,3,0,H,1,0,H
2024-01-01,PHI,NYI,0,3,A,0,0,D
2024-01-01,CAR,CHI,3,2,H,1,1,D
2024-01-01,CGY,ANA,4,1,H,0,1,A
2024-01-01,EDM,DET,2,2,D,2,0,H
2024-01-01,VGK,CBJ,1,2,A,1,1,D
2024-01-01,SEA,SJS,6,2,H,1,1,D
2024-01-01,BUF,NSH,4,3,H,2,2,D
2024-01-01,DAL,VAN,5,3,H,1,0,H
2024-01-01,COL,STL,5,0,H,4,0,H
2024-01-01,UTA,CBJ,2,3,A,0,0,D
2024-01-01,FLA,CHI,5,1,H,2,1,H
2024-01-01,BOS,NYR,6,3,H,2,1,H
2024-01-01,OTT,MIN,6,0,H,1,0,H
2024-01-01,TBL,NYI,2,3,A,0,0,D
2024-01-01,PIT,NSH,3,0,H,1,0,H
2024-01-01,WSH,WPG,4,5,A,0,2,A
2024-01-01,CAR,LAK,2,4,A,1,1,D
2024-01-01,EDM,TOR,3,4,A,0,3,A
2024-01-01,CGY,DET,1,3,A,0,2,A
2024-01-01,BUF,NJD,4,3,H,3,0,H
2024-01-01,COL,PHI,2,0,H,0,0,D
2024-01-01,ANA,MTL,3,2,H,0,2,A
2024-01-01,FLA,NYI,6,3,H,2,0,H
2024-01-01,NYR,VGK,4,2,H,0,1,A
2024-01-01,DAL,CBJ,5,3,H,1,1,D
2024-01-01,UTA,STL,1,2,A,0,1,A
2024-01-01,VAN,DET,2,3,A,1,1,D
2024-01-01,SEA,CGY,2,3,A,0,3,A
2024-01-01,NSH,OTT,2,5,A,0,0,D
2024-01-01,BOS,MIN,3,0,H,0,0,D
2024-01-01,BUF,CBJ,3,2,H,1,0,H
2024-01-01,TBL,OTT,4,3,H,0,1,A
2024-01-01,PIT,NJD,2,2,D,0,1,A
2024-01-01,WSH,FLA,6,3,H,1,1,D
2024-01-01,NYI,VGK,2,1,H,1,0,H
2024-01-01,STL,EDM,2,3,A,0,0,D
2024-01-01,WPG,CAR,3,0,H,1,0,H
2024-01-01,CGY,TOR,3,6,A,1,0,H
2024-01-01,UTA,PHI,3,2,H,0,1,A
2024-01-01,VAN,COL,3,0,H,0,0,D
2024-01-01,ANA,DAL,2,1,H,1,0,H
2024-01-01,SEA,DET,4,4,D,1,2,A
2024-01-01,SJS,MTL,3,4,A,1,0,H
2024-01-01,NYR,BOS,3,2,H,0,0,D
2024-01-01,CHI,EDM,3,4,A,0,0,D
2024-01-01,LAK,MTL,5,3,H,1,0,H
2024-01-01,TBL,OTT,5,1,H,1,0,H
2024-01-01,NJD,VGK,1,3,A,0,0,D
2024-01-01,PHI,WSH,3,4,A,1,1,D
2024-01-01,CBJ,UTA,2,3,A,1,0,H
2024-01-01,STL,FLA,2,3,A,1,2,A
2024-01-01,MIN,CAR,2,1,H,1,0,H
2024-01-01,CGY,COL,2,4,A,1,0,H
2024-01-01,SEA,TOR,1,3,A,0,2,A
2024-01-01,SJS,VAN,1,1,D,0,0,D
2024-01-01,NYR,PIT,2,3,A,1,0,H
2024-01-01,WPG,NYI,4,3,H,1,2,A
2024-01-01,CHI,NSH,6,2,H,2,1,H
2024-01-01,EDM,COL,4,5,A,2,3,A
2024-01-01,LAK,DAL,4,4,D,1,1,D
2024-01-01,MTL,NJD,0,4,A,0,1,A
2024-01-01,DET,TBL,3,6,A,2,4,A
2024-01-01,CAR,UTA,7,3,H,1,1,D
2024-01-01,BOS,VGK,3,4,A,2,1,H
2024-01-01,FLA,OTT,5,1,H,0,1,A
2024-01-01,PHI,PIT,3,2,H,1,0,H
2024-01-01,CBJ,NYR,3,4,A,2,1,H
2024-01-01,STL,CHI,5,5,D,0,2,A
2024-01-01,VAN,TOR,2,1,H,1,0,H
2024-01-01,NSH,BUF,6,4,H,2,2,D
2024-01-01,MIN,NYI,6,3,H,1,1,D
2024-01-01,CGY,SEA,2,3,A,0,0,D
2024-01-01,LAK,ANA,1,1,D,0,0,D
2024-01-01,SJS,DAL,3,8,A,2,3,A
2024-01-01,WSH,UTA,4,4,D,2,3,A
2024-01-01,MTL,TBL,3,5,A,1,2,A
2024-01-01,PHI,EDM,6,3,H,1,2,A
2024-01-01,PIT,WSH,3,8,A,1,1,D
2024-01-01,DET,MIN,3,4,A,1,0,H
2024-01-01,BUF,NYR,8,2,H,5,0,H
2024-01-01,FLA,SEA,1,2,A,0,1,A
2024-01-01,NJD,DAL,2,4,A,0,2,A
2024-01-01,NSH,COL,2,1,H,0,0,D
2024-01-01,BOS,ANA,2,3,A,0,2,A
2024-01-01,TOR,CAR,6,3,H,4,0,H
2024-01-01,OTT,MTL,2,5,A,2,3,A
2024-01-01,CBJ,CHI,5,1,H,1,0,H
2024-01-01,STL,WPG,3,3,D,1,1,D
2024-01-01,LAK,UTA,5,3,H,1,1,D
2024-01-01,VGK,VAN,3,1,H,0,0,D
2024-01-01,WSH,EDM,7,3,H,2,1,H
2024-01-01,PIT,NYR,3,5,A,1,1,D
2024-01-01,DET,ANA,5,4,H,3,1,H
2024-01-01,TBL,SEA,4,1,H,0,0,D
2024-01-01,STL,COL,3,1,H,0,1,A
2024-01-01,NSH,NJD,0,5,A,0,1,A
2024-01-01,CHI,TOR,2,5,A,1,0,H
2024-01-01,NYI,DAL,3,4,A,0,1,A
2024-01-01,CGY,SJS,3,2,H,1,1,D
2024-01-01,UTA,VAN,2,1,H,0,0,D
2024-01-01,WPG,SJS,2,1,H,0,1,A
2024-01-01,LAK,VGK,5,2,H,1,0,H
2024-01-01,BOS,TOR,4,5,A,2,0,H
2024-01-01,BUF,ANA,3,2,H,0,1,A
2024-01-01,MTL,CAR,4,0,H,2,0,H
2024-01-01,TBL,EDM,4,1,H,1,1,D
2024-01-01,PHI,PIT,6,1,H,2,0,H
2024-01-01,WSH,CGY,1,3,A,0,2,A
2024-01-01,CBJ,DAL,6,4,H,2,1,H
2024-01-01,NYI,NYR,1,5,A,1,3,A
2024-01-01,STL,SEA,7,2,H,2,0,H
2024-01-01,NSH,FLA,1,4,A,0,1,A
2024-01-01,MIN,DET,2,3,A,2,0,H
2024-01-01,UTA,CHI,2,1,H,0,1,A
2024-01-01,OTT,WPG,1,4,A,0,2,A
2024-01-01,COL,NJD,5,1,H,1,0,H
2024-01-01,LAK,VAN,2,3,A,0,1,A
2024-01-01,BOS,NYI,1,2,A,0,1,A
2024-01-01,MTL,SJS,4,3,H,2,2,D
2024-01-01,DET,CBJ,2,5,A,0,0,D
2024-01-01,TBL,CGY,3,0,H,1,0,H
2024-01-01,FLA,EDM,4,3,H,1,1,D
2024-01-01,PIT,PHI,5,4,H,0,1,A
2024-01-01,WSH,STL,2,5,A,1,2,A
2024-01-01,CAR,BUF,5,2,H,3,1,H
2024-01-01,NSH,WPG,2,1,H,2,1,H
2024-01-01,UTA,MIN,6,1,H,2,0,H
2024-01-01,VGK,CHI,7,5,H,5,1,H
2024-01-01,ANA,VAN,5,2,H,0,2,A
2024-01-01,NYR,TOR,2,3,A,1,1,D
2024-01-01,DAL,LAK,6,2,H,3,1,H
2024-01-01,COL,MIN,5,2,H,1,2,A
2024-01-01,CBJ,DET,5,3,H,0,0,D
2024-01-01,NYI,NSH,7,4,H,3,0,H
2024-01-01,WSH,TBL,1,3,A,0,1,A
2024-01-01,FLA,CGY,3,0,H,0,0,D
2024-01-01,PIT,BOS,2,3,A,0,2,A
2024-01-01,BUF,MTL,2,4,A,0,0,D
2024-01-01,OTT,SJS,5,3,H,1,0,H
2024-01-01,CAR,EDM,1,3,A,0,1,A
2024-01-01,WPG,PHI,1,1,D,1,0,H
2024-01-01,STL,LAK,4,1,H,2,1,H
2024-01-01,UTA,NJD,1,3,A,0,1,A
2024-01-01,ANA,CHI,3,6,A,0,0,D
2024-01-01,SEA,VAN,6,3,H,1,2,A
2024-01-01,PIT,TOR,5,6,A,3,2,H
2024-01-01,MIN,BOS,1,0,H,0,0,D
2024-01-01,CAR,CGY,2,1,H,0,0,D
2024-01-01,DAL,STL,6,3,H,3,2,H
2024-01-01,NYR,NSH,4,0,H,1,0,H
2024-01-01,VGK,NJD,2,0,H,0,0,D
2024-01-01,WSH,OTT,4,4,D,2,0,H
2024-01-01,MTL,BUF,4,3,H,3,0,H
2024-01-01,FLA,TBL,2,1,H,0,0,D
2024-01-01,NYR,NYI,4,0,H,2,0,H
2024-01-01,TOR,SJS,2,2,D,0,0,D
2024-01-01,CHI,LAK,5,1,H,1,1,D
2024-01-01,BOS,NSH,3,6,A,1,2,A
2024-01-01,BUF,SJS,2,6,A,0,0,D
2024-01-01,DET,CAR,1,2,A,0,1,A
2024-01-01,TBL,CBJ,6,2,H,2,1,H
2024-01-01,PHI,CGY,3,6,A,2,4,A
2024-01-01,NYI,WPG,3,2,H,1,0,H
2024-01-01,DAL,NJD,4,3,H,1,0,H
2024-01-01,COL,PIT,4,1,H,0,0,D
2024-01-01,EDM,ANA,2,6,A,1,4,A
2024-01-01,SEA,MIN,3,4,A,1,2,A
2024-01-01,NYR,WSH,2,3,A,1,1,D
2024-01-01,CHI,OTT,3,4,A,2,2,D
2024-01-01,VGK,TOR,5,2,H,3,0,H
2024-01-01,VAN,ANA,3,2,H,0,1,A
2024-01-01,LAK,STL,2,2,D,1,1,D
2024-01-01,DET,UTA,2,4,A,2,1,H
2024-01-01,TBL,BUF,6,5,H,2,3,A
2024-01-01,FLA,CBJ,3,0,H,1,0,H
2024-01-01,PHI,WPG,1,4,A,0,2,A
2024-01-01,CAR,BOS,3,2,H,1,1,D
2024-01-01,NSH,SEA,5,3,H,1,1,D
2024-01-01,DAL,CGY,3,2,H,0,1,A
2024-01-01,EDM,MTL,3,2,H,1,1,D
2024-01-01,COL,SJS,7,3,H,3,1,H
2024-01-01,NJD,WPG,1,6,A,0,1,A
2024-01-01,WSH,DET,5,2,H,1,2,A
2024-01-01,CHI,UTA,3,3,D,0,1,A
2024-01-01,VAN,MIN,3,1,H,1,0,H
2024-01-01,VGK,PIT,4,0,H,1,0,H
2024-01-01,ANA,STL,3,4,A,1,1,D
2024-01-01,OTT,NYR,4,3,H,0,1,A
2024-01-01,PHI,SEA,1,4,A,1,0,H
2024-01-01,TBL,BOS,0,4,A,0,0,D
2024-01-01,FLA,BUF,4,0,H,1,0,H
2024-01-01,COL,TOR,7,4,H,2,3,A
2024-01-01,CGY,MTL,1,0,H,0,0,D
2024-01-01,NSH,CHI,3,2,H,0,0,D
2024-01-01,LAK,STL,2,1,H,1,0,H
2024-01-01,EDM,DAL,5,4,H,3,1,H
2024-01-01,SJS,NYI,2,4,A,0,2,A
2024-01-01,PHI,NJD,1,3,A,0,1,A
2024-01-01,WSH,SEA,4,2,H,0,1,A
2024-01-01,MIN,PIT,1,3,A,0,0,D
2024-01-01,CAR,WPG,4,2,H,1,0,H
2024-01-01,NYR,CBJ,3,7,A,1,1,D
2024-01-01,VGK,LAK,5,6,A,0,2,A
2024-01-01,VAN,DAL,1,4,A,0,0,D
2024-01-01,ANA,NYI,4,1,H,1,0,H
2024-01-01,BUF,EDM,3,2,H,1,0,H
2024-01-01,OTT,DET,2,1,H,0,0,D
2024-01-01,COL,CHI,3,0,H,0,0,D
2024-01-01,UTA,TOR,3,3,D,0,2,A
2024-01-01,BOS,FLA,3,2,H,0,1,A
2024-01-01,NJD,CBJ,5,3,H,3,0,H
