Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
2024-01-01,PHI,OTT,2,5,A,0,1,A
2024-01-01,PIT,VGK,3,2,H,1,0,H
2024-01-01,CAR,TBL,4,1,H,1,0,H
2024-01-01,MIN,COL,1,1,D,0,0,D
2024-01-01,WPG,NYR,2,1,H,1,1,D
2024-01-01,VAN,MTL,2,4,A,0,2,A
2024-01-01,ANA,WSH,4,7,A,2,2,D
2024-01-01,LAK,NYI,4,1,H,1,0,H
2024-01-01,SJS,NSH,2,3,A,0,0,D
2024-01-01,DET,BUF,7,3,H,3,2,H
2024-01-01,CGY,VAN,3,3,D,1,1,D
2024-01-01,UTA,ANA,3,2,H,1,0,H
2024-01-01,SEA,MTL,5,4,H,1,0,H
2024-01-01,TOR,FLA,2,3,A,1,1,D
2024-01-01,OTT,BOS,6,3,H,4,1,H
2024-01-01,NJD,EDM,3,2,H,0,0,D
2024-01-01,PHI,TBL,3,3,D,1,1,D
2024-01-01,PIT,STL,5,3,H,1,0,H
2024-01-01,CBJ,VGK,0,4,A,0,2,A
2024-01-01,MIN,NYR,2,3,A,0,0,D
2024-01-01,LAK,WSH,3,0,H,1,0,H
2024-01-01,SJS,CHI,4,2,H,2,0,H
2024-01-01,CAR,DET,4,2,H,0,1,A
2024-01-01,NYI,EDM,1,2,A,0,0,D
2024-01-01,WPG,DAL,4,1,H,2,0,H
2024-01-01,CGY,COL,2,4,A,0,1,A
2024-01-01,ANA,NSH,2,1,H,0,0,D
2024-01-01,SEA,UTA,4,2,H,1,1,D
2024-01-01,BUF,VGK,3,3,D,0,1,A
2024-01-01,PIT,NJD,7,3,H,2,1,H
2024-01-01,SJS,WSH,1,5,A,0,3,A
2024-01-01,BOS,TBL,2,6,A,1,1,D
2024-01-01,TOR,OTT,2,4,A,0,0,D
2024-01-01,MTL,FLA,3,1,H,2,0,H
2024-01-01,PHI,CAR,0,5,A,0,2,A
2024-01-01,CBJ,NYR,0,4,A,0,1,A
2024-01-01,MIN,STL,1,5,A,0,1,A
2024-01-01,LAK,NSH,1,0,H,0,0,D
2024-01-01,VAN,CHI,6,2,H,2,0,H
2024-01-01,DET,VGK,3,0,H,0,0,D
2024-01-01,COL,DAL,4,3,H,1,1,D
2024-01-01,STL,ANA,7,2,H,2,0,H
2024-01-01,NYR,EDM,1,3,A,0,1,A
2024-01-01,NYI,FLA,4,2,H,0,0,D
2024-01-01,VAN,UTA,1,3,A,0,0,D
2024-01-01,SEA,WPG,2,3,A,2,1,H
2024-01-01,BOS,BUF,2,3,A,2,1,H
2024-01-01,TBL,PHI,2,0,H,1,0,H
2024-01-01,CBJ,NJD,1,2,A,0,0,D
2024-01-01,TOR,CGY,6,2,H,1,1,D
2024-01-01,MIN,LAK,3,1,H,0,1,A
2024-01-01,MTL,OTT,6,3,H,1,1,D
2024-01-01,NYR,CGY,1,2,A,1,2,A
2024-01-01,PIT,NYI,2,4,A,2,0,H
2024-01-01,WSH,DET,4,1,H,1,1,D
2024-01-01,NSH,STL,1,4,A,0,2,A
2024-01-01,DAL,ANA,4,2,H,1,0,H
2024-01-01,CHI,SEA,2,6,A,2,1,H
2024-01-01,EDM,UTA,7,1,H,3,0,H
2024-01-01,VAN,WPG,6,2,H,3,1,H
2024-01-01,TOR,COL,2,1,H,0,0,D
2024-01-01,MIN,SEA,4,0,H,3,0,H
2024-01-01,OTT,COL,1,5,A,0,4,A
2024-01-01,NJD,CGY,3,5,A,1,0,H
2024-01-01,NYR,TOR,3,4,A,1,2,A
2024-01-01,WSH,PHI,3,2,H,1,0,H
2024-01-01,CBJ,FLA,0,1,A,0,0,D
2024-01-01,NYI,MTL,4,3,H,1,1,D
2024-01-01,STL,VAN,4,3,H,0,0,D
2024-01-01,NSH,ANA,1,4,A,1,0,H
2024-01-01,DAL,TBL,2,2,D,0,1,A
2024-01-01,CHI,LAK,1,3,A,0,2,A
2024-01-01,EDM,WPG,3,4,A,1,1,D
2024-01-01,UTA,BUF,5,2,H,1,1,D
2024-01-01,VGK,BOS,5,1,H,0,0,D
2024-01-01,SJS,CAR,1,3,A,1,0,H
2024-01-01,PIT,CBJ,6,3,H,3,1,H
2024-01-01,NYR,VAN,5,3,H,0,1,A
2024-01-01,DAL,PHI,3,2,H,2,0,H
2024-01-01,MIN,BUF,4,1,H,0,0,D
2024-01-01,STL,CHI,4,1,H,0,0,D
2024-01-01,NYI,CGY,3,4,A,2,1,H
2024-01-01,LAK,CAR,7,2,H,3,0,H
2024-01-01,WSH,FLA,6,3,H,3,3,D
2024-01-01,UTA,TBL,6,4,H,2,1,H
2024-01-01,MTL,COL,4,4,D,0,2,A
2024-01-01,NJD,OTT,2,3,A,0,0,D
2024-01-01,NSH,TOR,5,2,H,0,2,A
2024-01-01,VGK,DET,6,3,H,3,1,H
2024-01-01,EDM,SEA,5,4,H,1,1,D
2024-01-01,SJS,BOS,3,1,H,0,0,D
2024-01-01,CHI,PHI,7,4,H,3,3,D
2024-01-01,WPG,BUF,3,5,A,0,1,A
2024-01-01,FLA,PIT,3,3,D,1,2,A
2024-01-01,STL,NSH,4,1,H,2,0,H
2024-01-01,VGK,TBL,4,2,H,3,0,H
2024-01-01,ANA,CAR,2,5,A,0,0,D
2024-01-01,LAK,BOS,7,2,H,2,1,H
2024-01-01,NJD,VAN,3,3,D,0,1,A
2024-01-01,NYI,CBJ,3,3,D,2,0,H
2024-01-01,DAL,MIN,3,0,H,0,0,D
2024-01-01,UTA,DET,1,5,A,1,1,D
2024-01-01,BUF,OTT,3,2,H,1,1,D
2024-01-01,TOR,PHI,7,2,H,2,1,H
2024-01-01,TBL,PIT,6,1,H,4,0,H
2024-01-01,CAR,NSH,1,3,A,0,1,A
2024-01-01,STL,MTL,6,1,H,2,1,H
2024-01-01,MIN,VGK,1,5,A,0,1,A
2024-01-01,WPG,WSH,3,2,H,1,1,D
2024-01-01,COL,DET,5,2,H,2,1,H
2024-01-01,CGY,SEA,4,3,H,1,0,H
2024-01-01,LAK,NYR,3,1,H,0,0,D
2024-01-01,NYI,VAN,2,5,A,0,0,D
2024-01-01,CHI,NJD,3,5,A,1,2,A
2024-01-01,EDM,DAL,3,4,A,0,1,A
2024-01-01,ANA,BOS,6,2,H,1,0,H
2024-01-01,BUF,PIT,7,3,H,2,1,H
2024-01-01,DET,OTT,3,4,A,0,2,A
2024-01-01,TBL,UTA,8,0,H,2,0,H
2024-01-01,PHI,MTL,6,4,H,3,1,H
2024-01-01,NSH,STL,2,3,A,2,0,H
2024-01-01,MIN,WSH,4,2,H,1,2,A
2024-01-01,COL,LAK,4,0,H,0,0,D
2024-01-01,CGY,DAL,2,5,A,0,1,A
2024-01-01,SEA,EDM,6,1,H,0,0,D
2024-01-01,SJS,TOR,5,5,D,2,1,H
2024-01-01,FLA,UTA,2,1,H,0,0,D
2024-01-01,CAR,MTL,4,1,H,1,1,D
2024-01-01,CBJ,VAN,6,6,D,0,3,A
2024-01-01,WPG,NJD,4,0,H,2,0,H
2024-01-01,CHI,VGK,3,5,A,1,0,H
2024-01-01,ANA,NYR,5,4,H,1,2,A
2024-01-01,PHI,BUF,7,4,H,2,1,H
2024-01-01,TBL,NYI,5,3,H,3,0,H
2024-01-01,COL,STL,1,2,A,1,1,D
2024-01-01,MIN,NJD,2,5,A,1,2,A
2024-01-01,NSH,VGK,1,3,A,0,0,D
2024-01-01,OTT,CBJ,3,2,H,2,1,H
2024-01-01,LAK,TOR,1,3,A,0,0,D
2024-01-01,DET,BOS,2,1,H,1,0,H
2024-01-01,EDM,CGY,3,2,H,0,1,A
2024-01-01,SJS,NYR,1,6,A,0,2,A
2024-01-01,SEA,DAL,1,5,A,1,2,A
2024-01-01,FLA,MTL,2,4,A,1,1,D
2024-01-01,WSH,BUF,5,8,A,1,1,D
2024-01-01,WPG,VAN,3,1,H,0,1,A
2024-01-01,CHI,UTA,2,5,A,0,0,D
2024-01-01,PIT,OTT,1,0,H,0,0,D
2024-01-01,CAR,NYI,6,4,H,2,2,D
2024-01-01,ANA,TOR,2,3,A,0,1,A
2024-01-01,LAK,SJS,8,1,H,2,0,H
2024-01-01,NJD,MIN,2,2,D,1,0,H
2024-01-01,PHI,NSH,2,1,H,0,0,D
2024-01-01,COL,CGY,2,2,D,1,0,H
2024-01-01,SEA,DAL,1,3,A,1,2,A
2024-01-01,BOS,WSH,3,4,A,0,2,A
2024-01-01,MTL,FLA,3,2,H,1,1,D
2024-01-01,OTT,BUF,2,5,A,0,2,A
2024-01-01,CBJ,NSH,8,4,H,3,1,H
2024-01-01,NYI,TBL,1,4,A,1,1,D
2024-01-01,STL,DET,2,1,H,0,0,D
2024-01-01,UTA,CGY,3,1,H,1,0,H
2024-01-01,VGK,EDM,2,3,A,1,0,H
2024-01-01,ANA,SJS,3,3,D,3,1,H
2024-01-01,LAK,WPG,4,1,H,2,0,H
2024-01-01,NYR,MIN,5,4,H,1,2,A
2024-01-01,CAR,WSH,5,1,H,3,0,H
2024-01-01,TOR,FLA,3,2,H,0,0,D
2024-01-01,CHI,COL,2,2,D,1,0,H
2024-01-01,VAN,SEA,0,5,A,0,1,A
2024-01-01,MTL,BOS,4,1,H,0,0,D
2024-01-01,OTT,TBL,2,1,H,1,0,H
2024-01-01,CBJ,COL,3,7,A,1,2,A
2024-01-01,STL,PIT,5,4,H,0,1,A
2024-01-01,DAL,NSH,5,1,H,0,0,D
2024-01-01,UTA,LAK,2,4,A,0,0,D
2024-01-01,CGY,ANA,4,1,H,1,1,D
2024-01-01,VGK,WPG,0,4,A,0,2,A
2024-01-01,SJS,EDM,2,3,A,1,1,D
2024-01-01,DET,CAR,5,3,H,2,0,H
2024-01-01,WSH,CHI,5,3,H,1,1,D
2024-01-01,NYI,MIN,3,1,H,0,0,D
2024-01-01,NJD,NYR,4,0,H,0,0,D
2024-01-01,OTT,FLA,3,0,H,2,0,H
2024-01-01,DAL,PIT,3,5,A,1,1,D
2024-01-01,VAN,ANA,6,2,H,5,1,H
2024-01-01,LAK,EDM,3,0,H,0,0,D
2024-01-01,BOS,CAR,5,1,H,2,0,H
2024-01-01,BUF,TBL,2,2,D,0,0,D
2024-01-01,TOR,CBJ,5,0,H,1,0,H
2024-01-01,MTL,PHI,3,2,H,0,1,A
2024-01-01,STL,COL,5,4,H,2,0,H
2024-01-01,UTA,WPG,4,1,H,1,0,H
2024-01-01,CGY,VGK,2,3,A,0,1,A
2024-01-01,SJS,SEA,1,5,A,1,2,A
2024-01-01,NYI,WSH,4,1,H,2,0,H
2024-01-01,MIN,DAL,3,2,H,0,1,A
2024-01-01,OTT,CBJ,4,0,H,2,0,H
2024-01-01,DET,FLA,2,1,H,0,0,D
2024-01-01,BUF,BOS,6,3,H,0,2,A
2024-01-01,CHI,PIT,3,1,H,0,0,D
2024-01-01,NSH,MTL,1,2,A,1,0,H
2024-01-01,VAN,VGK,2,3,A,1,2,A
2024-01-01,NYR,TBL,1,5,A,0,3,A
2024-01-01,WPG,STL,3,1,H,0,0,D
2024-01-01,ANA,EDM,3,2,H,0,1,A
2024-01-01,LAK,SEA,1,2,A,1,2,A
2024-01-01,SJS,CGY,2,3,A,1,0,H
2024-01-01,BUF,CAR,3,0,H,0,0,D
2024-01-01,MTL,DET,4,1,H,0,1,A
2024-01-01,FLA,TOR,3,1,H,1,0,H
2024-01-01,NJD,BOS,2,7,A,0,2,A
2024-01-01,CBJ,OTT,5,2,H,2,0,H
2024-01-01,PIT,CHI,5,0,H,1,0,H
2024-01-01,NSH,NYI,7,6,H,2,2,D
2024-01-01,DAL,VAN,5,6,A,2,0,H
2024-01-01,UTA,SEA,7,1,H,3,0,H
2024-01-01,COL,VGK,2,2,D,0,1,A
2024-01-01,TBL,TOR,3,4,A,1,2,A
2024-01-01,NYR,PHI,5,8,A,1,0,H
2024-01-01,MIN,SJS,8,7,H,2,1,H
2024-01-01,EDM,STL,4,3,H,0,1,A
2024-01-01,ANA,CGY,4,3,H,0,0,D
2024-01-01,BOS,CHI,2,5,A,1,0,H
2024-01-01,FLA,DET,4,1,H,0,1,A
2024-01-01,WSH,CAR,4,4,D,1,2,A
2024-01-01,CBJ,BUF,3,2,H,1,2,A
2024-01-01,NYI,NYR,2,9,A,0,4,A
2024-01-01,DAL,WPG,0,4,A,0,1,A
2024-01-01,COL,VAN,1,4,A,0,0,D
2024-01-01,UTA,NSH,3,3,D,0,0,D
2024-01-01,VGK,SEA,2,1,H,1,0,H
2024-01-01,LAK,ANA,6,1,H,1,0,H
2024-01-01,OTT,MTL,5,2,H,2,0,H
2024-01-01,TBL,DET,3,4,A,1,0,H
2024-01-01,NJD,PIT,2,4,A,2,1,H
2024-01-01,EDM,SJS,4,2,H,2,1,H
2024-01-01,CGY,MIN,4,2,H,1,0,H
2024-01-01,PHI,NYI,3,3,D,0,0,D
2024-01-01,CAR,NYR,7,3,H,2,0,H
2024-01-01,LAK,COL,5,4,H,2,1,H
2024-01-01,FLA,BUF,2,2,D,0,1,A
2024-01-01,TOR,MTL,1,0,H,0,0,D
2024-01-01,CBJ,WSH,7,0,H,3,0,H
2024-01-01,CHI,WPG,4,4,D,2,0,H
2024-01-01,DAL,UTA,3,5,A,1,1,D
2024-01-01,VAN,MIN,2,3,A,1,0,H
2024-01-01,VGK,NSH,5,3,H,0,1,A
2024-01-01,SEA,STL,3,3,D,0,0,D
2024-01-01,OTT,PHI,4,3,H,0,0,D
2024-01-01,NJD,NYI,0,1,A,0,0,D
2024-01-01,PIT,BOS,1,4,A,0,1,A
2024-01-01,CAR,TOR,1,4,A,0,1,A
2024-01-01,TBL,BUF,7,4,H,1,2,A
2024-01-01,WSH,CBJ,1,4,A,1,1,D
2024-01-01,WPG,EDM,1,4,A,0,0,D
2024-01-01,CGY,SJS,5,2,H,2,1,H
2024-01-01,ANA,COL,2,4,A,1,0,H
2024-01-01,MTL,CHI,3,3,D,2,1,H
2024-01-01,DET,DAL,6,4,H,2,1,H
2024-01-01,FLA,NYR,3,5,A,1,1,D
2024-01-01,NSH,UTA,3,7,A,1,2,A
2024-01-01,EDM,LAK,0,5,A,0,3,A
2024-01-01,VAN,SJS,2,1,H,0,0,D
2024-01-01,BOS,NJD,4,5,A,1,1,D
2024-01-01,BUF,TOR,0,4,A,0,0,D
2024-01-01,OTT,CHI,3,4,A,1,2,A
2024-01-01,TBL,FLA,5,1,H,3,0,H
2024-01-01,PHI,CBJ,0,3,A,0,0,D
2024-01-01,NYI,WSH,1,3,A,0,1,A
2024-01-01,STL,UTA,6,1,H,4,0,H
2024-01-01,MIN,ANA,3,2,H,1,1,D
2024-01-01,CGY,VGK,4,4,D,1,3,A
2024-01-01,SEA,LAK,5,6,A,0,2,A
2024-01-01,MTL,CAR,4,2,H,1,1,D
2024-01-01,WPG,ANA,2,1,H,0,0,D
2024-01-01,NJD,DET,2,5,A,0,1,A
2024-01-01,NSH,DAL,5,1,H,3,1,H
2024-01-01,VAN,VGK,1,4,A,1,0,H
2024-01-01,SJS,EDM,0,3,A,0,1,A
2024-01-01,BUF,PHI,5,4,H,3,1,H
2024-01-01,TOR,DET,4,3,H,1,1,D
2024-01-01,OTT,CAR,7,5,H,3,2,H
2024-01-01,NYR,TBL,4,0,H,0,0,D
2024-01-01,PIT,WSH,5,2,H,1,1,D
2024-01-01,CBJ,NYI,6,1,H,0,0,D
2024-01-01,TOR,OTT,6,2,H,2,1,H
2024-01-01,TOR,OTT,3,2,H,2,0,H
2024-01-01,OTT,TOR,2,3,A,0,0,D
2024-01-01,OTT,TOR,4,3,H,2,1,H
2024-01-01,TOR,OTT,0,4,A,0,0,D
2024-01-01,OTT,TOR,2,4,A,0,1,A
2024-01-01,TBL,FLA,2,6,A,1,2,A
2024-01-01,TBL,FLA,0,2,A,0,1,A
2024-01-01,FLA,TBL,1,5,A,1,1,D
2024-01-01,FLA,TBL,4,2,H,0,0,D
2024-01-01,TBL,FLA,3,6,A,2,2,D
2024-01-01,WSH,MTL,3,2,H,1,0,H
2024-01-01,WSH,MTL,3,1,H,0,0,D
2024-01-01,MTL,WSH,6,3,H,1,1,D
2024-01-01,MTL,WSH,2,5,A,0,0,D
2024-01-01,WSH,MTL,4,1,H,2,0,H
2024-01-01,CAR,NJD,4,1,H,1,0,H
2024-01-01,CAR,NJD,3,1,H,0,1,A
2024-01-01,NJD,CAR,3,2,H,1,0,H
2024-01-01,NJD,CAR,2,5,A,0,2,A
2024-01-01,CAR,NJD,5,4,H,0,3,A
2024-01-01,WPG,STL,5,3,H,2,2,D
2024-01-01,WPG,STL,2,1,H,1,1,D
2024-01-01,STL,WPG,7,2,H,3,0,H
2024-01-01,STL,WPG,5,1,H,1,1,D
2024-01-01,WPG,STL,5,3,H,2,1,H
2024-01-01,STL,WPG,5,2,H,1,0,H
2024-01-01,WPG,STL,4,3,H,0,2,A
2024-01-01,DAL,COL,1,5,A,0,0,D
2024-01-01,DAL,COL,4,3,H,1,1,D
2024-01-01,COL,DAL,1,2,A,1,0,H
2024-01-01,COL,DAL,4,0,H,2,0,H
2024-01-01,DAL,COL,6,2,H,2,0,H
2024-01-01,COL,DAL,7,4,H,2,0,H
2024-01-01,DAL,COL,4,2,H,0,0,D
2024-01-01,VGK,MIN,4,2,H,1,1,D
2024-01-01,VGK,MIN,2,5,A,0,3,A
2024-01-01,MIN,VGK,5,2,H,2,1,H
2024-01-01,MIN,VGK,3,4,A,1,1,D
2024-01-01,VGK,MIN,3,2,H,2,1,H
2024-01-01,MIN,VGK,2,3,A,1,1,D
2024-01-01,LAK,EDM,6,5,H,2,0,H
2024-01-01,LAK,EDM,6,2,H,1,0,H
2024-01-01,EDM,LAK,7,4,H,2,1,H
2024-01-01,EDM,LAK,4,3,H,0,1,A
2024-01-01,LAK,EDM,1,3,A,0,0,D
2024-01-01,EDM,LAK,6,4,H,3,2,H
2024-01-01,TOR,FLA,5,4,H,3,1,H
2024-01-01,TOR,FLA,4,3,H,1,1,D
2024-01-01,FLA,TOR,5,4,H,1,2,A
2024-01-01,FLA,TOR,2,0,H,1,0,H
2024-01-01,TOR,FLA,1,6,A,0,1,A
2024-01-01,FLA,TOR,0,2,A,0,0,D
2024-01-01,TOR,FLA,1,6,A,0,0,D
2024-01-01,WSH,CAR,1,2,A,0,0,D
2024-01-01,WSH,CAR,3,1,H,0,0,D
2024-01-01,CAR,WSH,4,0,H,0,0,D
2024-01-01,CAR,WSH,5,2,H,1,0,H
2024-01-01,WSH,CAR,1,3,A,1,1,D
2024-01-01,WPG,DAL,2,3,A,0,0,D
2024-01-01,WPG,DAL,4,0,H,2,0,H
2024-01-01,DAL,WPG,5,2,H,2,1,H
2024-01-01,DAL,WPG,3,1,H,1,0,H
2024-01-01,WPG,DAL,4,0,H,0,0,D
2024-01-01,DAL,WPG,2,1,H,0,0,D
2024-01-01,VGK,EDM,2,4,A,2,1,H
2024-01-01,VGK,EDM,4,5,A,1,0,H
2024-01-01,EDM,VGK,3,4,A,2,2,D
2024-01-01,EDM,VGK,3,0,H,2,0,H
2024-01-01,VGK,EDM,0,1,A,0,0,D
2024-01-01,CAR,FLA,2,5,A,1,2,A
2024-01-01,CAR,FLA,0,5,A,0,3,A
2024-01-01,FLA,CAR,6,2,H,1,0,H
2024-01-01,FLA,CAR,0,3,A,0,0,D
2024-01-01,CAR,FLA,3,5,A,2,0,H
2024-01-01,DAL,EDM,6,3,H,1,1,D
2024-01-01,DAL,EDM,0,3,A,0,1,A
2024-01-01,EDM,DAL,6,1,H,2,0,H
2024-01-01,EDM,DAL,4,1,H,1,0,H
2024-01-01,DAL,EDM,3,6,A,1,3,A
2024-01-01,EDM,FLA,4,3,H,1,2,A
2024-01-01,EDM,FLA,4,5,A,3,2,H
2024-01-01,FLA,EDM,6,1,H,2,0,H
2024-01-01,FLA,EDM,4,5,A,3,0,H
2024-01-01,EDM,FLA,2,5,A,0,2,A
2024-01-01,FLA,EDM,5,1,H,2,0,H
