Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2024-11-01,Columbus Blue Jackets,Winnipeg Jets,2,6,A
2024-11-01,Calgary Flames,New Jersey Devils,3,0,H
2024-11-01,Dallas Stars,Florida Panthers,4,6,A
2024-11-01,Minnesota Wild,Tampa Bay Lightning,5,3,H
2024-11-01,New York Rangers,Ottawa Senators,2,1,H
2024-10-31,Carolina Hurricanes,Boston Bruins,8,2,H
2024-10-31,Nashville Predators,Edmonton Oilers,1,5,A
2024-10-31,Philadelphia Flyers,St. Louis Blues,2,1,H
2024-10-31,Pittsburgh Penguins,Anaheim Ducks,2,1,H
2024-10-31,San Jose Sharks,Chicago Blackhawks,3,2,H
2024-10-31,Toronto Maple Leafs,Seattle Kraken,4,1,H
2024-10-31,Washington Capitals,Montreal Canadiens,6,3,H
2024-10-30,Columbus Blue Jackets,New York Islanders,2,0,H
2024-10-30,Colorado Avalanche,Tampa Bay Lightning,2,5,A
2024-10-30,Detroit Red Wings,Winnipeg Jets,2,6,A
2024-10-30,Los Angeles Kings,Vegas Golden Knights,6,3,H
2024-10-30,Utah Hockey Club,Calgary Flames,5,1,H
2024-10-30,Vancouver Canucks,New Jersey Devils,0,6,A
2024-10-29,Boston Bruins,Philadelphia Flyers,0,2,A
2024-10-29,Montreal Canadiens,Seattle Kraken,2,8,A
2024-10-29,New York Islanders,Anaheim Ducks,1,3,A
2024-10-29,Ottawa Senators,St. Louis Blues,8,1,H
2024-10-29,Pittsburgh Penguins,Minnesota Wild,3,5,A
2024-10-29,San Jose Sharks,Los Angeles Kings,4,2,H
2024-10-29,Washington Capitals,New York Rangers,5,3,H
2024-10-28,Buffalo Sabres,Florida Panthers,2,5,A
2024-10-28,Columbus Blue Jackets,Edmonton Oilers,6,1,H
2024-10-28,Colorado Avalanche,Chicago Blackhawks,2,5,A
2024-10-28,Tampa Bay Lightning,Nashville Predators,3,2,H
2024-10-28,Utah Hockey Club,San Jose Sharks,4,5,A
2024-10-28,Vancouver Canucks,Carolina Hurricanes,3,4,A
2024-10-28,Vegas Golden Knights,Calgary Flames,5,0,H
2024-10-28,Winnipeg Jets,Toronto Maple Leafs,4,6,A
2024-10-27,Colorado Avalanche,Ottawa Senators,5,4,H
2024-10-27,Detroit Red Wings,Edmonton Oilers,2,3,A
2024-10-27,New Jersey Devils,Anaheim Ducks,6,2,H
2024-10-27,Philadelphia Flyers,Montreal Canadiens,3,4,A
2024-10-26,Boston Bruins,Toronto Maple Leafs,4,3,H
2024-10-26,Buffalo Sabres,Detroit Red Wings,5,3,H
2024-10-26,Calgary Flames,Winnipeg Jets,3,5,A
2024-10-26,Dallas Stars,Chicago Blackhawks,4,2,H
2024-10-26,Los Angeles Kings,Utah Hockey Club,3,2,H
2024-10-26,Montreal Canadiens,St. Louis Blues,5,2,H
2024-10-26,Nashville Predators,Columbus Blue Jackets,4,3,H
2024-10-26,New York Islanders,Florida Panthers,3,6,A
2024-10-26,New York Rangers,Anaheim Ducks,2,1,H
2024-10-26,Philadelphia Flyers,Minnesota Wild,7,5,H
2024-10-26,Seattle Kraken,Carolina Hurricanes,1,4,A
2024-10-26,Tampa Bay Lightning,Washington Capitals,3,0,H
2024-10-26,Vancouver Canucks,Pittsburgh Penguins,4,3,H
2024-10-26,Vegas Golden Knights,San Jose Sharks,7,3,H
2024-10-25,Chicago Blackhawks,Nashville Predators,2,3,A
2024-10-25,Edmonton Oilers,Pittsburgh Penguins,4,0,H
2024-10-25,New Jersey Devils,New York Islanders,3,4,A
2024-10-25,Vegas Golden Knights,Ottawa Senators,6,4,H
2024-10-24,Boston Bruins,Dallas Stars,2,5,A
2024-10-24,Calgary Flames,Carolina Hurricanes,2,4,A
2024-10-24,Detroit Red Wings,New Jersey Devils,5,3,H
2024-10-24,Los Angeles Kings,San Jose Sharks,3,2,H
2024-10-24,New York Rangers,Florida Panthers,1,3,A
2024-10-24,Seattle Kraken,Winnipeg Jets,3,4,A
2024-10-24,Tampa Bay Lightning,Minnesota Wild,2,4,A
2024-10-24,Toronto Maple Leafs,St. Louis Blues,1,5,A
2024-10-24,Utah Hockey Club,Colorado Avalanche,1,5,A
2024-10-23,Washington Capitals,Philadelphia Flyers,6,3,H
2024-10-22,Anaheim Ducks,San Jose Sharks,3,1,H
2024-10-22,Buffalo Sabres,Dallas Stars,4,2,H
2024-10-22,Columbus Blue Jackets,Toronto Maple Leafs,6,2,H
2024-10-22,Calgary Flames,Pittsburgh Penguins,4,3,H
2024-10-22,Chicago Blackhawks,Vancouver Canucks,3,6,A
2024-10-22,Edmonton Oilers,Carolina Hurricanes,2,3,A
2024-10-22,Florida Panthers,Minnesota Wild,1,5,A
2024-10-22,Montreal Canadiens,New York Rangers,2,7,A
2024-10-22,New Jersey Devils,Tampa Bay Lightning,5,8,A
2024-10-22,Nashville Predators,Boston Bruins,4,0,H
2024-10-22,New York Islanders,Detroit Red Wings,0,1,A
2024-10-22,Philadelphia Flyers,Washington Capitals,1,4,A
2024-10-22,Seattle Kraken,Colorado Avalanche,2,3,A
2024-10-22,St. Louis Blues,Winnipeg Jets,2,3,A
2024-10-22,Utah Hockey Club,Ottawa Senators,0,4,A
2024-10-22,Vegas Golden Knights,Los Angeles Kings,6,1,H
2024-10-21,Toronto Maple Leafs,Tampa Bay Lightning,5,2,H
2024-10-20,Anaheim Ducks,Los Angeles Kings,1,4,A
2024-10-20,San Jose Sharks,Colorado Avalanche,1,4,A
2024-10-20,Winnipeg Jets,Pittsburgh Penguins,6,3,H
2024-10-19,Columbus Blue Jackets,Minnesota Wild,1,3,A
2024-10-19,Chicago Blackhawks,Buffalo Sabres,2,4,A
2024-10-19,Dallas Stars,Edmonton Oilers,4,1,H
2024-10-19,Florida Panthers,Vegas Golden Knights,4,3,H
2024-10-19,New Jersey Devils,Washington Capitals,5,6,A
2024-10-19,Nashville Predators,Detroit Red Wings,2,5,A
2024-10-19,New York Islanders,Montreal Canadiens,4,3,H
2024-10-19,Ottawa Senators,Tampa Bay Lightning,5,4,H
2024-10-19,Philadelphia Flyers,Vancouver Canucks,0,3,A
2024-10-19,Seattle Kraken,Calgary Flames,2,1,H
2024-10-19,St. Louis Blues,Carolina Hurricanes,4,3,H
2024-10-19,Toronto Maple Leafs,New York Rangers,1,4,A
2024-10-19,Utah Hockey Club,Boston Bruins,2,1,H
2024-10-18,Colorado Avalanche,Anaheim Ducks,4,3,H
2024-10-18,Pittsburgh Penguins,Carolina Hurricanes,1,4,A
2024-10-18,Winnipeg Jets,San Jose Sharks,8,3,H
2024-10-17,Columbus Blue Jackets,Buffalo Sabres,6,4,H
2024-10-17,Chicago Blackhawks,San Jose Sharks,4,2,H
2024-10-17,Detroit Red Wings,New York Rangers,2,5,A
2024-10-17,Florida Panthers,Vancouver Canucks,2,3,A
2024-10-17,Montreal Canadiens,Los Angeles Kings,1,4,A
2024-10-17,Nashville Predators,Edmonton Oilers,2,4,A
2024-10-17,Ottawa Senators,New Jersey Devils,1,3,A
2024-10-17,Seattle Kraken,Philadelphia Flyers,6,4,H
2024-10-17,St. Louis Blues,New York Islanders,1,0,H
2024-10-17,Tampa Bay Lightning,Vegas Golden Knights,4,3,H
2024-10-17,Washington Capitals,Dallas Stars,3,2,H
2024-10-16,Anaheim Ducks,Utah Hockey Club,5,4,H
2024-10-16,Colorado Avalanche,Boston Bruins,3,5,A
2024-10-16,Pittsburgh Penguins,Buffalo Sabres,6,5,H
2024-10-16,Toronto Maple Leafs,Los Angeles Kings,6,2,H
2024-10-15,Carolina Hurricanes,New Jersey Devils,4,2,H
2024-10-15,Columbus Blue Jackets,Florida Panthers,3,4,A
2024-10-15,Calgary Flames,Chicago Blackhawks,3,1,H
2024-10-15,Dallas Stars,San Jose Sharks,3,2,H
2024-10-15,Edmonton Oilers,Philadelphia Flyers,4,3,H
2024-10-15,Nashville Predators,Seattle Kraken,3,7,A
2024-10-15,St. Louis Blues,Minnesota Wild,1,4,A
2024-10-15,Tampa Bay Lightning,Vancouver Canucks,4,1,H
2024-10-15,Washington Capitals,Vegas Golden Knights,4,2,H
2024-10-14,Boston Bruins,Florida Panthers,3,4,A
2024-10-14,Colorado Avalanche,New York Islanders,2,6,A
2024-10-14,Montreal Canadiens,Pittsburgh Penguins,3,6,A
2024-10-14,New Jersey Devils,Utah Hockey Club,3,0,H
2024-10-14,New York Rangers,Detroit Red Wings,4,1,H
2024-10-14,Ottawa Senators,Los Angeles Kings,8,7,H
2024-10-13,Dallas Stars,Seattle Kraken,2,0,H
2024-10-13,Edmonton Oilers,Calgary Flames,1,4,A
2024-10-13,Vegas Golden Knights,Anaheim Ducks,3,1,H
2024-10-13,Winnipeg Jets,Minnesota Wild,2,1,H
2024-10-12,Boston Bruins,Los Angeles Kings,2,1,H
2024-10-12,Buffalo Sabres,Florida Panthers,5,2,H
2024-10-12,Calgary Flames,Philadelphia Flyers,6,3,H
2024-10-12,Colorado Avalanche,Columbus Blue Jackets,4,6,A
2024-10-12,Dallas Stars,New York Islanders,3,0,H
2024-10-12,Detroit Red Wings,Nashville Predators,3,0,H
2024-10-12,Edmonton Oilers,Chicago Blackhawks,2,5,A
2024-10-12,Minnesota Wild,Seattle Kraken,4,5,A
2024-10-12,Montreal Canadiens,Ottawa Senators,4,1,H
2024-10-12,New York Rangers,Utah Hockey Club,5,6,A
2024-10-12,San Jose Sharks,Anaheim Ducks,0,2,A
2024-10-12,Toronto Maple Leafs,Pittsburgh Penguins,4,2,H
2024-10-12,Washington Capitals,New Jersey Devils,3,5,A
2024-10-11,Carolina Hurricanes,Tampa Bay Lightning,1,4,A
2024-10-11,Vancouver Canucks,Philadelphia Flyers,2,3,A
2024-10-11,Vegas Golden Knights,St. Louis Blues,4,3,H
2024-10-11,Winnipeg Jets,Chicago Blackhawks,2,1,H
2024-10-10,Boston Bruins,Montreal Canadiens,6,4,H
2024-10-10,Buffalo Sabres,Los Angeles Kings,1,3,A
2024-10-10,Detroit Red Wings,Pittsburgh Penguins,3,6,A
2024-10-10,Minnesota Wild,Columbus Blue Jackets,3,2,H
2024-10-10,New Jersey Devils,Toronto Maple Leafs,2,4,A
2024-10-10,Nashville Predators,Dallas Stars,3,4,A
2024-10-10,New York Islanders,Utah Hockey Club,4,5,A
2024-10-10,Ottawa Senators,Florida Panthers,3,1,H
2024-10-10,San Jose Sharks,St. Louis Blues,4,5,A
2024-10-09,Edmonton Oilers,Winnipeg Jets,0,6,A
2024-10-09,Montreal Canadiens,Toronto Maple Leafs,1,0,H
2024-10-09,Pittsburgh Penguins,New York Rangers,0,6,A
2024-10-09,Vancouver Canucks,Calgary Flames,5,6,A
2024-10-09,Vegas Golden Knights,Colorado Avalanche,8,4,H
2024-10-08,Florida Panthers,Boston Bruins,6,4,H
2024-10-08,Seattle Kraken,St. Louis Blues,2,3,A
2024-10-08,Utah Hockey Club,Chicago Blackhawks,5,2,H
2024-10-05,New Jersey Devils,Buffalo Sabres,3,1,H
2024-10-04,Buffalo Sabres,New Jersey Devils,1,4,A
2024-06-24,Florida Panthers,Edmonton Oilers,2,1,H
2024-06-21,Edmonton Oilers,Florida Panthers,5,1,H
2024-06-18,Florida Panthers,Edmonton Oilers,3,5,A
2024-06-15,Edmonton Oilers,Florida Panthers,8,1,H
2024-06-13,Edmonton Oilers,Florida Panthers,3,4,A
2024-06-10,Florida Panthers,Edmonton Oilers,4,1,H
2024-06-08,Florida Panthers,Edmonton Oilers,3,0,H
2024-06-02,Edmonton Oilers,Dallas Stars,2,1,H
2024-06-01,Florida Panthers,New York Rangers,2,1,H
2024-05-31,Dallas Stars,Edmonton Oilers,1,3,A
2024-05-30,New York Rangers,Florida Panthers,2,3,A
2024-05-29,Edmonton Oilers,Dallas Stars,5,2,H
2024-05-28,Florida Panthers,New York Rangers,3,2,H
2024-05-27,Edmonton Oilers,Dallas Stars,3,5,A
2024-05-26,Florida Panthers,New York Rangers,4,5,A
2024-05-25,Dallas Stars,Edmonton Oilers,3,1,H
2024-05-24,New York Rangers,Florida Panthers,2,1,H
2024-05-23,Dallas Stars,Edmonton Oilers,2,3,A
2024-05-22,New York Rangers,Florida Panthers,0,3,A
2024-05-20,Vancouver Canucks,Edmonton Oilers,2,3,A
2024-05-18,Edmonton Oilers,Vancouver Canucks,5,1,H
2024-05-17,Colorado Avalanche,Dallas Stars,1,2,A
2024-05-17,Boston Bruins,Florida Panthers,1,2,A
2024-05-16,Carolina Hurricanes,New York Rangers,3,5,A
2024-05-16,Vancouver Canucks,Edmonton Oilers,3,2,H
2024-05-15,Dallas Stars,Colorado Avalanche,3,5,A
2024-05-14,Edmonton Oilers,Vancouver Canucks,3,2,H
2024-05-14,Florida Panthers,Boston Bruins,1,2,A
2024-05-13,Colorado Avalanche,Dallas Stars,1,5,A
2024-05-13,New York Rangers,Carolina Hurricanes,1,4,A
2024-05-12,Boston Bruins,Florida Panthers,2,3,A
2024-05-12,Edmonton Oilers,Vancouver Canucks,3,4,A
2024-05-11,Carolina Hurricanes,New York Rangers,4,3,H
2024-05-11,Colorado Avalanche,Dallas Stars,1,4,A
2024-05-10,Boston Bruins,Florida Panthers,2,6,A
2024-05-10,Vancouver Canucks,Edmonton Oilers,3,4,A
2024-05-09,Carolina Hurricanes,New York Rangers,2,3,A
2024-05-09,Dallas Stars,Colorado Avalanche,5,3,H
2024-05-08,Florida Panthers,Boston Bruins,6,1,H
2024-05-08,Vancouver Canucks,Edmonton Oilers,5,4,H
2024-05-07,New York Rangers,Carolina Hurricanes,4,3,H
2024-05-07,Dallas Stars,Colorado Avalanche,3,4,A
2024-05-06,Florida Panthers,Boston Bruins,1,5,A
2024-05-05,New York Rangers,Carolina Hurricanes,4,3,H
2024-05-05,Dallas Stars,Vegas Golden Knights,2,1,H
2024-05-04,Boston Bruins,Toronto Maple Leafs,2,1,H
2024-05-03,Nashville Predators,Vancouver Canucks,0,1,A
2024-05-03,Vegas Golden Knights,Dallas Stars,2,0,H
2024-05-02,Toronto Maple Leafs,Boston Bruins,2,1,H
2024-05-01,Dallas Stars,Vegas Golden Knights,3,2,H
2024-05-01,Edmonton Oilers,Los Angeles Kings,4,3,H
2024-04-30,Carolina Hurricanes,New York Islanders,6,3,H
2024-04-30,Winnipeg Jets,Colorado Avalanche,3,6,A
2024-04-30,Vancouver Canucks,Nashville Predators,1,2,A
2024-04-30,Boston Bruins,Toronto Maple Leafs,1,2,A
2024-04-29,Florida Panthers,Tampa Bay Lightning,6,1,H
2024-04-29,Vegas Golden Knights,Dallas Stars,2,4,A
2024-04-28,Colorado Avalanche,Winnipeg Jets,5,1,H
2024-04-28,Los Angeles Kings,Edmonton Oilers,0,1,A
2024-04-28,Nashville Predators,Vancouver Canucks,3,4,A
2024-04-28,Washington Capitals,New York Rangers,2,4,A
2024-04-27,New York Islanders,Carolina Hurricanes,3,2,H
2024-04-27,Vegas Golden Knights,Dallas Stars,2,3,A
2024-04-27,Tampa Bay Lightning,Florida Panthers,6,3,H
2024-04-27,Toronto Maple Leafs,Boston Bruins,1,3,A
2024-04-26,Colorado Avalanche,Winnipeg Jets,6,2,H
2024-04-26,Los Angeles Kings,Edmonton Oilers,1,6,A
2024-04-26,Nashville Predators,Vancouver Canucks,1,2,A
2024-04-26,Washington Capitals,New York Rangers,1,3,A
2024-04-25,New York Islanders,Carolina Hurricanes,2,3,A
2024-04-25,Tampa Bay Lightning,Florida Panthers,3,5,A
2024-04-24,Dallas Stars,Vegas Golden Knights,1,3,A
2024-04-24,Edmonton Oilers,Los Angeles Kings,4,5,A
2024-04-24,Toronto Maple Leafs,Boston Bruins,2,4,A
2024-04-23,Winnipeg Jets,Colorado Avalanche,2,5,A
2024-04-23,Vancouver Canucks,Nashville Predators,1,4,A
2024-04-23,New York Rangers,Washington Capitals,4,3,H
2024-04-23,Florida Panthers,Tampa Bay Lightning,3,2,H
2024-04-22,Boston Bruins,Toronto Maple Leafs,2,3,A
2024-04-22,Carolina Hurricanes,New York Islanders,5,3,H
2024-04-22,Dallas Stars,Vegas Golden Knights,3,4,A
2024-04-22,Edmonton Oilers,Los Angeles Kings,7,4,H
2024-04-21,New York Rangers,Washington Capitals,4,1,H
2024-04-21,Vancouver Canucks,Nashville Predators,4,2,H
2024-04-21,Winnipeg Jets,Colorado Avalanche,7,6,H
2024-04-21,Florida Panthers,Tampa Bay Lightning,3,2,H
2024-04-20,Carolina Hurricanes,New York Islanders,3,1,H
2024-04-20,Boston Bruins,Toronto Maple Leafs,5,1,H
2024-04-18,Calgary Flames,San Jose Sharks,5,1,H
2024-04-18,Colorado Avalanche,Edmonton Oilers,5,1,H
2024-04-18,Los Angeles Kings,Chicago Blackhawks,5,4,H
2024-04-18,Minnesota Wild,Seattle Kraken,3,4,A
2024-04-18,Vegas Golden Knights,Anaheim Ducks,1,4,A
2024-04-18,Winnipeg Jets,Vancouver Canucks,4,2,H
2024-04-17,Arizona Coyotes,Edmonton Oilers,5,2,H
2024-04-17,Dallas Stars,St. Louis Blues,2,1,H
2024-04-17,New York Islanders,Pittsburgh Penguins,5,4,H
2024-04-17,Tampa Bay Lightning,Toronto Maple Leafs,6,4,H
2024-04-16,Boston Bruins,Ottawa Senators,1,3,A
2024-04-16,Columbus Blue Jackets,Carolina Hurricanes,6,3,H
2024-04-16,Florida Panthers,Toronto Maple Leafs,5,2,H
2024-04-16,Montreal Canadiens,Detroit Red Wings,4,5,A
2024-04-16,Philadelphia Flyers,Washington Capitals,1,2,A
2024-04-16,Vancouver Canucks,Calgary Flames,4,1,H
2024-04-16,Vegas Golden Knights,Chicago Blackhawks,3,1,H
2024-04-16,Winnipeg Jets,Seattle Kraken,4,3,H
2024-04-15,Detroit Red Wings,Montreal Canadiens,5,4,H
2024-04-15,Edmonton Oilers,San Jose Sharks,9,2,H
2024-04-15,Los Angeles Kings,Minnesota Wild,1,3,A
2024-04-15,New Jersey Devils,New York Islanders,1,4,A
2024-04-15,New York Rangers,Ottawa Senators,4,0,H
2024-04-15,Pittsburgh Penguins,Nashville Predators,4,2,H
2024-04-15,Tampa Bay Lightning,Buffalo Sabres,2,4,A
2024-04-15,Washington Capitals,Boston Bruins,2,0,H
2024-04-14,Calgary Flames,Arizona Coyotes,6,5,H
2024-04-14,Chicago Blackhawks,Carolina Hurricanes,2,4,A
2024-04-14,St. Louis Blues,Seattle Kraken,4,1,H
2024-04-14,Vegas Golden Knights,Colorado Avalanche,4,3,H
2024-04-13,Colorado Avalanche,Winnipeg Jets,0,7,A
2024-04-13,Dallas Stars,Seattle Kraken,3,1,H
2024-04-13,Edmonton Oilers,Vancouver Canucks,1,3,A
2024-04-13,Florida Panthers,Buffalo Sabres,3,2,H
2024-04-13,Los Angeles Kings,Anaheim Ducks,3,1,H
2024-04-13,Nashville Predators,Columbus Blue Jackets,6,4,H
2024-04-13,New York Rangers,New York Islanders,3,2,H
2024-04-13,Ottawa Senators,Montreal Canadiens,5,4,H
2024-04-13,Philadelphia Flyers,New Jersey Devils,1,0,H
2024-04-13,Pittsburgh Penguins,Boston Bruins,4,6,A
2024-04-13,San Jose Sharks,Minnesota Wild,2,6,A
2024-04-13,Toronto Maple Leafs,Detroit Red Wings,4,5,A
2024-04-13,Washington Capitals,Tampa Bay Lightning,4,2,H
2024-04-12,Anaheim Ducks,Calgary Flames,3,6,A
2024-04-12,Chicago Blackhawks,Nashville Predators,1,5,A
2024-04-12,Edmonton Oilers,Arizona Coyotes,2,3,A
2024-04-12,St. Louis Blues,Carolina Hurricanes,2,5,A
2024-04-12,Vegas Golden Knights,Minnesota Wild,7,2,H
2024-04-11,Buffalo Sabres,Washington Capitals,4,2,H
2024-04-11,Dallas Stars,Winnipeg Jets,0,3,A
2024-04-11,Florida Panthers,Columbus Blue Jackets,4,0,H
2024-04-11,Los Angeles Kings,Calgary Flames,4,1,H
2024-04-11,New York Islanders,Montreal Canadiens,3,2,H
2024-04-11,New York Rangers,Philadelphia Flyers,1,4,A
2024-04-11,Pittsburgh Penguins,Detroit Red Wings,6,5,H
2024-04-11,Seattle Kraken,San Jose Sharks,1,3,A
2024-04-11,Tampa Bay Lightning,Ottawa Senators,2,3,A
2024-04-11,Toronto Maple Leafs,New Jersey Devils,5,6,A
2024-04-10,Edmonton Oilers,Vegas Golden Knights,5,1,H
2024-04-10,St. Louis Blues,Chicago Blackhawks,5,2,H
2024-04-10,Vancouver Canucks,Arizona Coyotes,3,4,A
2024-04-09,Anaheim Ducks,Los Angeles Kings,3,1,H
2024-04-09,Boston Bruins,Carolina Hurricanes,1,4,A
2024-04-09,Colorado Avalanche,Minnesota Wild,5,2,H
2024-04-09,Dallas Stars,Buffalo Sabres,3,2,H
2024-04-09,Detroit Red Wings,Washington Capitals,1,2,A
2024-04-09,Florida Panthers,Ottawa Senators,2,0,H
2024-04-09,Montreal Canadiens,Philadelphia Flyers,9,3,H
2024-04-09,New Jersey Devils,Toronto Maple Leafs,2,5,A
2024-04-09,Nashville Predators,Winnipeg Jets,3,4,A
2024-04-09,New York Islanders,New York Rangers,4,2,H
2024-04-09,Seattle Kraken,Arizona Coyotes,5,0,H
2024-04-09,San Jose Sharks,Calgary Flames,2,3,A
2024-04-09,Tampa Bay Lightning,Columbus Blue Jackets,5,2,H
2024-04-08,Toronto Maple Leafs,Pittsburgh Penguins,3,2,H
2024-04-08,Vancouver Canucks,Vegas Golden Knights,4,3,H
2024-04-07,Anaheim Ducks,St. Louis Blues,5,6,A
2024-04-07,Carolina Hurricanes,Columbus Blue Jackets,3,0,H
2024-04-07,Chicago Blackhawks,Minnesota Wild,0,4,A
2024-04-07,Colorado Avalanche,Dallas Stars,4,7,A
2024-04-07,Detroit Red Wings,Buffalo Sabres,3,1,H
2024-04-07,New Jersey Devils,Nashville Predators,2,3,A
2024-04-07,New York Rangers,Montreal Canadiens,5,2,H
2024-04-07,San Jose Sharks,Arizona Coyotes,2,5,A
2024-04-07,Washington Capitals,Ottawa Senators,2,3,A
2024-04-06,Boston Bruins,Florida Panthers,3,2,H
2024-04-06,Columbus Blue Jackets,Philadelphia Flyers,6,2,H
2024-04-06,Calgary Flames,Edmonton Oilers,2,4,A
2024-04-06,Chicago Blackhawks,Dallas Stars,3,2,H
2024-04-06,Los Angeles Kings,Vancouver Canucks,6,3,H
2024-04-06,Minnesota Wild,Winnipeg Jets,2,4,A
2024-04-06,Montreal Canadiens,Toronto Maple Leafs,2,4,A
2024-04-06,New York Islanders,Nashville Predators,2,0,H
2024-04-06,Ottawa Senators,New Jersey Devils,3,4,A
2024-04-06,Pittsburgh Penguins,Tampa Bay Lightning,5,4,H
2024-04-06,San Jose Sharks,St. Louis Blues,3,2,H
2024-04-05,Anaheim Ducks,Seattle Kraken,1,3,A
2024-04-05,Arizona Coyotes,Vegas Golden Knights,7,4,H
2024-04-05,Buffalo Sabres,Philadelphia Flyers,4,2,H
2024-04-05,Carolina Hurricanes,Washington Capitals,4,2,H
2024-04-05,Detroit Red Wings,New York Rangers,3,4,A
2024-04-05,Edmonton Oilers,Colorado Avalanche,6,2,H
2024-04-04,Carolina Hurricanes,Boston Bruins,1,4,A
2024-04-04,Columbus Blue Jackets,New York Islanders,2,4,A
2024-04-04,Minnesota Wild,Colorado Avalanche,2,5,A
2024-04-04,Montreal Canadiens,Tampa Bay Lightning,4,7,A
2024-04-04,Nashville Predators,St. Louis Blues,6,3,H
2024-04-04,Ottawa Senators,Florida Panthers,0,6,A
2024-04-04,San Jose Sharks,Los Angeles Kings,1,2,A
2024-04-04,Winnipeg Jets,Calgary Flames,5,2,H
2024-04-04,Washington Capitals,Pittsburgh Penguins,1,4,A
2024-04-03,Arizona Coyotes,Vancouver Canucks,1,2,A
2024-04-03,Dallas Stars,Edmonton Oilers,5,0,H
2024-04-03,Los Angeles Kings,Seattle Kraken,5,2,H
2024-04-03,New York Rangers,New Jersey Devils,4,3,H
2024-04-03,Toronto Maple Leafs,Tampa Bay Lightning,1,4,A
2024-04-02,Buffalo Sabres,Washington Capitals,6,2,H
2024-04-02,Calgary Flames,Anaheim Ducks,3,5,A
2024-04-02,Minnesota Wild,Ottawa Senators,3,2,H
2024-04-02,Montreal Canadiens,Florida Panthers,5,3,H
2024-04-02,New Jersey Devils,Pittsburgh Penguins,3,6,A
2024-04-02,Nashville Predators,Boston Bruins,0,3,A
2024-04-02,New York Islanders,Chicago Blackhawks,2,1,H
2024-04-02,Vegas Golden Knights,Vancouver Canucks,6,3,H
2024-04-01,Columbus Blue Jackets,Colorado Avalanche,4,1,H
2024-04-01,New York Rangers,Pittsburgh Penguins,2,5,A
2024-04-01,Philadelphia Flyers,New York Islanders,3,4,A
2024-04-01,San Jose Sharks,Seattle Kraken,2,4,A
2024-04-01,St. Louis Blues,Edmonton Oilers,3,2,H
2024-04-01,Tampa Bay Lightning,Detroit Red Wings,2,4,A
2024-04-01,Toronto Maple Leafs,Florida Panthers,6,4,H
2024-04-01,Winnipeg Jets,Los Angeles Kings,4,3,H
2024-03-31,Vancouver Canucks,Anaheim Ducks,3,2,H
2024-03-30,Arizona Coyotes,New York Rangers,5,8,A
2024-03-30,Buffalo Sabres,Toronto Maple Leafs,0,3,A
2024-03-30,Columbus Blue Jackets,Pittsburgh Penguins,4,3,H
2024-03-30,Calgary Flames,Los Angeles Kings,4,2,H
2024-03-30,Colorado Avalanche,Nashville Predators,7,4,H
2024-03-30,Edmonton Oilers,Anaheim Ducks,6,1,H
2024-03-30,Florida Panthers,Detroit Red Wings,3,2,H
2024-03-30,Minnesota Wild,Vegas Golden Knights,1,2,A
2024-03-30,Montreal Canadiens,Carolina Hurricanes,0,3,A
2024-03-30,Philadelphia Flyers,Chicago Blackhawks,1,5,A
2024-03-30,Seattle Kraken,Dallas Stars,0,3,A
2024-03-30,St. Louis Blues,San Jose Sharks,0,4,A
2024-03-30,Tampa Bay Lightning,New York Islanders,4,1,H
2024-03-30,Winnipeg Jets,Ottawa Senators,2,3,A
2024-03-30,Washington Capitals,Boston Bruins,2,3,A
2024-03-29,Buffalo Sabres,New Jersey Devils,5,2,H
2024-03-28,Arizona Coyotes,Nashville Predators,8,4,H
2024-03-28,Carolina Hurricanes,Detroit Red Wings,4,0,H
2024-03-28,Colorado Avalanche,New York Rangers,2,3,A
2024-03-28,Edmonton Oilers,Los Angeles Kings,4,1,H
2024-03-28,Florida Panthers,New York Islanders,2,3,A
2024-03-28,Minnesota Wild,San Jose Sharks,3,1,H
2024-03-28,Montreal Canadiens,Philadelphia Flyers,4,1,H
2024-03-28,Ottawa Senators,Chicago Blackhawks,2,0,H
2024-03-28,Pittsburgh Penguins,Columbus Blue Jackets,3,2,H
2024-03-28,Seattle Kraken,Anaheim Ducks,4,2,H
2024-03-28,St. Louis Blues,Calgary Flames,5,3,H
2024-03-28,Toronto Maple Leafs,Washington Capitals,5,1,H
2024-03-28,Vancouver Canucks,Dallas Stars,1,3,A
2024-03-28,Winnipeg Jets,Vegas Golden Knights,1,4,A
2024-03-27,Buffalo Sabres,Ottawa Senators,2,6,A
2024-03-27,Tampa Bay Lightning,Boston Bruins,3,1,H
2024-03-26,Arizona Coyotes,Columbus Blue Jackets,6,2,H
2024-03-26,Chicago Blackhawks,Calgary Flames,3,1,H
2024-03-26,Colorado Avalanche,Montreal Canadiens,1,2,A
2024-03-26,Florida Panthers,Boston Bruins,3,4,A
2024-03-26,Nashville Predators,Vegas Golden Knights,5,4,H
2024-03-26,New York Rangers,Philadelphia Flyers,6,5,H
2024-03-26,Pittsburgh Penguins,Carolina Hurricanes,4,1,H
2024-03-26,Seattle Kraken,Anaheim Ducks,4,0,H
2024-03-26,San Jose Sharks,Dallas Stars,3,6,A
2024-03-26,Toronto Maple Leafs,New Jersey Devils,3,6,A
2024-03-26,Winnipeg Jets,Edmonton Oilers,3,4,A
