Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2024-03-26,Washington Capitals,Detroit Red Wings,4,3,H
2024-03-25,St. Louis Blues,Vegas Golden Knights,1,2,A
2024-03-25,Vancouver Canucks,Los Angeles Kings,2,3,A
2024-03-24,Anaheim Ducks,Tampa Bay Lightning,2,3,A
2024-03-24,Arizona Coyotes,Dallas Stars,2,4,A
2024-03-24,Carolina Hurricanes,Toronto Maple Leafs,2,1,H
2024-03-24,Calgary Flames,Buffalo Sabres,1,4,A
2024-03-24,Colorado Avalanche,Pittsburgh Penguins,5,4,H
2024-03-24,New York Islanders,New Jersey Devils,0,4,A
2024-03-24,Ottawa Senators,Edmonton Oilers,5,3,H
2024-03-24,Philadelphia Flyers,Florida Panthers,1,4,A
2024-03-24,Seattle Kraken,Montreal Canadiens,1,5,A
2024-03-24,Washington Capitals,Winnipeg Jets,3,0,H
2024-03-23,Los Angeles Kings,Tampa Bay Lightning,4,3,H
2024-03-23,Minnesota Wild,St. Louis Blues,4,5,A
2024-03-23,New Jersey Devils,Ottawa Senators,2,5,A
2024-03-23,Nashville Predators,Detroit Red Wings,1,0,H
2024-03-23,New York Islanders,Winnipeg Jets,6,3,H
2024-03-23,New York Rangers,Florida Panthers,4,3,H
2024-03-23,Philadelphia Flyers,Boston Bruins,3,2,H
2024-03-23,San Jose Sharks,Chicago Blackhawks,4,5,A
2024-03-23,Toronto Maple Leafs,Edmonton Oilers,6,3,H
2024-03-23,Vancouver Canucks,Calgary Flames,4,2,H
2024-03-23,Vegas Golden Knights,Columbus Blue Jackets,4,2,H
2024-03-22,Arizona Coyotes,Seattle Kraken,2,1,H
2024-03-22,Colorado Avalanche,Columbus Blue Jackets,6,1,H
2024-03-22,Dallas Stars,Pittsburgh Penguins,4,2,H
2024-03-22,Washington Capitals,Carolina Hurricanes,7,6,H
2024-03-21,Anaheim Ducks,Chicago Blackhawks,4,0,H
2024-03-21,Boston Bruins,New York Rangers,2,5,A
2024-03-21,Carolina Hurricanes,Philadelphia Flyers,3,2,H
2024-03-21,Detroit Red Wings,New York Islanders,6,3,H
2024-03-21,Edmonton Oilers,Buffalo Sabres,8,3,H
2024-03-21,Florida Panthers,Nashville Predators,0,3,A
2024-03-21,New Jersey Devils,Winnipeg Jets,4,1,H
2024-03-21,Ottawa Senators,St. Louis Blues,2,5,A
2024-03-21,San Jose Sharks,Tampa Bay Lightning,1,4,A
2024-03-21,Vancouver Canucks,Montreal Canadiens,4,1,H
2024-03-21,Vegas Golden Knights,Seattle Kraken,3,1,H
2024-03-20,Dallas Stars,Arizona Coyotes,5,2,H
2024-03-20,Los Angeles Kings,Minnesota Wild,6,0,H
2024-03-20,Washington Capitals,Toronto Maple Leafs,3,7,A
2024-03-19,Anaheim Ducks,Minnesota Wild,0,4,A
2024-03-19,Boston Bruins,Ottawa Senators,6,2,H
2024-03-19,Detroit Red Wings,Columbus Blue Jackets,4,3,H
2024-03-19,Edmonton Oilers,Montreal Canadiens,3,2,H
2024-03-19,Los Angeles Kings,Chicago Blackhawks,6,2,H
2024-03-19,New Jersey Devils,Pittsburgh Penguins,5,2,H
2024-03-19,Nashville Predators,San Jose Sharks,8,2,H
2024-03-19,New York Islanders,Carolina Hurricanes,1,4,A
2024-03-19,New York Rangers,Winnipeg Jets,2,4,A
2024-03-19,Philadelphia Flyers,Toronto Maple Leafs,4,3,H
2024-03-19,St. Louis Blues,Colorado Avalanche,3,4,A
2024-03-19,Vancouver Canucks,Buffalo Sabres,3,2,H
2024-03-19,Vegas Golden Knights,Tampa Bay Lightning,3,5,A
2024-03-18,Calgary Flames,Washington Capitals,2,5,A
2024-03-18,Seattle Kraken,Buffalo Sabres,2,6,A
2024-03-17,Columbus Blue Jackets,Winnipeg Jets,1,6,A
2024-03-17,Chicago Blackhawks,San Jose Sharks,5,2,H
2024-03-17,New York Rangers,New York Islanders,5,2,H
2024-03-17,Ottawa Senators,Carolina Hurricanes,2,7,A
2024-03-17,Pittsburgh Penguins,Detroit Red Wings,6,3,H
2024-03-17,St. Louis Blues,Anaheim Ducks,4,2,H
2024-03-17,Vegas Golden Knights,New Jersey Devils,3,1,H
2024-03-16,Arizona Coyotes,New Jersey Devils,4,1,H
2024-03-16,Boston Bruins,Philadelphia Flyers,6,5,H
2024-03-16,Columbus Blue Jackets,San Jose Sharks,4,2,H
2024-03-16,Calgary Flames,Montreal Canadiens,5,2,H
2024-03-16,Dallas Stars,Los Angeles Kings,4,1,H
2024-03-16,Detroit Red Wings,Buffalo Sabres,4,1,H
2024-03-16,Edmonton Oilers,Colorado Avalanche,2,3,A
2024-03-16,Florida Panthers,Tampa Bay Lightning,3,5,A
2024-03-16,New York Islanders,Ottawa Senators,3,4,A
2024-03-16,Pittsburgh Penguins,New York Rangers,4,7,A
2024-03-16,Seattle Kraken,Nashville Predators,1,4,A
2024-03-16,St. Louis Blues,Minnesota Wild,3,2,H
2024-03-16,Toronto Maple Leafs,Carolina Hurricanes,4,5,A
2024-03-16,Vancouver Canucks,Washington Capitals,1,2,A
2024-03-15,Chicago Blackhawks,Los Angeles Kings,0,5,A
2024-03-15,Winnipeg Jets,Anaheim Ducks,6,0,H
2024-03-14,Buffalo Sabres,New York Islanders,4,0,H
2024-03-14,Carolina Hurricanes,Florida Panthers,4,0,H
2024-03-14,Columbus Blue Jackets,Ottawa Senators,2,3,A
2024-03-14,Calgary Flames,Vegas Golden Knights,4,1,H
2024-03-14,Dallas Stars,New Jersey Devils,2,6,A
2024-03-14,Detroit Red Wings,Arizona Coyotes,1,4,A
2024-03-14,Minnesota Wild,Anaheim Ducks,2,0,H
2024-03-14,Montreal Canadiens,Boston Bruins,1,2,A
2024-03-14,Philadelphia Flyers,Toronto Maple Leafs,2,6,A
2024-03-14,Pittsburgh Penguins,San Jose Sharks,6,3,H
2024-03-14,Seattle Kraken,Washington Capitals,1,2,A
2024-03-14,Tampa Bay Lightning,New York Rangers,6,3,H
2024-03-13,Edmonton Oilers,Washington Capitals,7,2,H
2024-03-13,St. Louis Blues,Los Angeles Kings,3,1,H
2024-03-13,Vancouver Canucks,Colorado Avalanche,3,4,A
2024-03-13,Winnipeg Jets,Nashville Predators,2,4,A
2024-03-12,Buffalo Sabres,Detroit Red Wings,7,3,H
2024-03-12,Carolina Hurricanes,New York Rangers,0,1,A
2024-03-12,Calgary Flames,Colorado Avalanche,2,6,A
2024-03-12,Chicago Blackhawks,Anaheim Ducks,7,2,H
2024-03-12,Dallas Stars,Florida Panthers,3,4,A
2024-03-12,Minnesota Wild,Arizona Coyotes,4,1,H
2024-03-12,Montreal Canadiens,Columbus Blue Jackets,3,0,H
2024-03-12,Ottawa Senators,Pittsburgh Penguins,2,1,H
2024-03-12,Philadelphia Flyers,San Jose Sharks,3,2,H
2024-03-12,Seattle Kraken,Vegas Golden Knights,4,5,A
2024-03-11,Boston Bruins,St. Louis Blues,1,5,A
2024-03-11,Los Angeles Kings,New York Islanders,3,0,H
2024-03-11,New York Rangers,New Jersey Devils,3,1,H
2024-03-11,Winnipeg Jets,Washington Capitals,3,0,H
2024-03-10,Anaheim Ducks,New York Islanders,1,6,A
2024-03-10,Carolina Hurricanes,Calgary Flames,7,2,H
2024-03-10,Chicago Blackhawks,Arizona Coyotes,7,4,H
2024-03-10,Minnesota Wild,Nashville Predators,4,3,H
2024-03-10,Pittsburgh Penguins,Edmonton Oilers,0,4,A
2024-03-09,Boston Bruins,Pittsburgh Penguins,5,1,H
2024-03-09,Buffalo Sabres,Edmonton Oilers,3,2,H
2024-03-09,Columbus Blue Jackets,Nashville Predators,1,2,A
2024-03-09,Florida Panthers,Calgary Flames,5,1,H
2024-03-09,Los Angeles Kings,Dallas Stars,1,4,A
2024-03-09,Montreal Canadiens,Toronto Maple Leafs,2,3,A
2024-03-09,New Jersey Devils,Carolina Hurricanes,2,4,A
2024-03-09,New York Rangers,St. Louis Blues,4,0,H
2024-03-09,San Jose Sharks,Ottawa Senators,2,1,H
2024-03-09,Tampa Bay Lightning,Philadelphia Flyers,7,0,H
2024-03-09,Vancouver Canucks,Winnipeg Jets,5,0,H
2024-03-09,Vegas Golden Knights,Detroit Red Wings,5,3,H
2024-03-09,Washington Capitals,Chicago Blackhawks,4,1,H
2024-03-08,Anaheim Ducks,Dallas Stars,2,6,A
2024-03-08,Arizona Coyotes,Detroit Red Wings,4,0,H
2024-03-08,Colorado Avalanche,Minnesota Wild,2,1,H
2024-03-08,Seattle Kraken,Winnipeg Jets,0,3,A
2024-03-07,Arizona Coyotes,Minnesota Wild,2,5,A
2024-03-07,Boston Bruins,Toronto Maple Leafs,4,1,H
2024-03-07,Carolina Hurricanes,Montreal Canadiens,4,1,H
2024-03-07,Columbus Blue Jackets,Edmonton Oilers,4,2,H
2024-03-07,Florida Panthers,Philadelphia Flyers,1,2,A
2024-03-07,Los Angeles Kings,Ottawa Senators,4,3,H
2024-03-07,New Jersey Devils,St. Louis Blues,4,1,H
2024-03-07,Nashville Predators,Buffalo Sabres,4,2,H
2024-03-07,Pittsburgh Penguins,Washington Capitals,0,6,A
2024-03-07,San Jose Sharks,New York Islanders,2,7,A
2024-03-07,Tampa Bay Lightning,Calgary Flames,3,6,A
2024-03-07,Vegas Golden Knights,Vancouver Canucks,1,3,A
2024-03-06,Anaheim Ducks,Ottawa Senators,2,1,H
2024-03-06,Colorado Avalanche,Detroit Red Wings,7,2,H
2024-03-06,Toronto Maple Leafs,Buffalo Sabres,2,1,H
2024-03-05,Arizona Coyotes,Chicago Blackhawks,2,5,A
2024-03-05,Boston Bruins,Edmonton Oilers,1,2,A
2024-03-05,Los Angeles Kings,Vancouver Canucks,1,2,A
2024-03-05,New Jersey Devils,Florida Panthers,3,5,A
2024-03-05,Nashville Predators,Montreal Canadiens,3,4,A
2024-03-05,New York Islanders,St. Louis Blues,4,2,H
2024-03-05,Pittsburgh Penguins,Columbus Blue Jackets,5,3,H
2024-03-05,San Jose Sharks,Dallas Stars,6,7,A
2024-03-05,Winnipeg Jets,Seattle Kraken,3,4,A
2024-03-04,Columbus Blue Jackets,Vegas Golden Knights,6,3,H
2024-03-04,Calgary Flames,Seattle Kraken,2,4,A
2024-03-04,Colorado Avalanche,Chicago Blackhawks,5,0,H
2024-03-04,New York Rangers,Florida Panthers,2,4,A
2024-03-04,Philadelphia Flyers,St. Louis Blues,1,2,A
2024-03-04,Toronto Maple Leafs,Boston Bruins,1,4,A
2024-03-03,Anaheim Ducks,Vancouver Canucks,1,2,A
2024-03-03,Buffalo Sabres,Winnipeg Jets,2,5,A
2024-03-03,Edmonton Oilers,Pittsburgh Penguins,6,1,H
2024-03-03,Los Angeles Kings,New Jersey Devils,5,1,H
2024-03-03,Minnesota Wild,San Jose Sharks,4,3,H
2024-03-03,Washington Capitals,Arizona Coyotes,2,5,A
2024-03-02,Buffalo Sabres,Vegas Golden Knights,7,2,H
2024-03-02,Carolina Hurricanes,Winnipeg Jets,3,5,A
2024-03-02,Calgary Flames,Pittsburgh Penguins,4,3,H
2024-03-02,Chicago Blackhawks,Columbus Blue Jackets,2,5,A
2024-03-02,Dallas Stars,San Jose Sharks,3,2,H
2024-03-02,Detroit Red Wings,Florida Panthers,0,4,A
2024-03-02,Nashville Predators,Colorado Avalanche,5,1,H
2024-03-02,New York Islanders,Boston Bruins,5,1,H
2024-03-02,Philadelphia Flyers,Ottawa Senators,4,2,H
2024-03-02,Seattle Kraken,Edmonton Oilers,1,2,A
2024-03-02,St. Louis Blues,Minnesota Wild,3,1,H
2024-03-02,Tampa Bay Lightning,Montreal Canadiens,4,3,H
2024-03-02,Toronto Maple Leafs,New York Rangers,4,3,H
2024-03-01,Anaheim Ducks,New Jersey Devils,4,3,H
2024-03-01,Ottawa Senators,Arizona Coyotes,3,5,A
2024-03-01,Washington Capitals,Philadelphia Flyers,5,2,H
2024-02-29,Boston Bruins,Vegas Golden Knights,5,4,H
2024-02-29,Columbus Blue Jackets,Carolina Hurricanes,2,4,A
2024-02-29,Chicago Blackhawks,Colorado Avalanche,0,5,A
2024-02-29,Dallas Stars,Winnipeg Jets,4,1,H
2024-02-29,Detroit Red Wings,New York Islanders,3,5,A
2024-02-29,Florida Panthers,Montreal Canadiens,4,3,H
2024-02-29,Nashville Predators,Minnesota Wild,6,1,H
2024-02-29,Seattle Kraken,Pittsburgh Penguins,2,0,H
2024-02-29,San Jose Sharks,Anaheim Ducks,4,6,A
2024-02-29,Tampa Bay Lightning,Buffalo Sabres,2,3,A
2024-02-29,Toronto Maple Leafs,Arizona Coyotes,4,2,H
2024-02-29,Vancouver Canucks,Los Angeles Kings,1,5,A
2024-02-28,Edmonton Oilers,St. Louis Blues,3,2,H
2024-02-28,New York Rangers,Columbus Blue Jackets,4,1,H
2024-02-27,Calgary Flames,Los Angeles Kings,4,2,H
2024-02-27,Colorado Avalanche,Dallas Stars,5,1,H
2024-02-27,Detroit Red Wings,Washington Capitals,8,3,H
2024-02-27,Florida Panthers,Buffalo Sabres,3,2,H
2024-02-27,Minnesota Wild,Carolina Hurricanes,2,3,A
2024-02-27,Montreal Canadiens,Arizona Coyotes,4,2,H
2024-02-27,Nashville Predators,Ottawa Senators,4,1,H
2024-02-27,Philadelphia Flyers,Tampa Bay Lightning,6,2,H
2024-02-27,San Jose Sharks,New Jersey Devils,2,7,A
2024-02-27,Toronto Maple Leafs,Vegas Golden Knights,2,6,A
2024-02-27,Vancouver Canucks,Pittsburgh Penguins,3,4,A
2024-02-27,Winnipeg Jets,St. Louis Blues,4,2,H
2024-02-26,Dallas Stars,New York Islanders,2,3,A
2024-02-26,Edmonton Oilers,Los Angeles Kings,4,2,H
2024-02-26,Seattle Kraken,Boston Bruins,4,3,H
2024-02-26,Washington Capitals,Ottawa Senators,6,3,H
2024-02-25,Anaheim Ducks,Nashville Predators,2,4,A
2024-02-25,Buffalo Sabres,Carolina Hurricanes,3,2,H
2024-02-25,Columbus Blue Jackets,New York Rangers,4,2,H
2024-02-25,Chicago Blackhawks,Detroit Red Wings,2,3,A
2024-02-25,New Jersey Devils,Tampa Bay Lightning,1,4,A
2024-02-25,Pittsburgh Penguins,Philadelphia Flyers,7,6,H
2024-02-25,Winnipeg Jets,Arizona Coyotes,4,3,H
2024-02-24,Carolina Hurricanes,Dallas Stars,1,2,A
2024-02-24,Colorado Avalanche,Toronto Maple Leafs,3,4,A
2024-02-24,Detroit Red Wings,St. Louis Blues,6,1,H
2024-02-24,Edmonton Oilers,Calgary Flames,3,6,A
2024-02-24,Florida Panthers,Washington Capitals,3,2,H
2024-02-24,Los Angeles Kings,Anaheim Ducks,3,2,H
2024-02-24,New Jersey Devils,Montreal Canadiens,4,3,H
2024-02-24,New York Islanders,Tampa Bay Lightning,2,4,A
2024-02-24,Ottawa Senators,Vegas Golden Knights,4,3,H
2024-02-24,Philadelphia Flyers,New York Rangers,1,2,A
2024-02-24,Seattle Kraken,Minnesota Wild,2,5,A
2024-02-24,San Jose Sharks,Nashville Predators,2,4,A
2024-02-24,Vancouver Canucks,Boston Bruins,3,2,H
2024-02-23,Columbus Blue Jackets,Buffalo Sabres,1,2,A
2024-02-23,Chicago Blackhawks,Winnipeg Jets,2,3,A
2024-02-23,Edmonton Oilers,Minnesota Wild,2,4,A
2024-02-22,Carolina Hurricanes,Florida Panthers,1,0,H
2024-02-22,Calgary Flames,Boston Bruins,3,2,H
2024-02-22,Detroit Red Wings,Colorado Avalanche,2,1,H
2024-02-22,Los Angeles Kings,Nashville Predators,1,4,A
2024-02-22,New Jersey Devils,New York Rangers,1,5,A
2024-02-22,Ottawa Senators,Dallas Stars,4,1,H
2024-02-22,Pittsburgh Penguins,Montreal Canadiens,4,1,H
2024-02-22,Seattle Kraken,Vancouver Canucks,5,2,H
2024-02-22,St. Louis Blues,New York Islanders,4,0,H
2024-02-22,Tampa Bay Lightning,Washington Capitals,3,5,A
2024-02-22,Vegas Golden Knights,Toronto Maple Leafs,3,7,A
2024-02-21,Anaheim Ducks,Columbus Blue Jackets,4,7,A
2024-02-21,Arizona Coyotes,Toronto Maple Leafs,3,6,A
2024-02-21,Chicago Blackhawks,Philadelphia Flyers,1,3,A
2024-02-21,Edmonton Oilers,Boston Bruins,5,6,A
2024-02-21,Montreal Canadiens,Buffalo Sabres,2,3,A
2024-02-20,Colorado Avalanche,Vancouver Canucks,3,1,H
2024-02-20,Florida Panthers,Ottawa Senators,3,2,H
2024-02-20,Los Angeles Kings,Columbus Blue Jackets,5,1,H
2024-02-20,New York Rangers,Dallas Stars,3,1,H
2024-02-20,Pittsburgh Penguins,New York Islanders,4,5,A
2024-02-20,Vegas Golden Knights,Nashville Predators,3,5,A
2024-02-20,Winnipeg Jets,Minnesota Wild,6,3,H
2024-02-20,Washington Capitals,New Jersey Devils,6,2,H
2024-02-19,Arizona Coyotes,Edmonton Oilers,3,6,A
2024-02-19,Boston Bruins,Dallas Stars,4,3,H
2024-02-19,Buffalo Sabres,Anaheim Ducks,3,4,A
2024-02-19,Carolina Hurricanes,Chicago Blackhawks,6,3,H
2024-02-19,Calgary Flames,Winnipeg Jets,6,3,H
2024-02-19,Minnesota Wild,Vancouver Canucks,10,7,H
2024-02-19,Seattle Kraken,Detroit Red Wings,3,4,A
2024-02-19,San Jose Sharks,Vegas Golden Knights,0,4,A
2024-02-19,St. Louis Blues,Toronto Maple Leafs,2,4,A
2024-02-19,Tampa Bay Lightning,Ottawa Senators,2,4,A
2024-02-18,Colorado Avalanche,Arizona Coyotes,4,3,H
2024-02-18,New York Islanders,New York Rangers,5,6,A
2024-02-18,Pittsburgh Penguins,Los Angeles Kings,1,2,A
2024-02-17,Boston Bruins,Los Angeles Kings,4,5,A
2024-02-17,Calgary Flames,Detroit Red Wings,0,5,A
2024-02-17,Chicago Blackhawks,Ottawa Senators,3,2,H
2024-02-17,Dallas Stars,Edmonton Oilers,3,4,A
2024-02-17,Minnesota Wild,Buffalo Sabres,2,3,A
2024-02-17,Montreal Canadiens,Washington Capitals,3,4,A
2024-02-17,New Jersey Devils,Philadelphia Flyers,6,3,H
2024-02-17,San Jose Sharks,Columbus Blue Jackets,3,4,A
2024-02-17,St. Louis Blues,Nashville Predators,2,5,A
2024-02-17,Tampa Bay Lightning,Florida Panthers,2,9,A
2024-02-17,Toronto Maple Leafs,Anaheim Ducks,9,2,H
2024-02-17,Vancouver Canucks,Winnipeg Jets,2,4,A
2024-02-17,Vegas Golden Knights,Carolina Hurricanes,1,3,A
2024-02-16,Arizona Coyotes,Carolina Hurricanes,1,5,A
2024-02-15,Boston Bruins,Seattle Kraken,1,4,A
2024-02-15,Buffalo Sabres,Florida Panthers,0,4,A
2024-02-15,Calgary Flames,San Jose Sharks,3,6,A
2024-02-15,Chicago Blackhawks,Pittsburgh Penguins,1,4,A
2024-02-15,New Jersey Devils,Los Angeles Kings,1,2,A
2024-02-15,Nashville Predators,Dallas Stars,2,9,A
2024-02-15,New York Rangers,Montreal Canadiens,7,4,H
2024-02-15,Ottawa Senators,Anaheim Ducks,1,5,A
2024-02-15,St. Louis Blues,Edmonton Oilers,6,3,H
2024-02-15,Tampa Bay Lightning,Colorado Avalanche,6,3,H
2024-02-15,Toronto Maple Leafs,Philadelphia Flyers,4,3,H
2024-02-15,Vancouver Canucks,Detroit Red Wings,4,1,H
2024-02-14,Arizona Coyotes,Minnesota Wild,1,3,A
2024-02-14,Pittsburgh Penguins,Florida Panthers,2,5,A
2024-02-14,Winnipeg Jets,San Jose Sharks,1,0,H
2024-02-13,Boston Bruins,Tampa Bay Lightning,2,3,A
2024-02-13,Buffalo Sabres,Los Angeles Kings,7,0,H
2024-02-13,Chicago Blackhawks,Vancouver Canucks,2,4,A
2024-02-13,Dallas Stars,Carolina Hurricanes,4,2,H
2024-02-13,Edmonton Oilers,Detroit Red Wings,8,4,H
2024-02-13,Montreal Canadiens,Anaheim Ducks,5,0,H
2024-02-13,Nashville Predators,New Jersey Devils,2,4,A
2024-02-13,New York Islanders,Seattle Kraken,1,2,A
2024-02-13,Ottawa Senators,Columbus Blue Jackets,6,3,H
2024-02-13,Toronto Maple Leafs,St. Louis Blues,4,1,H
2024-02-13,Washington Capitals,Colorado Avalanche,3,6,A
2024-02-12,New Jersey Devils,Seattle Kraken,3,1,H
2024-02-12,New York Rangers,Calgary Flames,2,0,H
2024-02-12,Philadelphia Flyers,Arizona Coyotes,5,3,H
2024-02-12,Vegas Golden Knights,Minnesota Wild,3,5,A
2024-02-11,Montreal Canadiens,St. Louis Blues,2,7,A
2024-02-11,Washington Capitals,Vancouver Canucks,2,3,A
2024-02-10,Boston Bruins,Washington Capitals,0,3,A
2024-02-10,Buffalo Sabres,St. Louis Blues,1,3,A
2024-02-10,Carolina Hurricanes,New Jersey Devils,1,0,H
2024-02-10,Columbus Blue Jackets,Tampa Bay Lightning,2,4,A
2024-02-10,Detroit Red Wings,Vancouver Canucks,4,3,H
2024-02-10,Florida Panthers,Colorado Avalanche,4,0,H
2024-02-10,Los Angeles Kings,Edmonton Oilers,4,0,H
2024-02-10,Montreal Canadiens,Dallas Stars,2,3,A
2024-02-10,Nashville Predators,Arizona Coyotes,5,4,H
2024-02-10,New York Islanders,Calgary Flames,2,5,A
2024-02-10,Ottawa Senators,Toronto Maple Leafs,5,3,H
2024-02-10,Philadelphia Flyers,Seattle Kraken,3,2,H
2024-02-10,Winnipeg Jets,Pittsburgh Penguins,2,1,H
2024-02-09,Anaheim Ducks,Edmonton Oilers,3,5,A
2024-02-09,Chicago Blackhawks,New York Rangers,3,4,A
2024-02-09,Minnesota Wild,Pittsburgh Penguins,3,2,H
2024-02-08,Arizona Coyotes,Vegas Golden Knights,2,3,A
2024-02-08,Boston Bruins,Vancouver Canucks,4,0,H
2024-02-08,Carolina Hurricanes,Colorado Avalanche,5,2,H
2024-02-08,Florida Panthers,Washington Capitals,4,2,H
2024-02-08,New Jersey Devils,Calgary Flames,3,5,A
2024-02-08,New York Islanders,Tampa Bay Lightning,6,2,H
2024-02-08,Philadelphia Flyers,Winnipeg Jets,4,1,H
2024-02-07,Chicago Blackhawks,Minnesota Wild,1,2,A
2024-02-07,New York Rangers,Tampa Bay Lightning,3,1,H
2024-02-07,Toronto Maple Leafs,Dallas Stars,5,4,H
2024-02-06,Boston Bruins,Calgary Flames,1,4,A
2024-02-06,Buffalo Sabres,Dallas Stars,1,2,A
2024-02-06,Carolina Hurricanes,Vancouver Canucks,2,3,A
2024-02-06,Florida Panthers,Philadelphia Flyers,1,2,A
2024-02-06,New Jersey Devils,Colorado Avalanche,5,3,H
2024-02-06,Pittsburgh Penguins,Winnipeg Jets,3,0,H
2024-02-06,Vegas Golden Knights,Edmonton Oilers,3,1,H
2024-02-06,Washington Capitals,Montreal Canadiens,2,5,A
2024-02-05,New York Rangers,Colorado Avalanche,2,1,H
2024-02-05,Toronto Maple Leafs,New York Islanders,2,3,A
2024-01-31,Anaheim Ducks,San Jose Sharks,3,2,H
2024-01-31,Detroit Red Wings,Ottawa Senators,2,3,A
2024-01-31,Nashville Predators,Los Angeles Kings,2,4,A
2024-01-30,San Jose Sharks,Seattle Kraken,2,0,H
2024-01-30,St. Louis Blues,Columbus Blue Jackets,0,1,A
2024-01-29,Ottawa Senators,Nashville Predators,4,3,H
2024-01-28,Seattle Kraken,Columbus Blue Jackets,4,2,H
2024-01-28,St. Louis Blues,Los Angeles Kings,4,3,H
2024-01-27,Carolina Hurricanes,Arizona Coyotes,3,1,H
2024-01-27,Calgary Flames,Chicago Blackhawks,1,0,H
2024-01-27,Dallas Stars,Washington Capitals,5,4,H
2024-01-27,Detroit Red Wings,Vegas Golden Knights,5,2,H
2024-01-27,Edmonton Oilers,Nashville Predators,4,1,H
2024-01-27,Minnesota Wild,Anaheim Ducks,2,3,A
2024-01-27,New York Islanders,Florida Panthers,2,3,A
2024-01-27,Ottawa Senators,New York Rangers,2,7,A
2024-01-27,Philadelphia Flyers,Boston Bruins,2,6,A
2024-01-27,Pittsburgh Penguins,Montreal Canadiens,3,2,H
2024-01-27,San Jose Sharks,Buffalo Sabres,2,5,A
2024-01-27,Tampa Bay Lightning,New Jersey Devils,6,3,H
2024-01-27,Vancouver Canucks,Columbus Blue Jackets,5,4,H
2024-01-27,Winnipeg Jets,Toronto Maple Leafs,2,4,A
2024-01-26,Colorado Avalanche,Los Angeles Kings,5,1,H
2024-01-26,New York Rangers,Vegas Golden Knights,2,5,A
2024-01-26,Pittsburgh Penguins,Florida Panthers,2,3,A
2024-01-26,Seattle Kraken,St. Louis Blues,3,4,A
2024-01-25,Carolina Hurricanes,New Jersey Devils,3,2,H
2024-01-25,Calgary Flames,Columbus Blue Jackets,2,5,A
2024-01-25,Dallas Stars,Anaheim Ducks,4,3,H
2024-01-25,Detroit Red Wings,Philadelphia Flyers,3,0,H
2024-01-25,Edmonton Oilers,Chicago Blackhawks,3,0,H
2024-01-25,Minnesota Wild,Nashville Predators,2,3,A
2024-01-25,Montreal Canadiens,New York Islanders,4,3,H
2024-01-25,Ottawa Senators,Boston Bruins,2,3,A
2024-01-25,Tampa Bay Lightning,Arizona Coyotes,6,3,H
2024-01-24,Boston Bruins,Carolina Hurricanes,2,3,A
2024-01-24,Colorado Avalanche,Washington Capitals,6,2,H
2024-01-24,Florida Panthers,Arizona Coyotes,6,2,H
2024-01-24,Los Angeles Kings,Buffalo Sabres,3,5,A
2024-01-24,Seattle Kraken,Chicago Blackhawks,6,2,H
2024-01-24,Toronto Maple Leafs,Winnipeg Jets,1,0,H
2024-01-24,Vancouver Canucks,St. Louis Blues,3,4,A
2024-01-23,Anaheim Ducks,Buffalo Sabres,4,2,H
2024-01-23,Calgary Flames,St. Louis Blues,3,4,A
2024-01-23,Detroit Red Wings,Dallas Stars,4,5,A
2024-01-23,Edmonton Oilers,Columbus Blue Jackets,4,1,H
2024-01-23,Minnesota Wild,Washington Capitals,5,3,H
2024-01-23,Montreal Canadiens,Ottawa Senators,1,4,A
2024-01-23,New York Islanders,Vegas Golden Knights,2,3,A
2024-01-23,Philadelphia Flyers,Tampa Bay Lightning,3,6,A
2024-01-23,San Jose Sharks,New York Rangers,3,2,H
2024-01-22,Arizona Coyotes,Pittsburgh Penguins,5,2,H
2024-01-22,Boston Bruins,Winnipeg Jets,4,1,H
2024-01-22,Los Angeles Kings,San Jose Sharks,3,4,A
2024-01-22,New Jersey Devils,Vegas Golden Knights,6,5,H
2024-01-22,Nashville Predators,Florida Panthers,1,4,A
2024-01-22,Vancouver Canucks,Chicago Blackhawks,2,0,H
2024-01-21,Anaheim Ducks,New York Rangers,2,5,A
2024-01-21,Carolina Hurricanes,Minnesota Wild,2,5,A
2024-01-21,Detroit Red Wings,Tampa Bay Lightning,2,1,H
2024-01-21,New York Islanders,Dallas Stars,3,2,H
2024-01-21,Philadelphia Flyers,Ottawa Senators,3,5,A
2024-01-21,Seattle Kraken,Toronto Maple Leafs,1,3,A
2024-01-20,Arizona Coyotes,Nashville Predators,3,2,H
2024-01-20,Boston Bruins,Montreal Canadiens,9,4,H
2024-01-20,Buffalo Sabres,Tampa Bay Lightning,1,3,A
2024-01-20,Calgary Flames,Edmonton Oilers,1,3,A
2024-01-20,Los Angeles Kings,New York Rangers,2,1,H
2024-01-20,New Jersey Devils,Dallas Stars,2,6,A
2024-01-20,Ottawa Senators,Winnipeg Jets,1,2,A
2024-01-20,Philadelphia Flyers,Colorado Avalanche,4,7,A
2024-01-20,San Jose Sharks,Anaheim Ducks,5,3,H
2024-01-20,St. Louis Blues,Washington Capitals,3,0,H
2024-01-20,Vancouver Canucks,Toronto Maple Leafs,6,4,H
2024-01-20,Vegas Golden Knights,Pittsburgh Penguins,3,2,H
2024-01-19,Carolina Hurricanes,Detroit Red Wings,4,2,H
